тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,2,Управление запросами на доступ (Access Requests),"Система управления заявками пользователей на получение, изменение или отзыв прав доступа к корпоративным ресурсам. Обеспечивает self-service подачу заявок, многоуровневое согласование с владельцами ресурсов и руководителями, а также автоматическое применение утверждённых изменений в целевых системах.","Self-service портал для подачи заявок на доступ с каталогом доступных ролей и ресурсов (access catalog). Workflow-движок с настраиваемыми маршрутами согласования: линейный руководитель, владелец ресурса, IAM-администратор, security-офицер — в зависимости от критичности запрашиваемых прав. Поддержка временного доступа: автоматическое предоставление прав на заданный срок с последующим отзывом. Интеграция с ITSM для создания тикетов на нестандартные запросы, требующие дополнительной обработки. Механизм делегирования согласования при отсутствии владельца роли. Уведомления через email, мессенджеры, портал для информирования заявителя о статусе заявки.","Снижает нагрузку на Service Desk: пользователи самостоятельно подают заявки через self-service портал, не создавая тикетов вручную. Ускоряет получение доступов: автоматическое согласование и применение прав сокращает время ожидания с дней до часов. Обеспечивает контроль и прозрачность: каждый запрос на доступ фиксируется в системе с полным audit trail — кто запросил, кто согласовал, когда применено. Повышает удовлетворённость пользователей: прозрачный процесс с отслеживанием статуса заявки исключает неопределённость."
функция,3,Контроль разделения обязанностей (SoD — Segregation of Duties),"Механизм предотвращения конфликта ролей, при котором один сотрудник получает комбинацию прав, позволяющую ему совершать мошеннические или ошибочные действия без контроля. SoD является критическим требованием для финансовых процессов (создание и подтверждение платежей), производственных систем и доступа к конфиденциальным данным.","Политический движок для определения правил конфликта ролей (mutually exclusive roles): матрица несовместимых ролей и прав с учётом бизнес-логики каждого приложения. Автоматическая проверка при назначении роли: система блокирует назначение, если оно приводит к нарушению SoD. Детекция существующих нарушений SoD через аналитический модуль с генерацией отчётов для remediation. Поддержка компенсирующих контролей (compensating controls): если техническое разделение невозможно, система требует дополнительного согласования или усиленного мониторинга. Интеграция с системами управления рисками (GRC) для передачи данных о нарушениях SoD в реестр рисков. Анализ эффективных прав с выявлением косвенных нарушений через наследование групп.","Предотвращает финансовые мошенничества: невозможно одновременно создавать платёжные поручения и подтверждать их проведение. Обеспечивает compliance с требованиями SOX, PCI DSS и внутренних стандартов, которые мандатно требуют SoD для критичных процессов. Снижает операционные риски: ошибочные действия одного сотрудника не могут привести к катастрофическим последствиям без второго контроля. Упрощает аудиты: автоматический контроль SoD генерирует готовые отчёты для аудиторов."
функция,3,Защищённое хранилище привилегированных учётных данных (Password Vault),"Централизованное защищённое хранилище (Vault) для паролей, ключей SSH, сертификатов и других учётных данных привилегированных аккаунтов. Vault обеспечивает полную изоляцию учётных данных от пользователей: администраторы аутентифицируются в PAM, но не знают реальные пароли целевых систем. Является ядром PAM-системы и критически важным элементом защиты инфраструктуры.","Хранение паролей, SSH-ключей, сертификатов и API-ключей в зашифрованном виде (AES-256) с аппаратным модулем безопасности (HSM) для защиты мастер-ключей. Многофакторная аутентификация (MFA) для доступа к Vault: смарт-карты, токены, биометрия. Иерархическая модель безопасности: политики доступа к Vault-записям на основе ролей и необходимости (need-to-know). Автоматическая ротация паролей с настраиваемой периодичностью (от каждого использования до ежемесячной) и генерация сложных паролей по политике. API для интеграции с CI/CD pipeline и автоматизированными скриптами для безопасного извлечения учётных данных. Высокая доступность (HA) и резервное копирование Vault с георепликацией.","Ликвидирует угрозу компрометации паролей, записанных на бумажках или в незашифрованных файлах — основной вектор атаки. Обеспечивает полный контроль над привилегированными учётными данными: централизованное хранение исключает «теневые» копии паролей. Сокращает время смены пароля при увольнении администратора: ротация выполняется автоматически для всех систем за минуты. Обеспечивает непрерывность бизнеса: HA-архитектура Vault гарантирует доступность критичных учётных данных 24/7."
функция,3,Сессионный контроль и запись (Session Monitoring & Recording),"Мониторинг и полная запись всех действий администраторов в рамках привилегированных сессий: SSH, RDP, базы данных, веб-консоли. Обеспечивает реаль-time наблюдение за активностью, обнаружение подозрительных действий и формирование аудиторского следа для расследований. Является критическим инструментом для предотвращения инсайдерских угроз и доказательной подотчётности.","Проксирование всех привилегированных подключений через PAM-брокер с полной записью сессий: видеозапись экрана (RDP), текстовые логи (SSH, Telnet), SQL-запросы (базы данных), HTTP-запросы (веб-консоли). Real-time мониторинг: security-аналитик может наблюдать за активной сессией и принудительно завершить её при обнаружении подозрительных действий. Механизм обнаружения аномалий: команды из чёрного списка (rm -rf, DROP TABLE), доступ к критичным файлам, нестандартное время сессии. Поиск по записанным сессиям: текстовый поиск по командам, действиям, файлам. Интеграция с SIEM для передачи событий сессий в режиме реального времени. Хранение записей с настраиваемым retention period (обычно 1–3 года).","Обеспечивает полную подотчётность администраторов: каждое действие записывается и может быть проверено при расследовании инцидента. Предотвращает инсайдерские угрозы: real-time мониторинг позволяет остановить подозрительную активность до нанесения ущерба. Сокращает время расследований: поиск по сессиям позволяет быстро найти момент компрометации или ошибочного действия. Обеспечивает compliance с требованиями PCI DSS, NIST и внутренних стандартов, требующих контроля привилегированных сессий."
функция,2,Just-In-Time доступ (JIT — временное предоставление привилегий),"Модель предоставления привилегированных прав доступа по запросу на ограниченный период времени с автоматическим отзывом по истечении срока или завершении задачи. JIT минимизирует окно экспозиции привилегированных доступов: права предоставляются только когда они действительно нужны, и автоматически отзываются после использования.","Workflow запроса временного доступа: пользователь указывает причину, целевую систему, требуемые права и срок — запрос маршрутизируется на согласование к владельцу ресурса и security-офицеру. Автоматическое предоставление утверждённых прав в целевой системе (добавление в группу администраторов, временная эскалация роли). Таймер для автоматического отзыва прав: по истечении срока или по команде пользователя права автоматически отзываются. Интеграция с ticket-системой (ITSM) для привязки временного доступа к задаче или инциденту. Логирование всех JIT-операций с полным audit trail. Поддержка emergency access: механизм экстренного получения доступа при критичных инцидентах с уведомлением security-команды.","Существенно снижает поверхность атаки: привилегированные права существуют только в момент необходимости, а не постоянно. Упрощает управление доступами: нет необходимости поддерживать длинный список постоянных администраторов. Повышает прозрачность: каждый временный доступ фиксируется с указанием причины, срока и согласующих. Обеспечивает compliance с принципом наименьших привилегий (Least Privilege), требуемым регуляторами."
функция,3,Сертификация доступов (Access Certification),"Периодический процесс подтверждения актуальности назначенных прав доступа владельцами ролей, руководителями подразделений и самими пользователями. Сертификация является ключевым инструментом Identity Governance, обеспечивающим соответствие прав доступа текущим функциональным обязанностям сотрудников и предотвращающим накопление избыточных прав.","Механизм создания сертификационных кампаний (certification campaigns): выборка пользователей, ролей или ресурсов для проверки с настраиваемой периодичностью (ежеквартально, ежегодно). Автоматическая рассылка уведомлений ревьюерам (владельцам ролей, руководителям) с перечнем подчинённых и их прав. Интерфейс ревью: одобрение (approve), отзыв (revoke), делегирование (re-assign) с комментариями. Автоматическое применение решений ревьюеров: отозванные права автоматически деактивируются в целевых системах. Аналитика по результатам кампании: процент одобрений, отзывов, просроченных ревью, тренды по подразделениям. Напоминания и эскалации для невыполненных ревью в срок. Интеграция с GRC для передачи метрик сертификации в реестр контролей.","Устраняет «привилегированный доступ по наследству»: регулярная проверка гарантирует соответствие прав текущим обязанностям. Снижает риски информационной безопасности: избыточные и неиспользуемые права выявляются и отзываются систематически, а не раз в несколько лет при аудите. Обеспечивает compliance с требованиями регуляторов к периодической пересертификации доступов. Повышает осведомлённость руководителей: каждый менеджер видит полный набор прав своих подчинённых и несёт ответственность за их актуальность."
функция,3,Аналитика и отчётность по идентификациям и доступам,"Комплексный аналитический модуль для формирования отчётов, дашбордов и аналитических выборок по всем аспектам управления идентификациями и доступами. Обеспечивает visibility для IAM-администраторов, security-офицеров, аудиторов и руководителей, предоставляя актуальную информацию о состоянии IAM-ландшафта в реальном времени.","Преднастроенные отчёты: реестр пользователей и их прав, неактивные учётные записи, привилегированные аккаунты, нарушения SoD, статус сертификации, JML-метрики. Настраиваемые дашборды с виджетами для разных ролей: IAM-администратор, CISO, аудитор, руководитель подразделения. Аналитика для выявления рисков: избыточные права, неиспользуемые аккаунты, аккумуляция критичных ролей, подозрительные паттерны доступа. Экспорт отчётов в форматы PDF, Excel, CSV для передачи аудиторам. API для интеграции с BI/DWH (e42) и Executive Dashboards. Поддержка расписаний автоматической генерации и рассылки отчётов. Ролевая модель доступа к аналитике: разные пользователи видят только разрешённые данные.",Сокращает время подготовки к аудитам с недель до часов: все отчёты формируются автоматически по запросу или по расписанию. Повышает visibility IAM-ландшафта: руководство видит ключевые метрики и тренды в реальном времени. Ускоряет принятие решений: аналитика по рискам позволяет приоритизировать усилия по улучшению IAM. Снижает затраты на compliance: автоматическая отчётность исключает необходимость ручного сбора данных для регуляторов и аудиторов.
функция,2,Политический движок и compliance-контроль (Policy Engine),"Модуль определения, применения и автоматической проверки политик управления идентификациями и доступами. Политический движок обеспечивает централизованное управление правилами безопасности: политики паролей, сроки действия доступов, ограничения по оргструктуре, правила SoD и регуляторные требования. Автоматически проверяет соответствие всех операций с идентификациями установленным политикам.","Движок правил (rule engine) для определения политик: синтаксис на основе атрибутов и условий (если пользователь в отделе X и запрашивает роль Y — требуется согласование Z). Автоматическая проверка политик при каждой операции: создание учётной записи, назначение роли, изменение пароля, вход в систему. Политики паролей: минимальная длина, сложность, история, срок действия, запрет на повторное использование. Политики доступа: ограничения по времени, геолокации, типу устройства, уровню аутентификации. Реакция на нарушения: блокировка операции, уведомление security-команды, создание тикета в ITSM, эскалация руководителю. Версионирование политик с отслеживанием изменений.","Гарантирует непрерывный compliance: каждая операция проверяется на соответствие политикам автоматически. Снижает риски человеческой ошибки: политики применяются системно, без зависимости от внимательности администратора. Ускоряет адаптацию к новым требованиям: изменение политики применяется ко всем системам централизованно. Обеспечивает доказательный контроль: audit trail изменений политик доступен для аудиторов."
функция,3,Интеграция с каталогами идентификаций (Active Directory / LDAP),"Синхронизация и управление учётными записями, группами безопасности и организационными юнитами в каталогах Active Directory, LDAP и других identity-провайдерах. Обеспечивает двунаправленный обмен данными между IAM-системой и корпоративными каталогами, являющимися основным источником аутентификации для большинства on-prem приложений.","Нативные коннекторы для Active Directory (LDAP/LDAPS, Kerberos, WinRM), OpenLDAP, FreeIPA, Azure Active Directory. Двунаправленная синхронизация: IAM создаёт и изменяет учётные записи в AD, AD предоставляет аутентификацию и группы безопасности. Управление группами безопасности: автоматическое добавление/удаление пользователей в группы на основе ролей IAM. Поддержка мульти-доменных и мульти-лесных конфигураций AD с доверительными отношениями. Синхронизация паролей: unified password — изменение пароля в IAM применяется ко всем связанным системам. Интеграция с Kerberos для SSO в on-prem приложениях. Обработка сложных сценариев: дочерние домены, сайты, глобальные каталоги (GC).",Обеспечивает единое управление идентификациями в гетерогенной среде: IAM становится единой точкой управления для всех каталогов. Снижает затраты на администрирование: автоматическая синхронизация исключает ручное дублирование операций в каждом каталоге. Повышает безопасность: централизованное управление группами и политиками паролей применяется ко всем системам. Обеспечивает быструю адаптацию при M&A: интеграция IAM с каталогами приобретённой компании выполняется через стандартные коннекторы.
функция,2,Федерация и единый вход (SSO / Federation),"Централизованная аутентификация пользователей через единую точку входа (Single Sign-On) с федерацией идентификаций между корпоративными системами, облачными сервисами и внешними партнёрами. Пользователь аутентифицируется один раз и получает доступ ко всем разрешённым ресурсам без повторного ввода пароля.","Поддержка протоколов SAML 2.0, OAuth 2.0 / OpenID Connect (OIDC), WS-Federation для интеграции с веб-приложениями, SaaS-сервисами (Office 365, Salesforce, Google Workspace) и облачными платформами. Identity Provider (IdP): IAM выступает в роли поставщика идентификаций, принимающего аутентификацию и выдающего токены для Service Provider (SP). Настраиваемые политики аутентификации для разных приложений: MFA, условный доступ (conditional access), step-up authentication. Федерация с внешними IdP: доверительные отношения с партнёрами, клиентами и облачными провайдерами. Session management: единый выход (Single Logout), управление временем жизни сессии, инвалидация сессий при компрометации. Поддержка Just-in-Time provisioning: автоматическое создание учётной записи в приложении при первом SSO-входе.","Повышает удобство пользователей: один пароль для всех систем, исключение password fatigue. Снижает обращения в Service Desk по сбросу паролей на 40–60%. Повышает безопасность: централизованная аутентификация позволяет применять единые политики MFA и паролей. Ускоряет внедрение новых приложений: подключение через SSO занимает часы вместо недель. Обеспечивает централизованный контроль: возможность мгновенно заблокировать доступ ко всем системам при увольнении или компрометации."
функция,2,SCIM-протокол и API-интеграции с приложениями,"Стандартизированная интеграция IAM-системы с корпоративными и облачными приложениями через протокол SCIM (System for Cross-domain Identity Management) и REST API для автоматической синхронизации идентификаций, provisioning и deprovisioning учётных записей. Обеспечивает автоматическое управление жизненным циклом идентификаций в подключенных приложениях без ручного администрирования.","SCIM 2.0 протокол для автоматической синхронизации пользователей, групп и атрибутов с облачными приложениями (SaaS) и современными сервисами. REST API IAM-системы для интеграции с корпоративными приложениями, ITSM, CMDB, SIEM и другими downstream-системами. Библиотека преднастроенных коннекторов для популярных приложений (SAP, Oracle, ServiceNow, Salesforce, Workday). Возможность создания кастомных коннекторов через SDK или API. Webhook-подписки для получения real-time уведомлений об изменениях идентификаций. Поддержка inbound и outbound provisioning: IAM может как принимать данные из приложений, так и отправлять изменения. Механизмы обработки ошибок и retry-логика для обеспечения надёжности синхронизации.",Сокращает время интеграции новых приложений с IAM с недель до дней за счёт стандартизированных коннекторов и SCIM. Устраняет ручное администрирование учётных записей в каждом приложении: provisioning и deprovisioning выполняются автоматически. Повышает точность данных: синхронизация исключает расхождения между IAM и целевыми приложениями. Снижает TCO IAM-решения: стандартные коннекторы сокращают затраты на разработку и поддержку интеграций.
функция,3,Передача событий доступа в SIEM (Security Information and Event Management),"Интеграция IAM-системы с SIEM для передачи событий аутентификации, авторизации, изменения прав и управления идентификациями в режиме реального времени. Корреляция событий доступа с сетевыми событиями, endpoint-телеметрией и alerts других систем безопасности обеспечивает контекстную защиту и ускоряет обнаружение инцидентов.","Передача событий в SIEM через стандартные форматы: syslog, CEF (Common Event Format), LEEF (Log Event Extended Format), JSON over HTTPS. Типы передаваемых событий: успешная/неудачная аутентификация, изменение прав доступа, создание/удаление учётной записи, блокировка, смена пароля, привилегированная сессия, нарушение политики. Нормализация событий: приведение к единому формату для корреляции с событиями от других источников (firewall, EDR, DLP). Real-time streaming: события передаются в SIEM с минимальной задержкой (? 1 минута). Фильтрация и приоритизация: передача только security-релевантных событий для снижения нагрузки на SIEM. Интеграция через API для enrich alerts: SIEM запрашивает у IAM контекст пользователя (роли, привилегии, история) при корреляции инцидента.","Сокращает среднее время обнаружения инцидентов (MTTD) за счёт корреляции событий доступа с другими security-событиями: подозрительная аутентификация сразу видна в контексте сетевой активности. Обеспечивает контекстную безопасность: alert от SIEM обогащается данными IAM (кто пользователь, какие у него права, является ли доступ аномальным). Ускоряет расследования: полная история событий доступа пользователя доступна security-аналитику в едином интерфейсе SIEM. Повышает эффективность SOC: автоматическая корреляция снижает количество ложных срабатываний и количество необработанных alerts."
