тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,3,Сбор данных об использовании (Usage Data Collection),"Автоматизированный сбор данных о фактическом использовании программного обеспечения из различных источников: серверов лицензий (FlexNet, FLEXlm, DSLS, Sentinel), агентов на endpoints, сетевого сканирования, API SaaS-приложений. Обеспечивает достоверную основу для анализа использования и compliance-проверок.","Многоуровневая система сбора: агенты на license servers для сбора real-time usage, agents на рабочих станциях для отслеживания запуска/завершения приложений, API-интеграции с SaaS-платформами (Microsoft 365, Salesforce, ServiceNow) через SCIM или проприетарные API, SNMP/SSH-опрос сетевых устройств. Поддержка форматов логов: FlexNet debug logs, FLEXlm lmstat, DSLS reporting, Windows Event Logs, syslog. Нормализация собранных данных в единый формат: user, application, feature, start_time, end_time, duration, host, project. Хранение в time-series базе данных для анализа трендов. Периодичность сбора: от real-time до ежедневного с агрегированием.","Автоматизация сбора данных об использовании исключает ручной труд и ошибки, сокращая затраты на SAM-операции на 50–70%. Достоверные данные об использовании позволяют принимать обоснованные решения о закупках на основе фактов, а не предположений. Непрерывный сбор обеспечивает раннее выявление аномалий: резкое падение использования может сигнализировать о проблемах в подразделении или о необходимости перераспределения лицензий."
функция,3,Мониторинг процессорных лицензий (Processor-based Monitoring),"Отслеживание использования лицензий, привязанных к вычислительной мощности серверов: процессорные лицензии (Oracle Processor), Processor Value Unit (IBM PVU), Core-based лицензии (Microsoft SQL Server). Включает мониторинг конфигурации CPU, расчёт license demand и отслеживание изменений аппаратной конфигурации.","Интеграция с inventory/CMDB для получения конфигурации процессоров: количество sockets, cores, threads, core factor по вендорской таблице. Расчёт PVU: cores ? core factor = processor licenses. Для IBM — поддержка ILMT (IBM License Metric Tool) как обязательного инструмента sub-capacity licensing. Мониторинг изменений: alert при добавлении CPU, миграции VM на хост с большим количеством cores, изменении core factor. Поддержка virtualization scenarios: VMware vSphere, Hyper-V, Oracle VM, LPAR, Solaris Zones с применением соответствующих правил лицензирования. Интеграция с Monitoring для отслеживания фактической загрузки CPU как дополнительного фактора анализа.","Контроль процессорных лицензий критичен для соглашений с крупными вендорами (Oracle, IBM, Microsoft), где расхождения в расчёте могут исчисляться миллионами долларов. Мониторинг изменений конфигурации позволяет оперативно реагировать на ситуации, приводящие к росту лицензионной потребности (например, миграция VM). Корректный расчёт sub-capacity licensing при использовании ILMT обеспечивает экономию до 50% по сравнению с full-capacity licensing."
функция,2,Мониторинг пользовательских лицензий (User-based Monitoring),"Отслеживание использования лицензий, привязанных к пользователям: Named User, Named User Plus, Authorized User, Employee User. Включает подсчёт уникальных пользователей, корреляцию с оргструктурой и выявление неактивных учётных записей, потребляющих лицензии.","Корреляция данных SAM/Discovery с IAM/Active Directory для определения списка уникальных пользователей с доступом к приложению. Учёт правил multiplexing: при доступе через middleware (web server, application server) лицензируются пользователи на front-end. Исключение deactivated/disabled учётных записей из подсчёта. Интеграция с HRM для учёта событий JML (joiner/mover/leaver): автоматическое освобождение лицензии при увольнении. Анализ last login date для выявления dormant accounts. Поддержка user minimums: для некоторых продуктов Oracle применяется минимальное количество NUP на процессор независимо от фактического числа пользователей.","Эффективный мониторинг пользовательских лицензий позволяет высвободить 10–20% лицензий за счёт устранения мёртвых учётных записей и автоматического отзыва прав уволенных сотрудников. Корректный подсчёт с учётом multiplexing rules защищает от недолицензирования при архитектурах с промежуточными слоями. Интеграция с HRM обеспечивает автоматизацию license reharvesting при текучести кадров, снижая операционные затраты."
функция,2,Мониторинг конкурентных лицензий (Concurrent/Floating Monitoring),"Отслеживание использования конкурентных (concurrent) и плавающих (floating) лицензий в реальном времени: измерение пикового одновременного использования (high watermark), выявление пиковых периодов, диагностика license denials. Применяется для инженерного ПО (CAD/CAM/CAE), научных приложений и специализированных инструментов.","Постоянный опрос license managers (FlexNet Publisher, FlexLM, Sentinel RMS, DSLS, IBM LUM) через vendor-specific API или CLI (lmstat, dslsstat). Сбор метрик: total licenses, used licenses, free licenses, highest usage (peak), queuing requests, license denials, checkout/checkin events. Визуализация в real-time dashboard с историей за 30/60/90 дней. Настраиваемые alerts: при достижении 80%, 95%, 100% использования, при license denial, при отказе license server. Поддержка license borrowing detection. Анализ эффективности пула: расчёт optimal pool size на основе historical peak + safety margin. Интеграция с ITSM для генерации incident при нехватке лицензий.","Мониторинг конкурентных лицензий предотвращает блокировку работы инженеров и аналитиков из-за нехватки лицензий в пиковые периоды, что может обходиться компании в десятки тысяч долларов простоя в час. Оптимизация размера пула на основе фактических данных использования позволяет сбалансировать покрытие пиковых нагрузок и избыточные запасы, обычно снижая затраты на 15–25%. Данные о license denials служат обоснованием для инвестиций в дополнительные лицензии при переговорах с руководством."
функция,3,Сверка прав и использования (Reconciliation & Compliance Engine),Автоматизированное сопоставление приобретённых лицензионных прав (entitlement) с фактическим использованием ПО для расчёта Effective License Position. Выявляет зоны недолицензирования (gap) и избыточного лицензирования (surplus) по каждому вендору и продукту. Центральная функция для обеспечения лицензионного комплаенса.,"Reconciliation engine сопоставляет нормализованные данные entitlement из License Management с данными об установленном ПО и его использовании из SAM/Discovery. Алгоритм учитывает: license metric (как считать), license type (perpetual, subscription, maintenance), aggregation rules (bundle, suite), special rights (downgrade, mobility), virtualization scenario. Расчёт License Demand по каждой метрике. Сравнение с License Entitlement: surplus (green), gap (red), compliant (neutral). Генерация детализированного отчёта с drill-down до уровня сервера/пользователя. Экспорт в формате для передачи вендору при аудите. Интеграция с GRC для включения gap-ов в реестр рисков с оценкой финансового воздействия.","Автоматизированная сверка превращает трудоёмкий процесс подготовки к аудиту из ежегодного проекта длительностью в несколько недель в оперативную процедуру, выполняемую по запросу за минуты. Раннее выявление зон недолицензирования даёт возможность устранить их проактивно, до инициации аудита вендором, что снижает риск финансовых санкций на 80–90%. Выявление surplus позволяет переиспользовать избыточные лицензии и отложить или отменить запланированные закупки."
функция,3,Выявление несанкционированного ПО (Unauthorized Software Detection),"Обнаружение программного обеспечения, установленного в инфраструктуре организации без соответствующих лицензионных прав: неучтённых установок, пробных версий с истекшим сроком, запрещённых приложений, shadow IT. Критичная функция для снижения юридальных и информационных рисков.","Сопоставление inventory данных (установленное ПО) с entitlement базой: каждая установка без соответствующего права маркируется как unauthorized. Правила классификации: freeware, shareware, trial (истёкший срок), prohibited (чёрный список), unknown (нераспознанное ПО). Интеграция с SAM для детализации: edition, version, installation path. Поддержка списков запрещённого ПО по политике безопасности. Автоматический alert при обнаружении новой unauthorized installation. Генерация remediation workflow: uninstall, purchase license, exception approval. Интеграция с ITSM для создания тикета на удаление или легализацию. Поддержка SaaS discovery: выявление облачных приложений, не включённых в корпоративный каталог.","Выявление и устранение несанкционированного ПО снижает юридальный риск штрафов за пиратское ПО и репутационные потери. Обнаружение shadow IT (неучтённых облачных сервисов и приложений) повышает информационную безопасность и контроль над корпоративными данными. Автоматизация процесса detection-to-remediation сокращает среднее время жизни unauthorized installation с месяцев до дней, формируя культуру ответственного использования ИТ-ресурсов."
функция,2,Подготовка к внешним аудитам (Audit Readiness),"Комплексная подготовка документации и данных для проведения аудитов лицензионного соответствия вендорами. Включает формирование пакета документов, подтверждающих право использования ПО, и подготовку расчётов Effective License Position для передачи аудиторской команде.","Автоматическая генерация audit-ready отчётов: Effective License Position по вендору, детализация entitlement с ссылками на контракты и Purchase Orders, inventory данных с указанием хостов и конфигураций, reconciliation gap analysis. Сбор и хранение proof of license: сканы контрактов, сертификатов, актов приёма-передачи, записей о платежах. Версионирование данных на дату аудита (snapshot) для защиты от изменений в процессе аудита. Интеграция с ERP для экспорта финансовых документов. Поддержка vendor-specific форматов отчётности (Oracle LMS, IBM ILMT, Microsoft MAP). Workflow согласования audit response перед передачей вендору. Хранение истории аудитов и полученных рекомендаций.","Профессиональная подготовка к аудиту сокращает его длительность с нескольких месяцев до 2–4 недель, минимизируя отвлечение IT-персонала от операционных задач. Достоверные и документированные расчёты повышают переговорную позицию компании при оспаривании претензий вендора. Систематический подход к audit readiness формирует репутацию компании как ответственного лицензиата, что влияет на лояльность вендора при пересмотре соглашений."
функция,2,Реаллокация и перераспределение (License Reallocation),"Процесс перераспределения лицензионных прав между подразделениями, проектами или географическими локациями на основе фактического использования. Включает выявление неиспользуемых лицензий (license harvesting), их освобождение и переназначение подразделениям с дефицитом.","Анализ использования лицензий по подразделениям: выявление inactive users (>90 дней без использования), low-usage users, over-allocated departments. Workflow reharvesting: автоматическое уведомление владельцу, grace period, аннулирование assignment, возврат в central pool. Механизм self-service request: подразделение запрашивает лицензию из pool, система проверяет наличие и назначает. Интеграция с IAM для автоматического отзыва доступа при изъятии лицензии. Учёт territorial restrictions: некоторые соглашения ограничивают использование определёнными странами или регионами. Отчёт об эффективности reallocation: количество высвобожденных лицензий, сумма избежанных закупок.","Программы license reharvesting и reallocation позволяют высвободить 10–20% существующих лицензий, откладывая или отменяя новые закупки. Перераспределение прав на основе фактической потребности справедливо распределяет ИТ-ресурсы между подразделениями и снижает внутренние конфликты. Автоматизация процесса устраняет ручное отслеживание и сокращает операционные затраты на управление лицензиями."
функция,2,Моделирование сценариев (What-if Scenario Modeling),"Инструмент прогнозного моделирования изменений лицензионной позиции при различных сценариях: рост/сокращение штата, миграция в облако, консолидация серверов, изменение модели лицензирования. Позволяет оценить финансовое воздействие решений до их реализации.","Scenario engine загружает текущую лицензионную позицию и позволяет моделировать изменения: добавление/удаление N пользователей, миграция M серверов в облако, консолидация VM на меньшее число хостов, переход с perpetual на subscription. Расчёт нового License Demand для каждого сценария с учётом metric-specific rules. Сравнение стоимости сценариев на заданном горизонте (1–5 лет) с учётом TCO: стоимость лицензий, maintenance, поддержки, инфраструктуры. Визуализация результатов в виде сравнительных таблиц и графиков. Сохранение сценариев для сравнения и collaborative editing. Экспорт business case для презентации руководству.","What-if моделирование даёт финансовую аргументацию для стратегических ИТ-решений, позволяя сравнить стоимость альтернатив до принятия решения. Например, моделирование миграции Oracle в облако AWS/Azure может показать экономию или дополнительные расходы в миллионы долларов на 3-летнем горизонте. Инструмент повышает качество планирования и снижает риск принятия дорогостоящих необдуманных решений."
функция,2,Рекомендации по оптимизации (Optimization Recommendations),"Автоматическая генерация рекомендаций по повышению эффективности использования лицензий на основе анализа паттернов использования, сравнения с industry benchmarks и выявления аномалий. Рекомендации приоритизируются по ожидаемому экономическому эффекту и сложности реализации.","Аналитический модуль обрабатывает usage data и сравнивает с entitlement: выявляет underutilized licenses, unused features, возможности перехода на меньшую редакцию (edition downgrade), кандидатов на subscription вместо perpetual, избыточные maintenance соглашения. Сравнение с benchmarks: средние показатели использования по отрасли. Приоритизация по estimated savings ? implementation ease. Генерация action plan с шагами, ответственными и сроками. Интеграция с ITSM для создания задач на реализацию. Отслеживание выполнения рекомендаций и расчёт фактической экономии. Периодическая генерация отчёта об optimization opportunities.",Структурированные рекомендации с экономическим обоснованием упрощают принятие решений по оптимизации лицензий для руководства и линейных менеджеров. Систематическая реализация рекомендаций обеспечивает постоянное снижение лицензионных расходов на 5–15% ежегодно. Документированная экономия от оптимизации формирует KPI SAM-функции и обосновывает её инвестиции.
функция,2,Учёт лицензионных соглашений (License Agreement Tracking),"Структурированный учёт всех лицензионных соглашений: тип соглашения (EA, ELA, ULA, MPSA, Select+, Campus), срок действия, условия, метрики, права и ограничения. Обеспечивает быстрый доступ к условиям любого соглашения для принятия оперативных решений.","База данных соглашений с типизацией: enterprise agreement, unlimited license agreement, enrollment, campus agreement, government agreement, OEM. Каждая запись содержит: vendor, agreement number, type, effective date, expiration date, renewal terms, metrics, capping, true-up schedule, price protection, product list, amendment history. Связь с Purchase Orders и invoice для финансовой трассировки. Сканирование и OCR для загрузки текстов соглашений с индексацией для полнотекстового поиска. Уведомления о критичных датах. Интеграция с License Management для связывания соглашений с entitlement.","Централизованный учёт соглашений исключает ситуации, когда условия контрактов теряются или забываются, что приводит к неправомерному использованию ПО или упущенным возможностям. Быстрый доступ к условиям соглашения ускоряет принятие решений при планировании закупок и спорах с вендорами. История amendments и изменений защищает компанию при разногласиях о трактовке условий."
функция,2,Отслеживание ключевых дат и событий (Key Date & Event Tracking),"Мониторинг критичных событий лицензионного жизненного цикла: даты истечения соглашений, окна true-up, периоды price hold, сроки уведомления о расторжении, grace periods. Автоматическая генерация уведомлений и задач для заинтересованных сторон.","Система напоминаний с настраиваемыми escalation rules: уведомление SAM-менеджеру ? уведомление руководителю ? создание high-priority task в ITSM. Типы отслеживаемых событий: expiration date, auto-renewal deadline, true-up window open/close, price hold expiration, support renewal date, ULA declaration deadline. Календарь лицензионных событий на 12 месяцев вперёд с оценкой суммарного бюджетного воздействия. Интеграция с email и корпоративным календарём. Workflow согласования действий по событию: продлить, пересмотреть, расторгнуть, перейти на альтернативу.","Своевременное реагирование на лицензионные события предотвращает внеплановые расходы и нарушение работы систем. Планирование действий заранее даёт время для переговоров с вендором и поиска альтернатив, обычно снижая стоимость продления на 10–20%. Централизованный календарь всех лицензионных событий обеспечивает предсказуемость и управляемость ИТ-затрат."
функция,3,Интеграция с SAM/ITAM (SAM Integration),"Обмен данными с системами управления программными активами (SAM) и аппаратными активами (ITAM) для получения данных об установленном ПО, hardware inventory, software recognition и license usage. Центральная интеграция, обеспечивающая достоверность reconciliation.","Двунаправленная интеграция через REST API или database-to-database connection. Из SAM/ITAM: список установленного ПО с детализацией (product, version, edition, host), hardware inventory (CPU, cores, memory, virtualization), ownership data, usage statistics. В SAM/ITAM: entitlement data, license assignments, compliance status, optimization recommendations. Поддержка интеграций с основными SAM-платформами: Flexera, Snow Software, ServiceNow SAM, Ivanti, Certero. Механизмы reconciliation для сопоставления product catalog между системами. Периодичность синхронизации: от real-time до ежедневной.","Интеграция с SAM/ITAM обеспечивает единый поток данных от обнаружения ПО до compliance-оценки, устраняя ручной перенос данных между системами. Автоматизированный обмен данными сокращает трудозатраты на reconciliation на 60–80% и повышает точность compliance-оценки за счёт использования единых нормализованных данных. Централизованный процесс обнаружение-учёт-compliance формирует зрелый SAM-процесс, соответствующий ISO 19770-1."
функция,2,Интеграция с ERP и системами закупок (ERP & Procurement Integration),Обмен данными с корпоративной учётной системой (ERP) и модулями закупок для импорта данных о лицензионных закупках и передачи данных о планируемых закупках. Обеспечивает связь между финансовым учётом и лицензионным управлением.,"Интеграция через API ERP (SAP OData, Oracle REST, 1C COM/HTTP) или ETL-механизмы. Импорт: Purchase Orders с детализацией по лицензиям (vendor, product, quantity, price, metric), invoices, payment records, contract references. Передача в ERP: планируемые закупки на основе gap analysis, budget requests, accruals. Интеграция с procurement workflow: автоматическое создание requisition при выявлении license gap, маршрут согласования. Поддержка matching PO-to-entitlement: связывание закупочных записей с конкретными лицензионными правами. Финансовая reconciliation: сопоставление учтённых лицензий с оплаченными.","Интеграция с ERP устраняет разрыв между лицензионным учётом и финансовой отчётностью, обеспечивая согласованность данных для CFO и аудиторов. Автоматизация создания закупочных заявок на основе gap analysis сокращает цикл закупки с недель до дней и исключает ошибки ручного ввода. Финансовая трассировка каждой лицензии от Purchase Order до entitlement обеспечивает доказуемость инвестиций в ПО."
функция,2,Интеграция с license servers (License Server Integration),"Подключение к серверам лицензий для сбора данных об использовании лицензий в реальном времени. Поддержка основных license manager: FlexNet Publisher, FLEXlm, Dassault Syst?mes DSLS, Sentinel RMS/HASP, IBM LUM, Reprise RLM, MathWorks MLM.","Подключение через vendor-specific API, CLI или log file parsing. FlexNet/FLEXlm: опрос lmstat, парсинг debug logs, управление options files. DSLS: сбор через dslsstat, управление резервированиями. Sentinel: интеграция с Admin Control Center. Реал-time collection: checkout/checkin events, feature usage, queuing, denials. Поддержка redundant/triad server configurations. Агенты (broker) на стороне license server для сбора данных и передачи на центральный сервер. Хранение historical data для trend analysis. Интеграция с monitoring для диагностики доступности license servers.","Прямая интеграция с license servers обеспечивает точный учёт использования конкурентных и floating лицензий, исключая ручной сбор данных. Real-time monitoring предотвращает ситуации нехватки лицензий, блокирующие работу критичных подразделений. Исторические данные об использовании служат обоснованием при переговорах о размере пула лицензий и оптимизации maintenance соглашений."
