тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,3,Планирование замены актива,"Функция прогнозирования и планирования замены активов, достигших конца жизненного цикла или превысивших пороговые значения по отказам, производительности или стоимости обслуживания. Автоматически генерирует заявки на замену и формирует прогноз капитальных затрат на будущие периоды.","Работает на основе правил замены: возраст актива (например, 5 лет для серверов, 3 года для рабочих станций), количество инцидентов за период, стоимость обслуживания превышает остаточную стоимость, end-of-life/vendor support discontinued, пороги производительности из Monitoring. При срабатывании правил автоматически создаёт заявку на закупку замены, маршрутизирует на согласование, включает актив в прогнозный план закупок. Интегрируется с ITAM для расчёта TCO, с CMDB для получения технических характеристик, с бюджетной системой для включения в план капитальных затрат.","Превращает реактивную замену (после отказа) в проактивное планирование, снижая количество незапланированных простоев на 30–40%. Обеспечивает предсказуемость капитальных затрат: финансовый директор видит план замен на год вперёд с привязкой к бюджету. Позволяет использовать цикличность закупок для получения лучших условий от поставщиков (volume discounts). В производственной среде проактивная замена IoT-оборудования и серверов критична для обеспечения непрерывности бизнес-процессов."
функция,2,Управление совокупной стоимостью владения (TCO),"Функция расчёта и отслеживания полной стоимости владения активом на протяжении всего жизненного цикла: от закупки до утилизации. TCO включает капитальные затраты, операционные расходы, стоимость обслуживания, лицензии, энергопотребление и косвенные затраты (простои, управление).","Агрегирует данные из multiple источников: стоимость приобретения из ERP, операционные расходы из ITAM, стоимость обслуживания из maintenance-контрактов, данные об инцидентах из ITSM (стоимость простоев), метрики потребления ресурсов из Monitoring. Поддерживает модели расчёта TCO для различных типов активов, сравнительный анализ TCO между моделями, прогнозирование остаточной стоимости и точки безубыточности замены. Интегрируется с ERP для получения амортизационных данных, с FinOps для учёта облачных компонентов TCO.","Обеспечивает объективную основу для решения 'ремонтировать, модернизировать или заменить'. Позволяет выявлять активы с неоправданно высокой стоимостью владения и приоритизировать их замену. Даёт финансовому директору полную картину IT-затрат с привязкой к конкретным активам, а не агрегированные цифры. В организации с 10 000+ активов TCO-анализ позволяет снизить совокупные затраты на 10–20% за счёт выявления и устранения 'денежных ям' — активов с диспропорционально высокой стоимостью обслуживания."
категория,2,Вывод и утилизация,"Категория охватывает финальные этапы жизненного цикла актива: принятие решения о выводе из эксплуатации, подготовку к списанию, безопасное удаление данных, физическую утилизацию или передачу, финансовое списание в ERP. Обеспечивает соответствие требованиям информационной безопасности, экологическим нормам и корпоративным политикам утилизации.","Включает workflow вывода актива: создание заявки на списание, оценку возможности повторного использования (reuse/repurpose), сертифицированное удаление данных с носителей согласно стандартам (NIST 800-88, DoD 5220.22-M), физическую утилизацию через лицензированных подрядчиков или передачу на вторичный рынок, генерацию сертификата об уничтожении, финансовое списание через ERP Sync и архивацию записи в CMDB. Интегрируется с системами ИБ для контроля удаления данных, с ERP для финансового списания, с ITAM для обновления реестра.","Предотвращает утечки конфиденциальных данных через неправильно утилизированное оборудование — риск, который может стоить компании миллионов в виде штрафов и репутационных потерь. Обеспечивает возврат остаточной стоимости через перепродажу или передачу оборудования. Создаёт полный аудитный след списания для финансового контроля и регуляторных проверок. В организации с 5000+ рабочих станций централизованное управление утилизацией сокращает риски утечки данных на 90% и генерирует доход от перепродажи в размере 3–5% от стоимости списываемых активов."
функция,3,Списание и вывод из эксплуатации,"Функция управления процессом вывода актива из эксплуатации: принятие решения о списании, подготовка к выводу (миграция данных и нагрузок), выполнение процедур вывода, обновление статуса в системах и передача актива на утилизацию или повторное использование.","Включает этапы: создание заявки на списание с обоснованием, workflow согласования (IT, финансы, ИБ), планирование миграции данных и сервисов с актива, выполнение вывода согласно Change Calendar, обновление статуса в CMDB (retired), отключение от сети, передачу на утилизацию или склад повторного использования, создание задач в ITSM для связанных работ, оповещение владельцев и пользователей. Интегрируется с Change Management для согласования работ по выводу, с CMDB для обновления статусов и связей, с Security для контроля удаления данных.","Структурирует процесс вывода, исключая ситуации когда активы остаются в эксплуатации без поддержки или, наоборот, выводятся преждевременно. Обеспечивает контроль над критичными активами: вывод сервера без миграции данных может привести к потере бизнес-информации. Создаёт финансовую дисциплину: каждое списание проходит через согласование и фиксацию в ERP. Позволяет повторно использовать оборудование внутри организации, снижая потребность в новых закупках на 5–8%."
функция,3,Уничтожение данных и утилизация,"Функция безопасного удаления данных с носителей активов перед их утилизацией, передачей или перепродажей. Включает сертифицированные процедуры очистки данных, контроль выполнения, генерацию доказательств уничтожения и экологически ответственную утилизацию оборудования.","Поддерживает методы удаления данных согласно стандартам: программное затирание (NIST 800-88 Clear/Purge, DoD 5220.22-M), физическое уничтожение носителей (шредеринг, дегаусса), верификацию удаления. Включает регистрацию утилизируемых активов, выбор метода удаления в зависимости от классификации данных, контроль выполнения через сертифицированных подрядчиков, генерацию сертификатов об уничтожении (Certificate of Destruction), интеграцию с DLP и GRC для проверки compliance. Обновляет статус актива на 'disposed' с прикреплением сертификата.","Критична для compliance с требованиями защиты данных (GDPR, PCI DSS, HIPAA) и корпоративными политиками. Одна утечка данных через неправильно утилизированный диск может стоить компании миллионы в штрафах и невосполнимой репутационной утраты. Обеспечивает юридическую защиту: сертификат об уничтожении данных является доказательством добросовестности при аудитах. Поддерживает ESG-инициативы компании через экологически ответственную утилизацию электронного оборудования."
категория,3,Интеграция и автоматизация,"Категория охватывает интеграционные связи и механизмы автоматизации, которые обеспечивают сквозное управление жизненным циклом актива через взаимодействие с CMDB, ITAM, ERP, ITSM и другими системами ландшафта. Без качественной интеграции Asset Lifecycle превращается в изолированный реестр, утрачивая операционную ценность.","Включает интеграцию с CMDB для синхронизации CI и их статусов, с ITAM для обмена финансовыми данными и реестром активов, с ERP Sync для синхронизации стоимости и списания, с ITSM для создания задач и обработки инцидентов, с Discovery/Inventory для автоматического обнаружения новых активов и верификации конфигураций. Workflow автоматизация охватывает триггерные переходы статусов, автоматическое создание заявок на закупку и замену, alerts об истечении контрактов и пороговых событиях.","Интеграция превращает Asset Lifecycle из изолированной системы учёта в операционный центр управления активами. Автоматизация сокращает ручной труд на 60–70% за счёт исключения двойного ввода данных и ручных согласований. Обеспечивает консистентность данных между всеми системами: CMDB, ITAM, ERP и ITSM содержат согласованную информацию об активах. Снижает время реакции на критичные события (истечение контракта, порог отказов) с дней до часов."
функция,3,Интеграция с CMDB и ITAM,"Функция двунаправленной синхронизации данных между системой управления жизненным циклом, CMDB и ITAM. Обеспечивает, что каждый актив имеет согласованные технические, финансовые и статусные атрибуты во всех системах, создавая единую версию правды.","Включает двунаправленные потоки данных: от CMDB — технические характеристики CI, связи, производительностные метрики; от ITAM — финансовые атрибуты (стоимость, амортизация, владелец); обратно в CMDB — статусы жизненного цикла, operational history; обратно в ITAM — события переходов для обновления финансового контекста. Поддерживает механизмы согласования расхождений: если статус в Asset Lifecycle отличается от CMDB, инициируется процесс приведения данных в соответствие. Обновление данных происходит в реальном времени или с периодичностью не более 24 часов.","Исключает ситуацию 'разрозненных реестров', когда одни и те же активы числятся в разных статусах в CMDB, ITAM и Asset Lifecycle. Обеспечивает достоверность данных для управленческих решений: IT-директор видит единую картину активов с техническими и финансовыми атрибутами. Сокращает затраты на согласование данных между системами, которое в крупных организациях занимает до 20% рабочего времени IT-администраторов. Является фундаментом для построения enterprise-grade управления активами."
функция,3,Workflow автоматизации переходов,"Функция автоматизации процессных переходов актива между этапами жизненного цикла. Включает настраиваемые правила и workflow, которые инициируют действия на основе событий: достижение возрастного порога, превышение числа инцидентов, истечение контракта, данные мониторинга.","Реализуется через движок workflow с поддержкой: триггерных правил (if asset.age > 5 years ? create replacement request), условной маршрутизации (разные пути для разных типов активов), автоматического создания задач в ITSM, заявок в закупочных системах, alerts ответственным лицам. Поддерживает интеграцию с BPM-платформами для сложных межсистемных процессов, low-code конфигурирование правил без разработки кода, мониторинг выполнения workflow и выявление bottleneck'ов.","Масштабирует управление жизненным циклом на десятки тысяч активов без пропорционального роста операционных затрат. Исключает человеческий фактор: автоматические правила не пропускают критичные события в отличие от ручного контроля. Сокращает время обработки типовых переходов с дней до часов. Позволяет фокусировать внимание IT-персонала на нестандартных ситуациях, а не на рутинных согласованиях."
функция,2,Синхронизация с ERP,"Функция двунаправленного обмена данными между системой управления жизненным циклом активов и корпоративной ERP-системой. Обеспечивает согласованность операционного учёта активов с бухгалтерским учётом: стоимость, амортизация, списание, бюджетные статьи.","Включает передачу данных о новых активах в ERP для создания основных средств, синхронизацию стоимости и амортизационных параметров, передачу данных об утилизации для финансового списания, получение данных о закупках из ERP для верификации фактических приобретений. Поддерживает маппинг IT-классов активов на бухгалтерские счета, согласование расхождений между операционным и бухгалтерским учётом, аудитный след всех синхронизаций. Интегрируется с ERP через API или промежуточные форматы (CSV, XML).","Обеспечивает соответствие операционного и бухгалтерского учёта, критичное для финансового аудита и налоговой отчётности. Исключает двойной ввод данных и связанные с ним ошибки. Позволяет CFO видеть актуальную картину стоимости IT-активов в реальном времени, а не по устаревшим данным. В организации с 50 000+ активов ежедневная синхронизация с расхождением менее 0.3% является industry best practice и позволяет проходить аудиты без критических замечаний."
функция,1,Отчётность и аналитика,"Функция формирования управленческой отчётности и аналитики по активам: распределение по этапам жизненного цикла, анализ TCO, прогноз закупок, оценка эффективности использования, compliance-отчёты. Обеспечивает data-driven подход к управлению активами.","Включает набор стандартных отчётов: распределение активов по статусам жизненного цикла, прогноз замен на период, анализ TCO по типам активов, compliance-отчёт (активы без владельцев, просроченные контракты, устаревшее оборудование), анализ operational history. Поддерживает интеграцию с BI/DWH для построения управленческих дашбордов, экспорт данных в форматах CSV/PDF, настраиваемые KPI и пороговые значения, автоматическую рассылку отчётов ответственным лицам.","Превращает операционные данные в управленческие insight'ы для IT-директора и CFO. Позволяет обосновывать инвестиции в замену оборудования конкретными цифрами TCO и рисков. Обеспечивает прозрачность для аудиторов: полный реестр активов с историей переходов и финансовыми атрибутами. В организации без качественной отчётности решения по активам принимаются интуитивно, что приводит к избыточным затратам и необоснованным откладываниям критичных замен."
функция,2,Compliance и аудитный след,"Функция обеспечения соответствия требованиям регуляторов, внутренних политик и стандартов при управлении жизненным циклом активов. Включает аудитный след всех операций, контроль compliance-статуса, подготовку к аудитам и управление рисками.","Включает неизменяемый журнал всех переходов статусов, изменений атрибутов и согласований с привязкой к пользователям и временным меткам. Поддерживает контроль compliance-статуса по активам: наличие владельца, актуальность контрактов, соответствие политикам утилизации данных. Интегрируется с GRC для передачи данных о рисках, с SIEM для мониторинга операций с активами, формирует compliance-отчёты для внутренних и внешних аудиторов. Поддерживает ролевую модель доступа и разграничение полномочий.","Обеспечивает готовность к аудитам вендоров, регуляторов и внутреннего контроля за часы вместо недель сбора данных. Создаёт юридически значимый аудитный след, защищающий компанию в случае споров. Позволяет демонстрировать due diligence в управлении активами — критично для compliance с ISO 27001, SOX, GDPR. В крупных корпорациях способность пройти аудит без критических замечаний напрямую влияет на стоимость страховых премий и репутацию на рынке капитала."
категория,1,Повторное использование и перераспределение,"Категория охватывает процессы внутреннего повторного использования, перераспределения и redeployment активов между подразделениями. Включает оценку пригодности актива для повторного использования, поиск внутреннего получателя, логистику перемещения и переконфигурирование. Максимизирует отдачу от инвестиций в активы за счёт продления их полезного использования внутри организации.","Включает реестр активов, доступных для повторного использования (internal marketplace), workflow запроса на получение актива из резерва, процедуру очистки и переконфигурирования, логистику перемещения между подразделениями, обновление владельца и местоположения в CMDB. Интегрируется с ITAM для оценки остаточной стоимости, с Service Catalog для публикации доступного оборудования, с ITSM для создания задач на переконфигурирование.",Снижает потребность в новых закупках на 5–10% за счёт эффективного использования существующих активов. Сокращает время предоставления оборудования новым сотрудникам с недель до дней за счёт внутреннего резерва. Обеспечивает экологически ответственный подход к управлению активами (ESG). В организации с высокой текучестью кадров или частыми реорганизациями повторное использование активов становится значимым источником экономии.
функция,1,Резервирование активов,"Функция бронирования активов на будущие потребности: резервирование оборудования для новых проектов, планового расширения или замены. Обеспечивает видимость будущих потребностей и предотвращает ситуации, когда критично необходимое оборудование отсутствует в наличии.","Включает создание резерва с указанием срока, причины и ответственного, проверку наличия свободных активов или необходимости закупки, блокировку активов от другого использования, автоматические уведомления при приближении срока резервирования, интеграцию с системами планирования проектов для согласования сроков. Интегрируется с ITAM для проверки наличия, с закупочными системами для создания заявок при отсутствии свободных активов.","Повышает предсказуемость обеспечения IT-ресурсами: проектные команды знают, что оборудование будет доступно к нужному сроку. Снижает риски задержек проектов из-за отсутствия необходимого оборудования. Позволяет планировать закупки проактивно, а не в emergency-режиме с премиальной стоимостью."
