тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,2,Местоположение актива,"Отслеживание физического местоположения актива обеспечивает привязку оборудования к конкретному офису, этажу, помещению или стойке дата-центра. Эта информация критична для инвентаризационных проверок, планирования обслуживания и обеспечения физической безопасности.","Местоположение определяется через несколько методов: ручной ввод при закупке и перемещении, автоматическое определение по сетевому сегменту (VLAN, подсеть), интеграция с системами управления дата-центром (DCIM) для точного позиционирования в стойках, GPS для мобильных устройств, данные DHCP и NAC. Поддерживается иерархическая модель: страна ? город ? здание ? этаж ? комната ? стойка ? юнит.","В организациях с географически распределённой инфраструктурой знание местоположения каждого актива сокращает время выезда инженера на 30–50%, упрощает планирование инвентаризационных проверок и обеспечивает compliance с требованиями локального законодательства к хранению данных."
функция,2,Ответственный владелец,"Назначение владельца актива — организационный атрибут, определяющий ответственное лицо или команду за управление активом на всех этапах его жизненного цикла. Без назначенного владельца актив превращается в «осиротевший» объект, по которому не принимаются решения и не выполняются обязательства.","Владелец назначается через процесс Ownership Enrichment в слое нормализации: на основе данных из HRM/HRIS (оргструктура, функциональный руководитель), правил маршрутизации (по сетевому сегменту, по типу актива), ручного назначения при закупке или self-service портала. Поддерживается модель с несколькими ролями: финансовый владелец (cost center), технический владелец (ответственная команда), функциональный владелец (бизнес-подразделение-потребитель).","Активы без назначенного владельца составляют в среднем 15–25% инвентаря в незрелых организациях. Такие активы не участвуют в планировании, накапливают технический долг и создают риски: гарантия истекает без продления, лицензии не продлеваются, оборудование не заменяется вовремя. Целевой показатель — ? 90% CI с назначенным владельцем."
функция,2,Состояние и состояние здоровья,"Мониторинг состояния и «здоровья» актива отслеживает его текущий статус, эксплуатационные показатели и прогнозируемые проблемы. Эта функция позволяет переходить от реактивного подхода («сломалось — чиним») к предиктивному обслуживанию.","Состояние определяется по нескольким измерениям: статус в жизненном цикле (заказан, в эксплуатации, в резерве, на обслуживании, выведен), технические метрики (температура, SMART-данные дисков, количество ошибок), данные мониторинга (доступность, загрузка CPU/RAM/диска), warranty status (на гарантии, гарантия истекает, гарантия истекла). Интеграция с monitoring-системами позволяет автоматически обновлять статус при выявлении проблем.","Предиктивное обслуживание на основе данных о состоянии активов сокращает незапланированные простои на 30–50%. Знание того, что гарантия на критичный сервер истекает через месяц, позволяет заблаговременно заказать продление или запасное оборудование, избегая аварийного простоя бизнес-приложений."
категория,3,Критерии (ЖЦ актива),"Управление жизненным циклом актива (Asset Lifecycle Management) — сквозной процесс, охватывающий все этапы существования актива от возникновения потребности до утилизации. Это ядро ITAM, обеспечивающее структурированное и контролируемое управление каждым активом на протяжении всего периода его использования.","Жизненный цикл включает этапы: планирование и заявка на закупку, закупка и финансирование, развёртывание и ввод в эксплуатацию, эксплуатация и обслуживание (включая отслеживание гарантии и ремонт), модернизация и апгрейд, вывод из эксплуатации и утилизация. Каждый этап управляется workflow-системой с определёнными статусами, ответственными лицами и пороговыми условиями перехода. Интеграция с ITSM обеспечивает привязку к процессам изменений, а с ERP — к финансовым проводкам.","Структурированное управление жизненным циклом сокращает общую стоимость владения (TCO) на 15–25% за счёт: оптимизации сроков закупки, предотвращения преждевременного вывода оборудования, максимального использования гарантийного периода, обоснованных решений о ремонте vs замене, контролируемой утилизации с соблюдением требований к уничтожению данных и экологическим стандартам."
функция,3,Закупка и procurement,"Этап закупки — начальный пункт жизненного цикла актива, включающий формирование заявки, выбор поставщика, согласование условий, оформление заказа и финансирование. От качества этого этапа зависят все последующие: неправильно подобранная конфигурация или невыгодные условия лицензирования обусловливают дополнительные затраты на протяжении всего срока использования.","Процесс закупки интегрируется с ERP-системой (SAP, Oracle) для формирования заказа на поставку (PO), согласования бюджета и фиксации финансовых параметров. ITAM-система получает данные о заказе: поставщик, номер контракта, стоимость, количество, спецификации, гарантийные условия. При получении актива создаётся CI в CMDB с привязкой к закупочной записи. Workflow согласования маршрутизируется через ITSM с учётом категории актива и суммы заказа.","Централизованный учёт закупок позволяет выявлять консолидированные объёмы для переговоров с поставщиками (volume discounts), отслеживать выполнение бюджета в реальном времени и избегать «теневых» закупок, которые в среднем составляют 10–20% от общего объёма в незрелых организациях. Интеграция закупок с инвентарем обеспечивает трёхстороннюю сверку: заявка — заказ — фактическое наличие."
функция,3,Развёртывание и provisioning,"Развёртывание — этап ввода актива в эксплуатацию, включающий физическую установку, базовую настройку, установку ПО, подключение к сети, назначение владельца и регистрацию в инвентарной системе. Этот этап переводит актив из статуса «заказан» в статус «в эксплуатации».","Provisioning автоматизируется через интеграцию с ITSM (создание change request), системами развёртывания (SCCM, Ansible, Puppet) для установки стандартного образа ОС и корпоративного ПО, IAM для создания учётных записей и назначения прав доступа, CMDB для регистрации CI со всеми атрибутами. Для облачных ресурсов provisioning выполняется через CMP (Cloud Management Platform) с применением policy-as-code и обязательным тегированием.","Автоматизированное развёртывание сокращает время подготовки рабочего места сотрудника с 3–5 дней до нескольких часов, минимизирует человеческие ошибки при настройке и гарантирует compliance корпоративным стандартам безопасности. Стандартизированный процесс provisioning обеспечивает предсказуемость затрат и качество сервиса для бизнес-подразделений."
функция,3,Эксплуатация и maintenance,"Эксплуатация — самый длительный этап жизненного цикла, охватывающий период активного использования актива для выполнения бизнес-функций. Включает регулярное обслуживание, обновление ПО, мониторинг состояния, управление инцидентами и планирование мощностей.","На этапе эксплуатации ITAM получает данные от monitoring-систем (состояние активов, метрики использования), ITSM (инциденты, проблемы, изменения, затраты на обслуживание), систем управления конфигурациями (изменения параметров). Интеграция с Patch Management обеспечивает актуальность ПО, а с Vulnerability Management — своевременное устранение уязвимостей. Asset health score рассчитывается на основе совокупности метрик: частоты инцидентов, возраста, загрузки, состояния компонентов.","Этап эксплуатации определяет реальную стоимость владения актива: затраты на обслуживание за 5 лет эксплуатации сервера часто превышают его первоначальную стоимость в 3–5 раз. Эффективное управление эксплуатацией позволяет продлить срок службы оборудования на 20–30% за счёт своевременного обслуживания и избежать внезапных отказов, стоимость которых для бизнеса в 10–50 раз превышает стоимость планового ремонта."
функция,2,Отслеживание гарантий (warranty tracking),"Учёт гарантийных обязательств — специализированная функция, отслеживающая сроки и условия гарантии для каждого актива. Своевременное продление гарантии или замена оборудования до истечения гарантийного срока существенно сокращает операционные расходы.","Гарантийные данные загружаются из ERP/ procurement-систем при закупке: тип гарантии (производителя, расширенная, on-site), срок начала и окончания, условия обслуживания (время реакции, способ подачи заявки), номер контракта на поддержку. ITAM генерирует алерты за N дней до истечения гарантии и инициирует workflow продления или замены через интеграцию с ITSM.","Обслуживание оборудования на гарантии обходится в 3–5 раз дешевле постгарантийного. Каждый пропущенный срок продления гарантии означает либо переплату за платный ремонт, либо риск внезапного отказа без права на бесплатную замену. Автоматизированное отслеживание гарантий снижает число просроченных сроков с 25–30% до < 5%."
функция,2,Обслуживание и ремонт,"Управление обслуживанием и ремонтом охватывает плановое техническое обслуживание, неплановый ремонт и замену компонентов. Эта функция обеспечивает бесперебойную работу оборудования и минимизацию влияния поломок на бизнес-процессы.","Обслуживание планируется на основе календарных интервалов (time-based) или по состоянию оборудования (condition-based). При инциденте ITAM предоставляет данные о стоимости актива, гарантийном статусе, наличии запасных частей и сроках поставки. Workflow ремонта интегрирован с ITSM: создание change request, согласование простоя, отслеживание выполнения, фиксация затрат. Для критичного оборудования предусматривается SLA по времени ремонта и доступность резервного оборудования.","Среднее время простоя сервера стоимостью $50 000 обходится бизнесу в $5 000–15 000 в час в зависимости от критичности сервиса. Эффективное управление ремонтом включает предварительное заказание запасных частей, наличие резервного оборудования и чёткие SLA с сервисными партнёрами, что сокращает MTTR на 30–50%."
функция,3,Утилизация и retirement,"Утилизация — финальный этап жизненного цикла актива, включающий вывод из эксплуатации, обеспеченное уничтожение конфиденциальных данных, экологически ответственную утилизацию или перепродажу оборудования. Правильно выполненная утилизация снижает риски утечки данных и экологические риски.","Процесс утилизации включает: создание change request в ITSM, выполнение secure wipe (NIST 800-88, DoD 5220.22-M) или физическое уничтожение носителей, снятие лицензий и переназначение на новое оборудование, обновление статуса в CMDB (decommissioned), финансовое списание в ERP, передача на утилизацию сертифицированному подрядчику с получением сертификата уничтожения.","Неправильная утилизация оборудования — один из главных источников утечки данных: 40% жёстких дисков, проданных на вторичном рынке, содержат восстанавливаемые данные. Штрафы за нарушение требований по уничтожению данных (GDPR, HIPAA) могут достигать 4% годового оборота. Сертифицированная утилизация с документальным подтверждением защищает организацию от этих рисков."
категория,2,Критерии (Финансовое управление),"Финансовое управление активами — ключевая функция ITAM, обеспечивающая связь между техническим инвентарём и финансовыми потоками организации. Включает учёт стоимости актива, амортизацию, расчёт TCO, бюджетное планирование и синхронизацию с корпоративной учётной системой.","Финансовый модуль ITAM интегрируется с ERP-системой для получения данных о закупках, стоимости, амортизационных параметрах и бюджетных статьях. Каждый CI в CMDB обогащается финансовыми атрибутами: первоначальная стоимость (CapEx), операционные расходы (OpEx), текущая балансовая стоимость, остаточная стоимость, срок полезного использования, метод амортизации. На основе этих данных рассчитываются TCO по сервисам и подразделениям.","До 30% ИТ-бюджета теряется на неиспользуемых активах, неконтролируемых облачных расходах и неоптимальных лицензиях. Связь технического инвентаря с финансами позволяет точно отвечать на вопрос «сколько стоит этот сервис» и обосновывать оптимизацию перед CFO с конкретными цифрами экономии."
функция,2,Учёт стоимости актива (CapEx/OpEx),"Учёт стоимости актива — базовая финансовая функция, фиксирующая капитальные (CapEx) и операционные (OpEx) затраты для каждого актива. Эта информация является основой для расчёта TCO, амортизации и принятия экономически обоснованных решений.","CapEx-затраты фиксируются из ERP при закупке: стоимость оборудования, доставка, установка, первоначальная настройка. OpEx-затраты собираются на протяжении жизненного цикла: обслуживание, лицензии, электроэнергия, охлаждение, занимаемая площадь (для дата-центров), поддержка. ITAM поддерживает распределение общих затрат (allocated costs) на уровень отдельного актива и агрегирование по сервисам, подразделениям и проектам.","Разделение CapEx и OpEx позволяет оптимизировать налоговую базу и принимать обоснованные решения о модели потребления: владение vs аренда, on-premise vs cloud. Для актива стоимостью $100 000 с 5-летним сроком службы реальная стоимость владения может достигать $300 000–500 000 за счёт OpEx, что кардинально меняет экономику решения о замене."
функция,1,Амортизация и depreciation,"Амортизация — систематическое распределение стоимости актива на протяжении его полезного срока службы. Учёт амортизации позволяет определять текущую балансовую стоимость актива и принимать обоснованные решения о замене, ремонте или списании.","Амортизация рассчитывается на основе данных из ERP: первоначальная стоимость, ликвидационная стоимость, срок полезного использования, метод начисления (линейный, уменьшаемого остатка, по объёму продукции). ITAM получает амортизационные проводки из ERP и обогащает ими CI в CMDB. Поддерживается расчёт остаточной стоимости на произвольную дату и прогнозирование срока полной амортизации.","Точный учёт амортизации позволяет финансовой службе корректно формировать баланс и отчёт о прибылях и убытках. Для IT-департамента знание остаточной стоимости актива — ключевой вход для решения repair vs replace: ремонтировать актив с остаточной стоимостью $5 000 часто неэкономно, если замена обходится в $8 000 с учётом 5-летней амортизации."
функция,2,Total Cost of Ownership (TCO),"TCO — комплексная метрика, отражающая полную стоимость владения активом на протяжении всего его жизненного цикла. Включает не только стоимость приобретения, но все сопутствующие затраты: эксплуатацию, обслуживание, обучение, лицензии, энергопотребление и даже стоимость простоев.","TCO рассчитывается агрегацией всех затрат, связанных с активом, за период его использования: стоимость закупки (CapEx), накопленная амортизация, затраты на обслуживание и ремонт (из ITSM), стоимость лицензий (из SAM), энергопотребление (для дата-центров — из DCIM), стоимость занимаемых площадей, обучение персонала, стоимость инцидентов и простоев. ITAM агрегирует эти данные из различных систем и рассчитывает TCO на уровне актива, сервиса и подразделения.","TCO позволяет сравнивать альтернативные варианты поставки ИТ-услуг на единой экономической основе. Классический пример: сервер стоимостью $50 000 с TCO за 5 лет $250 000 может быть заменён облачным решением с предсказуемыми ежемесячными расходами. Без точного TCO такие решения принимаются на основе интуиции, а не данных, что приводит к перерасходу 20–30% бюджета."
функция,1,Бюджетирование и прогнозирование,"Бюджетное планирование ИТ-активов — процесс формирования прогнозов капитальных и операционных затрат на основе данных об инвентаре, планах роста инфраструктуры, сроках амортизации и предстоящих renewal'ах лицензий. Позволяет переходить от реактивного финансирования к proactive planning.","Прогнозирование строится на агрегации данных из ITAM: текущий инвентарь с остаточной стоимостью, графики окончания амортизации, сроки renewal лицензий и гарантий, планы бизнеса по росту штата и расширению сервисов. ITAM генерирует прогнозные отчёты: CAPEX-затраты на замену оборудования (по срокам амортизации), OPEX-затраты на лицензии (по renewal-графику), инфраструктурные затраты на рост (по планам найма). Интеграция с ERP обеспечивает загрузку бюджетных лимитов и сверку факта с планом.","Организации с формализованным IT-бюджетированием сокращают незапланированные затраты на 25–35%. Знание того, что в следующем квартале истекает амортизация 50 серверов и требуется renewal лицензий Microsoft на $500 000, позволяет заблаговременно зарезервировать средства и избежать аварийного перерасхода бюджета или внезапных простоев."
категория,2,Критерии (License governance),"Управление лицензиями (License Governance) — функция, обеспечивающая соответствие между закупленными лицензионными правами (entitlements) и фактическим использованием программного обеспечения. Цель — минимизация рисков недолицензирования при аудите и исключение переплаты за неиспользуемые лицензии.","License Governance строится на трёх столпах: инвентаризация установленного ПО (через агентов и сканеры), учёт закупленных прав (через интеграцию с ERP и procurement), сопоставление (reconciliation) установок с правами с учётом vendor-specific метрик лицензирования. ITAM отслеживает consumption, выявляет gaps и генерирует алерты при приближении к порогу использования. Детальный SAM-функционал может находиться в отдельном листе.","Риск финансовых санкций при лицензионном аудите может достигать 2–5 годового бюджета на ПО. Одновременно 20–30% лицензий остаются неиспользуемыми. License governance позволяет сбалансировать эти риски: исключить недолицензирование и сократить избыточные запасы, обеспечивая оптимальное использование каждой закупленной лицензии."
функция,2,Отслеживание установок и использования,"Отслеживание установок и использования ПО — базовая функция license governance, обеспечивающая точный учёт того, какое программное обеспечение установлено на устройствах организации и насколько интенсивно оно используется.","Данные собираются через агенты инвентаризации, сканирование реестров ОС, анализ установочных директорий, интеграцию с endpoint management и application metering tools. Учитываются: название продукта, версия, редакция, путь установки, дата установки, последний запуск, частота использования, количество уникальных пользователей. Для SaaS-приложений данные поступают из SSO-провайдеров и API приложений.","Только 60–70% установленного ПО регулярно используется сотрудниками. Выявление неактивных установок позволяет высвободить лицензии для перераспределения или отказа от renewal, сокращая затраты на ПО на 10–20% без ущерба для бизнеса."
функция,1,Мониторинг паттернов использования,"Анализ паттернов использования ПО выходит за рамки простого подсчёта установок и измеряет, как именно сотрудники используют функционал приложений. Эта информация позволяет оптимизировать тип лицензий и рационализировать портфель приложений.","Application usage analytics собирает данные о: дате последнего входа, частоте запуска, длительности сессий, использовании конкретных функций (feature-level engagement), количестве одновременных пользователей (concurrent usage), пиковых периодах нагрузки. Данные поступают от агентов metering, API SaaS-приложений и интеграции с identity management.","Паттерны использования показывают, что 20% функций приложения используются 80% времени, а расширенный функционал, требующий дорогих лицензий, часто не востребован. Эта информация обосновывает downgrading лицензий с Professional на Standard для части пользователей, экономия на котором может достигать 30–40% стоимости лицензий."
функция,2,Выявление compliance-рисков,"Выявление compliance-рисков — проактивная функция, направленная на обнаружение ситуаций, при которых фактическое использование ПО превышает закупленные права (недолицензирование) или существуют несанкционированные установки.","Reconciliation engine сопоставляет entitlement (закупленные права по контрактам) с фактическими установками и использованием. Выявляются: overuse (использование превышает лицензионные лимиты), unauthorized installations (ПО без соответствующего entitlement), non-compliant deployments (установки в неразрешённых сегментах), license mobility violations (использование лицензии за пределами разрешённой территории). Рассчитывается exposure — оценочная стоимость недолицензирования.",В средней организации 15–25% ПО используется с нарушением лицензионных условий. При аудите вендоры требуют оплату за весь период недолицензирования плюс штрафы. Выявление рисков до аудита позволяет устранить их добровольно — закупив недостающие лицензии на льготных условиях или оптимизировав использование — и избежать финансовых санкций и репутационных потерь.
функция,2,Предотвращение overspending на renewals,"Управление renewal'ами лицензий — функция, предотвращающая автоматическое продление соглашений на неоптимальных условиях. На основе данных об актуальном использовании ITAM обосновывает корректировку объёмов и типов лицензий перед renewal.","ITAM генерирует алерты за 60–90 дней до окончания срока лицензионного соглашения, предоставляя аналитику: фактическое количество активных пользователей, trend использования за период соглашения, выявленные неиспользуемые лицензии, изменения в штате сотрудников. Эта информация формирует basis для переговоров с вендором: сокращение количества лицензий, переход на другую модель лицензирования, консолидация контрактов.","Автоматическое продление лицензий без анализа использования — основной источник «стабильного» перерасхода. Организации, анализирующие данные перед renewal, сокращают затраты на 10–20% за счёт отказа от неиспользуемых лицензий и пересмотра метрик лицензирования. Предварительная подготовка данных позволяет также ускорить согласование renewal с 4–6 недель до 1–2 недель."
функция,2,Поддержка аудитов,"Поддержка лицензионных аудитов — функция, обеспечивающая быструю и точную подготовку отчётности о соответствии использования ПО закупленным правам. В крупных организациях аудиты проводятся ежегодно и требуют значительных трудозатрат без автоматизации.","ITAM формирует audit-ready reports: Effective License Position (ELP) — сопоставление entitlement с установками, Effective Usage Position (EUP) — сопоставление прав с фактическим использованием, графики изменения consumption за период, детализацию по подразделениям и географическим регионам, историю закупок и возвратов. Отчёты экспортируются в форматы, приемлемые для вендоров (Microsoft, Oracle, Adobe, SAP, IBM).","Подготовка к аудиту вручную занимает 4–8 недель привлечения 3–5 сотрудников и часто содержит ошибки из-за неполноты данных. Автоматизированная подготовка отчётности сокращает это время до 1–2 дней и повышает точность, что снижает риск доначислений и демонстрирует вендорам зрелость процессов управления лицензиями."
