тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,3,Network components,"Учёт сетевых компонентов — критическая функция для обеспечения видимости сетевой инфраструктуры: коммутаторов, маршрутизаторов, firewall, load balancers, VLAN и сегментов сети.","Discovery сетевых устройств выполняется через SNMP (опрос MIB), SSH, NETCONF/RESTCONF, API SDN-контроллеров. Собираются данные о: топологии сети, таблицах маршрутизации, конфигурации VLAN, ACL, состоянии интерфейсов, прошивках. Network topology mapping строит граф связей между сетевыми устройствами и подключёнными хостами. Интеграция с IPAM обеспечивает согласованность адресного пространства.","Сетевые сбои являются причиной 40–50% критических инцидентов. Неполный учёт сетевых компонентов затрудняет диагностику и увеличивает время восстановления. Полная топология сети в CMDB позволяет быстро определить затронутые сегменты и сервисы при сбое, сокращая время простоя на 30–40%."
функция,2,Business services и applications,"Учёт бизнес-сервисов и приложений связывает техническую инфраструктуру с бизнес-функциями, обеспечивая понимание того, какие сервисы зависят от конкретных компонентов ИТ.","Business service CI представляет собой логическую сущность, объединяющую инфраструктурные и программные компоненты, необходимые для предоставления бизнес-услуги. Service mapping автоматически строит связи между сервисом и его компонентами (application tier, database, web server, load balancer). Каждый сервис имеет атрибуты: владелец, критичность, SLA, RTO/RPO. Интеграция с ITSM обеспечивает привязку инцидентов к бизнес-сервисам.","Понимание связи между инфраструктурой и бизнес-сервисами позволяет приоритизировать инвестиции и реагирование на основе бизнес-ценности, а не технических характеристик. При сбое сервера, поддерживающего 10 сервисов, команда видит, какие из них критичны для бизнеса и требуют немедленной реакции."
функция,1,Users и организационные единицы,"Учёт пользователей и организационных единиц связывает технические активы с людьми и подразделениями, обеспечивая маршрутизацию процессов и ответственность.","CI типа Person и Org Unit импортируются из HRM/HRIS и IAM систем. Каждый CI имеет атрибуты: ФИО, должность, подразделение, контакты, роли. Связи с другими CI определяют ответственность: владелец сервиса, ответственная группа поддержки, финансовый владелец. Интеграция с IAM обеспечивает актуальность данных через обработку JML-событий (joiner/mover/leaver).","Назначение владельцев на 90%+ активов обеспечивает accountability и позволяет автоматически маршрутизировать инциденты, изменения и задачи. Без привязки к владельцам CMDB превращается в 'кладбище данных', где невозможно определить, кто отвечает за актуализацию информации."
категория,3,Критерии (Discovery),"Discovery — процесс автоматического обнаружения и регистрации конфигурационных единиц в CMDB. Это первичный механизм наполнения CMDB данными, исключающий ручной ввод и обеспечивающий актуальность инвентарной информации. Современные CMDB используют комбинацию agent-based, agentless и API-методов для покрытия on-premise, облачной и гибридной инфраструктуры. Discovery-слой является частью слоя актуальности и достоверности, обеспечивающего адекватность принимаемых на основе CMDB решений.","Discovery реализуется через несколько механизмов: network scanning (ICMP ping-sweep, SNMP, WMI, SSH, PowerShell), agent-based discovery (перманентные агенты на endpoint'ах, передающие данные о конфигурации), cloud discovery (интеграция через REST API с AWS, Azure, GCP), интеграция с dedicated discovery tools (Device42, Lansweeper, ServiceNow Discovery). Результаты дедуплицируются, нормализуются и загружаются в CMDB. Discovery может работать по расписанию (daily/weekly) или триггерам (event-driven).","Ручной ввод данных в CMDB обеспечивает точность < 60% и актуальность < 40%. Automated discovery повышает точность до 95%+ и актуальность до 90%+, что является предпосылкой для всех downstream-процессов. Организации с автоматическим обнаружением сокращают затраты на поддержание CMDB на 70% и повышают полноту инвентаря с 65% до 95%."
функция,3,Automated discovery инфраструктуры и приложений,"Автоматическое обнаружение инфраструктуры и приложений — базовая функция discovery-слоя, обеспечивающая сканирование сети и обнаружение всех подключённых устройств без ручного ввода.","Реализуется через сканеры, которые опрашивают заданные IP-диапазоны, используя комбинацию протоколов: ICMP для определения доступности, SNMP для сбора данных о сетевых устройствах, WMI для Windows-систем, SSH для Linux/Unix, PowerShell для облачных ресурсов. Application discovery определяет установленное ПО через реестры, анализ процессов и поров. Данные обогащаются из внешних источников (vendor databases, CVE feeds).","Автоматизация обнаружения исключает 'человеческий фактор' — основную причину ошибок в CMDB. Организации без automated discovery тратят в среднем 2–3 FTE на ручное поддержание инвентаря, при этом точность данных не превышает 60%. Автоматизация сокращает трудозатраты на 70% и повышает точность до 95%+."
функция,3,Network discovery (сканирование сети),"Сетевое сканирование — базовый метод обнаружения устройств в корпоративной сети, обеспечивающий выявление всех подключённых хостов и сетевого оборудования.","Выполняется через ICMP ping-sweep для определения доступных хостов, SNMP (v2c/v3) для опроса MIB сетевых устройств, ARP-таблиц для определения MAC-адресов, LLDP/CDP для обнаружения топологии. Для каждого обнаруженного устройства собираются: IP и MAC адреса, hostname, тип устройства, производитель, модель, версия ОС/firmware, открытые порты. Сканирование выполняется по расписанию с настраиваемыми IP-диапазонами и исключениями.","Полное сетевое сканирование исключает 'слепые зоны' в корпоративной сети. Каждое необнаруженное устройство — потенциальная точка входа для атаки, источник неучтённых затрат и причина ошибок при планировании. Целевой показатель покрытия — ? 98% корпоративных сегментов."
функция,2,Cloud discovery (API-интеграция с облаками),"Облачный discovery обеспечивает автоматическое обнаружение ресурсов в публичных облаках через нативные API провайдеров, расширяя видимость CMDB за пределы корпоративного периметра.","Интеграция реализуется через REST API облачных провайдеров: AWS (EC2, S3, RDS, Lambda, IAM), Azure (Resource Manager, VMs, Storage, AKS), GCP (Compute Engine, Cloud Storage, GKE). Используются service accounts с read-only правами и IAM-ролями. Собираются метаданные: тип ресурса, instance ID, регион, теги, IAM-политики, статус, сетевые конфигурации, метрики использования. Поддерживается multi-cloud inventory с единой нормализацией.","30% облачных ресурсов в средней организации не учтены в инвентаре. Cloud discovery выявляет 'забытые' инстансы, обеспечивает прозрачность облачных затрат и позволяет реализовать FinOps-практики. Экономия за счёт обнаружения неиспользуемых ресурсов составляет 15–25% в первый год."
функция,2,Agent-based discovery,"Агентное обнаружение использует программные агенты, установленные на endpoint'ах, для сбора детальной конфигурационной информации и передачи её в CMDB.","Агенты устанавливаются на серверы и рабочие станции и собирают: аппаратные спецификации, установленное ПО, запущенные процессы, сетевые соединения, конфигурацию ОС, пользовательские сессии. Данные передаются на сервер CMDB по защищённому каналу (TLS) с настраиваемой частотой (от 15 минут до 24 часов). Агенты обеспечивают сбор данных даже для устройств, недоступных для сетевого сканирования (например, ноутбуки удалённых сотрудников).","Агенты обеспечивают наиболее полный и точный сбор данных — coverage > 99% для managed devices. Это критично для compliance (например, SOX требует точного учёта всех активов) и безопасности (выявление несанкционированного ПО). Стоимость развёртывания агентов окупается за счёт сокращения ручного труда и предотвращения инцидентов."
функция,2,"Integration с discovery tools (Device42, Lansweeper)",Интеграция со специализированными discovery-инструментами расширяет возможности CMDB за счёт использования лучших решений для обнаружения и классификации активов.,"CMDB интегрируется с dedicated discovery tools через REST API, webhook'и или базы данных. Device42, Lansweeper, ServiceNow Discovery, ManageEngine provide rich discovery data, включая hardware details, software inventory, dependency mapping, network topology. Данные из discovery tools проходят нормализацию, дедупликацию и reconciliation перед загрузкой в CMDB. Поддерживается bidirectional sync для обратной связи.","Специализированные discovery tools обеспечивают глубину обнаружения, недостижимую для встроенных модулей CMDB. Интеграция позволяет использовать лучшие решения на рынке без vendor lock-in и обеспечивает покрытие сложных сред (IoT, OT, multi-cloud) с точностью > 95%."
категория,3,Критерии (Data sync),"Синхронизация данных — критическая функция CMDB, обеспечивающая актуальность, согласованность и достоверность данных путём обмена информацией с внешними системами: discovery tools, monitoring, ITSM, ITAM, облачными платформами. Слой z-norm выполняет нормализацию и дедупликацию данных из множества источников. В распределённой архитектуре синхронизация может быть реализована через real-time events, scheduled batch или bidirectional integration.","Data sync реализуется через несколько механизмов: real-time synchronization (event-driven через message bus: Kafka, RabbitMQ, webhook'и), scheduled batch sync (периодическая синхронизация по расписанию через ETL/ELT), event-driven updates (обновления по триггерам из систем-источников). Reconciliation rules разрешают конфликты при расхождении данных из разных источников: приоритет по Data Authority Matrix, временная метка последнего обновления, правила слияния. Каждый CI получает атрибут 'source of truth' для определения приоритетного источника.","Без эффективной синхронизации CMDB быстро устаревает — точность данных снижается на 10–15% в месяц при отсутствии регулярного обновления. Это приводит к ошибочным решениям: инциденты на уже не существующих серверах, изменения на списанном оборудовании, ложные срабатывания мониторинга. Зрелая синхронизация поддерживает актуальность > 90% и сокращает ручные усилия на поддержание CMDB на 80%."
функция,2,Real-time data synchronization,"Real-time синхронизация обеспечивает обновление данных CMDB в режиме, близком к реальному времени, по мере возникновения событий в системах-источниках.","Реализуется через event-driven архитектуру: webhook'и, message bus (Kafka, RabbitMQ, Service Bus), streaming API, pub/sub модель. При изменении CI в системе-источнике (например, создание VM в облаке) генерируется событие, которое через конвейер нормализации попадает в CMDB. Задержка синхронизации составляет от миллисекунд до нескольких минут в зависимости от сложности обработки.","Real-time синхронизация критична для динамичных сред: cloud-native, CI/CD, auto-scaling. Без неё CMDB отражает состояние, актуальное часами или днями ранее, что приводит к ошибкам в операционных процессах. Организации с real-time sync сокращают время обнаружения изменений на 90%+."
функция,3,Scheduled sync (периодическая синхронизация),"Периодическая синхронизация — надёжный механизм обновления данных CMDB по расписанию, обеспечивающий полное выравнивание с системами-источниками через заданные интервалы.","Выполняется по расписанию (ежечасно, ежедневно, еженедельно) через ETL/ELT процессы. Процесс включает: извлечение данных из источников (discovery tools, облачные API, базы данных), трансформацию и нормализацию в z-norm, reconciliation с существующими CI, загрузку в CMDB. Поддерживается full sync (полное обновление) и delta sync (инкрементальное обновление изменений с момента последней синхронизации).",Scheduled sync — проверенный подход для стабильных on-premise сред с редко изменяющейся инфраструктурой. Он обеспечивает предсказуемую нагрузку на системы и контролируемое время обновления. Для большинства корпоративных CMDB daily sync является оптимальным балансом между актуальностью и ресурсными затратами.
функция,2,Event-driven updates,"Event-driven обновления инициируют синхронизацию CMDB по триггерам из внешних систем: создание VM, изменение конфигурации, списание оборудования, смена владельца.","Архитектура основана на публикации и подписке (pub/sub): системы-источники публикуют события в message broker (Kafka, RabbitMQ), CMDB-подписчик получает события и инициирует обработку. Поддерживаются события: JML (joiner/mover/leaver) из HRM, provisioning events из cloud orchestration, CI modifications из ITSM change requests. Event-driven модель сокращает latency обновления с часов до минут.","Event-driven подход обеспечивает актуальность CMDB для динамичных сред, где инфраструктура меняется ежедневно. Это снижает риск принятия решений на основе устаревших данных и исключает ситуации, когда списанное оборудование продолжает участвовать в мониторинге и лицензировании."
функция,3,Reconciliation rules (разрешение конфликтов),"Правила согласования (reconciliation) определяют, как разрешать конфликты при расхождении данных об одном CI из разных источников — критически важная функция для распределённых CMDB с множественными data sources.","Reconciliation реализуется через набор правил: приоритет по Data Authority Matrix (каждый тип данных имеет приоритетный источник), last-write-wins (побеждает последнее обновление), weighted voting (взвешенное голосование по надёжности источников), manual override (ручное разрешение для критичных случаев). Правила применяются к каждому атрибуту CI отдельно, что позволяет иметь разные источники для разных атрибутов. Reconciliation engine генерирует отчёты о конфликтах и их разрешении.","В средней организации данные об одном CI поступают из 3–5 разных систем. Без reconciliation CMDB содержит дубликаты и противоречивую информацию, что снижает доверие пользователей и приводит к ошибочным решениям. Зрелые правила согласования повышают точность данных до 95%+ и сокращают время ручного разрешения конфликтов на 70%."
категория,3,Критерии (Dependency mapping),"Картографирование зависимостей — ключевая функция CMDB, обеспечивающая понимание связей между компонентами ИТ-инфраструктуры, приложениями и бизнес-сервисами. Asset Graph CMDB представляет зависимости как ориентированный граф, где вершины — CI, а рёбра — отношения (depends_on, hosted_on, connected_to). Это позволяет рассчитывать критические пути, зону влияния (blast radius) и выполнять топологические запросы: 'что сломается, если откажет этот сервер'.","Dependency mapping реализуется через несколько механизмов: автоматическое построение связей на основе данных discovery (сетевые соединения, процессы, API calls), manual mapping (ручное определение зависимостей администраторами), service mapping (алгоритмическое построение связей сервисов и инфраструктуры), application dependency mapping (трассировка вызовов между компонентами приложения), network topology mapping (L2/L3 топология). Поддерживаются upstream/downstream анализ, критический путь и расчёт blast radius через графовые алгоритмы (BFS, DFS, shortest path).","Точное знание зависимостей — основа для управления рисками и планирования изменений. Организации с зрелым dependency mapping сокращают MTTR на 40–60%, повышают успешность плановых изменений с 65% до 90% и снижают количество незапланированных простоев на 35%. Приоритет инвестиций определяется не интуицией, а данными о критичности активов для бизнеса."
функция,3,Автоматическое построение связей между CI,Автоматическое обнаружение и построение связей между CI исключает ручной труд по определению зависимостей и обеспечивает масштабируемость dependency mapping.,"Алгоритмы анализируют данные discovery: сетевые соединения (TCP/UDP sessions), запущенные процессы и их зависимости, DNS-запросы, database connections, API calls, shared storage. На основе этих данных выводятся связи: 'приложение А подключено к базе данных Б', 'сервис В размещён на сервере Г'. Современные CMDB используют ML-модели для уточнения связей на основе поведенческих паттернов.",Ручное построение связей для сотен сервисов и тысяч CI — трудоёмкая и ошибочная задача. Автоматизация сокращает время построения карты зависимостей с месяцев до дней и обеспечивает coverage > 80% связей без участия человека.
функция,3,Service mapping (связь сервисов и инфраструктуры),"Service mapping строит связи между бизнес-сервисами и их технической инфраструктурой, обеспечивая понимание того, какие компоненты необходимы для работы каждого сервиса.","Service mapping объединяет данные discovery, manual input и CMDB relationships для построения иерархии: бизнес-сервис ? приложение ? application tier (web, app, DB) ? VM/контейнер ? физический сервер ? сетевое оборудование. Поддерживается несколько уровней критичности (critical, high, medium, low), расчёт RTO/RPO для каждого сервиса, определение SLO/SLA. Service map интегрируется с monitoring для отображения состояния каждого компонента.","Service map позволяет перевести разговор с бизнесом с технического языка ('сервер упал') на язык сервисов ('система онлайн-оплаты недоступна'). Это повышает прозрачность ИТ для бизнеса и обеспечивает приоритизацию на основе бизнес-ценности, а не технических предпочтений."
функция,3,Upstream/downstream dependencies,Анализ зависимостей в направлениях upstream (потребители) и downstream (поставщики) позволяет определить полный контекст влияния изменений или сбоев на CI.,"Для каждого CI строятся два набора связей: upstream — CI, которые зависят от данного (кто использует этот сервер), downstream — CI, от которых зависит данный (на чём работает это приложение). Графовые запросы позволяют рассчитать transitive closure (полное множество прямых и косвенных зависимостей). Поддерживается расчёт blast radius — количество и критичность CI, затронутых сбоем данного компонента.",Upstream/downstream анализ позволяет ответить на ключевой вопрос при планировании изменений: 'кого затронет это изменение'. Без этого анализа 30–50% плановых изменений вызывают незапланированные последствия. Полнота зависимостей сокращает этот показатель до < 10%.
функция,2,Application dependency mapping,"Картографирование зависимостей приложений определяет связи между компонентами приложений: frontend, backend, API, базы данных, message queues, external services.","Application dependency mapping использует данные: APM (Application Performance Monitoring) — трассировка запросов между сервисами, network flow analysis — анализ сетевых соединений между компонентами, code-level analysis — декларация зависимостей в конфигурационных файлах, service mesh data — Istio/Linkerd метрики. Результат представляется как directed graph с взвешенными рёбрами (latency, throughput, error rate).","Понимание внутренней архитектуры приложений критично для планирования миграции в облако, оптимизации производительности и расследования инцидентов. При миграции application dependency map определяет порядок переноса компонентов и риски разрыва связей."
функция,2,Network topology mapping,"Картографирование сетевой топологии строит визуальную карту сетевой инфраструктуры: устройства, соединения, VLAN, сегменты, критические пути.","Network topology строится на основе данных: LLDP/CDP для обнаружения физических соединений, SNMP для опроса таблиц маршрутизации и VLAN, spanning tree protocol для определения резервных путей, IPAM для адресного пространства. Топология отображается на уровнях L2 (data link), L3 (network) и L7 (application). Поддерживается расчёт критических путей и определение single points of failure.",Понимание сетевой топологии позволяет планировать изменения сетевой инфраструктуры без риска образования петель или разрыва связности. При сбое топологическая карта ускоряет локализацию проблемы на 40–50%.
категория,3,Критерии (Impact analysis),"Анализ влияния — критическая способность CMDB, использующая граф зависимостей для оценки последствий изменений, инцидентов и запланированных работ. Impact analysis отвечает на вопросы: 'какие сервисы затронет сбой данного компонента', 'каков риск данного изменения', 'сколько пользователей пострадает'. Это ключевой интеллектуальный слой, превращающий CMDB из пассивного репозитория в инструмент proactive управления.","Impact analysis выполняется через графовые алгоритмы на Asset Graph: обход в ширину (BFS) для определения всех затронутых CI, расчёт blast radius (количество и критичность затронутых сервисов), критический путь анализ для определения choke points, симуляция изменений ('what-if' analysis). Интеграция с monitoring обеспечивает real-time impact visualization при инцидентах. Для change management рассчитывается risk score на основе затронутых CI, времени окна и истории изменений.","Организации без impact analysis принимают решения на основе интуиции, что приводит к 30–50% незапланированных последствий изменений. Зрелый анализ влияния сокращает этот показатель до < 10%, повышает успешность CAB (Change Advisory Board) decisions и обеспечивает data-driven подход к управлению ИТ-рисками."
функция,3,Blast radius visualization (визуализация зоны поражения),"Визуализация зоны поражения (blast radius) графически отображает все CI, затронутые сбоем или изменением конкретного компонента, с цветовой индикацией критичности.","Blast radius рассчитывается через графовый обход от затронутого CI по всем связям зависимостей. Для каждого затронутого CI определяется: тип, критичность, количество downstream зависимостей, business impact (количество пользователей, финансовые потери). Визуализация представляется как концентрические круги или граф с цветовой кодировкой (красный — критично, жёлтый — высоко, зелёный — низко). Поддерживается drill-down для детального анализа.","Визуализация blast radius позволяет за секунды оценить масштаб инцидента и правильно приоритизировать ресурсы. При сбое критического сервера, поддерживающего 10 сервисов, команда видит, какие сервисы критичны для бизнеса и требуют немедленной реакции. Это сокращает время принятия решений на 50–70%."
функция,3,Change impact analysis (оценка влияния изменений),"Оценка влияния изменений анализирует, какие CI и сервисы будут затронуты плановым изменением, и рассчитывает риск на основе исторических данных и текущей топологии.","Change impact analysis выполняется перед подачей Change Request: система анализирует затронутые CI через dependency graph, рассчитывает risk score на основе критичности CI, количества downstream зависимостей, времени окна, наличия maintenance windows, истории успешности аналогичных изменений. Интеграция с change management calendar выявляет конфликты с другими запланированными работами. Результат формирует рекомендацию для CAB: approve, reject или request more info.",30–50% сервисных нарушений вызваны плановыми изменениями. Change impact analysis сокращает этот показатель до < 10% за счёт предварительной оценки рисков и выявления скрытых зависимостей. Это экономит миллионы в год за счёт предотвращения простоев.
функция,3,Incident impact analysis,"Анализ влияния инцидента определяет, какие сервисы и пользователи затронуты активным инцидентом, обеспечивая приоритизацию и эффективное распределение ресурсов.","При регистрации инцидента и привязке его к CI система автоматически рассчитывает затронутые сервисы через dependency graph. Определяется: список затронутых business services, количество пользователей, критичность (P1-P4), связанные CI, которые также могут быть затронуты (cascade failure). Интеграция с monitoring обеспечивает real-time обновление статуса. Incident impact данные используются для определения priority и эскалации.","Инциденты на критичных сервисах требуют немедленной реакции. Без автоматического анализа влияния команда тратит 15–30 минут на ручную оценку масштаба. Incident impact analysis сокращает это время до минут и обеспечивает правильную приоритизацию на основе бизнес-влияния, а не порядка поступления заявок."
функция,2,Business impact assessment,"Бизнес-оценка влияния переводит технические метрики (количество затронутых серверов) в бизнес-метрики (потерянная выручка, затронутые клиенты, репутационные риски).","Business impact assessment использует предопределённые модели: финансовые потери (revenue loss per minute of downtime), количество затронутых пользователей (active users per service), регуляторные риски (штрафы за нарушение SLA), репутационный score. Данные интегрируются из ERP (выручка по сервисам), CRM (количество клиентов), monitoring (real-time user metrics). Результат отображается на dashboard с динамическим обновлением.",Перевод технических инцидентов в бизнес-язык позволяет эффективно коммуницировать с руководством и принимать решения на основе экономического ущерба. Это обосновывает инвестиции в резервирование и обеспечивает alignment между ИТ-операциями и бизнес-целями.
