тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,2,Обнаружение запрещенного ПО в инфраструктуре,"Автоматическая идентификация ПО, попадающего под корпоративные политики запрета.","Интегрируется с базами угроз и правилами compliance; выявляет торрент-клиенты, майнеры, нелегальные копии, мессенджеры и другие категории запрещенного софта по сигнатурам и поведению.","Снижает юридические и репутационные риски, предотвращает инциденты ИБ, обеспечивает соответствие корпоративным стандартам и требованиям регуляторов (ЦБ, 187-ФЗ, 152-ФЗ)."
функция,2,Мониторинг использования ресурсов оборудования,"Сбор метрик загрузки CPU, RAM, дисков, сетевых интерфейсов и энергопотребления оборудования.","Позволяет выявлять узкие места, планировать замену оборудования до отказа, предотвращать перегрузки, анализировать тренды потребления ресурсов.","Оптимизирует капитальные затраты (отказ от закупки лишнего железа), снижает операционные расходы на электроэнергию и обслуживание, повышает доступность сервисов и качество обслуживания пользователей."
функция,3,Оповещения при обнаружении отслеживаемых изменений,"Система уведомлений при фиксации изменений конфигурации, состава ПО или железа.","Работает через email, SMS, webhook, интеграцию с ITSM/SIEM; сокращает время реакции на инциденты, автоматизирует триггеры для процессов управления изменениями (Change Management).","Снижает риски несанкционированных изменений, упрощает аудит, повышает прозрачность ИТ-операций для бизнес-заказчиков и позволяет быстро реагировать на инциденты без простоев."
функция,3,История изменений инвентарных данных по устройствам и ПО,Ведение аудит-трейла (audit trail) всех изменений в CMDB с привязкой ко времени и источнику.,"Позволяет строить тренды, анализировать причины инцидентов методом корневого анализа, восстанавливать предыдущие состояния конфигураций, отслеживать дрейф конфигураций (configuration drift).","Обеспечивает непрерывность бизнес-процессов, соответствие требованиям внутреннего и внешнего аудита, снижает риски финансовых потерь из-за неконтролируемых изменений и упрощает расследования."
функция,1,Учет статистики работы ПО и конкурентного использования,"Сбор данных о частоте запуска, времени работы и одновременном использовании лицензий разными пользователями.","Требует агентской или интеграционной сборки данных с серверов лицензирования; позволяет выявлять peak usage, простои и конфликты доступа к лицензиям.","Основа для оптимизации лицензионных затрат (true-up/down), выявления неиспользуемого ПО (shelfware), обоснования закупок или отказов от продления подписок."
функция,2,Настраиваемые дашборды аналитики,"Визуальные панели с виджетами (KPI, графики, таблицы), которые администратор может конфигурировать под задачи.","Агрегирует данные из разных источников в единое представление, снижает когнитивную нагрузку, позволяет настраивать ролевой доступ к различным видам аналитики.","Ускоряет принятие решений руководством, повышает прозрачность ИТ для бизнеса, позволяет быстро готовить презентации для стейкхолдеров и демонстрировать ценность ИТ-инвестиций."
функция,2,Конструктор отчетов выгрузки данных,"Инструмент создания произвольных отчетов с фильтрами, группировками и экспортом.","Избавляет от ручной выгрузки через SQL/скрипты, стандартизирует форматы (Excel, PDF, CSV, API), позволяет планировать регулярную рассылку отчетов.","Сокращает трудозатраты на подготовку отчетности для аудиторов, финансового отдела и руководства; обеспечивает единый 'язык данных' в организации и снижает риски ошибок ручной сверки."
функция,2,Настройка параметров агрегации данных из разных источников,"Возможность задавать правила слияния, дедупликации и приоритета данных, поступающих из разных каналов сбора.","Решает проблему дублирования записей и конфликтов атрибутов при сборе из агентов, SNMP, облаков, внешних CMDB; повышает достоверность единого реестра активов.","Снижает затраты на ручную сверку данных, обеспечивает единую достоверную картину активов для принятия инвестиционных решений и исключает ошибки планирования из-за неточных данных."
функция,3,Редактор правил распознавания и обогащения ПО,Инструмент ручного или полуавтоматического задания шаблонов идентификации ПО и добавления кастомных атрибутов.,"Позволяет адаптировать систему под уникальное ПО организации (самописное, отраслевое), корректировать ошибки автоопределения по сигнатурам файлов, метаданным и реестру.","Повышает точность учета нишевого и самописного ПО, критичного для отраслевых процессов; снижает риски недоучета лицензий и искажения отчетности перед аудиторами."
категория,2,Критерии (Масштабируемость),"Характеристики системы, определяющие возможность роста инфраструктуры без деградации производительности.","Определяют пределы по количеству устройств, географической распределенности, объему данных и скорости обработки; влияют на выбор архитектуры (монолит vs микросервисы, вертикальное vs горизонтальное масштабирование).","Влияют на долгосрочную архитектурную стратегию и экономику масштаба; позволяют избежать 'апгрейд-ловушки', когда рост компании требует полной замены системы."
функция,2,"Поддержка хабовой архитектуры для инвентаризации сегментов сети, которые находятся вне области видимости сервера",Возможность развертывания промежуточных сборщиков (хабов/шлюзов/прокси) в изолированных сегментах сети.,"Обеспечивает сбор данных через NAT, файрволы и маршрутизаторы без открытия лишних портов; работает в DMZ, филиалах, облаках, VLAN с ACL.","Позволяет централизованно управлять распределенной инфраструктурой, снижает затраты на развертывание отдельных серверов в каждом сегменте, упрощает compliance в мультирегиональных организациях."
функция,2,Встроенный редактор сенсоров инвентаризации (самостоятельное редактирование сенсоров инвентаризации без обращения к вендору),Инструмент настройки логики сбора данных (сенсоров/сканеров) администратором заказчика.,"Снижает vendor lock-in, ускоряет адаптацию под новые устройства и протоколы, позволяет создавать кастомные сенсоры для нишевого оборудования без ожидания релизов вендора.","Сокращает время и стоимость кастомизации, повышает независимость от вендора, позволяет быстро реагировать на изменения инфраструктуры без дополнительных контрактов и согласований."
функция,2,Настройка порядка применения протоколов инвентаризации,Возможность задавать приоритет и последовательность использования протоколов для каждого класса устройств.,"Оптимизирует трафик и время сканирования, снижает нагрузку на сеть и устройства; позволяет задать fallback-последовательность (например, сначала SNMP, потом SSH, потом WMI).","Сокращает окно обслуживания, минимизирует влияние инвентаризации на производственные системы, снижает риски сбоев критичных сервисов в часы пик."
функция,2,Конструктор объектов и их атрибутов для настройки сбора любых данных,Возможность создания кастомных классов объектов и произвольных атрибутов для расширения стандартной модели данных.,"Расширяет CMDB за пределы стандартных ПК и серверов: позволяет учитывать медицинское оборудование, АСУ ТП, терминалы сбора данных, IoT-устройства с их специфическими параметрами.","Позволяет вести единый учет всех активов организации (не только ИТ), что критично для отраслевых регуляторов и полного управления жизненным циклом активов (EAM)."
функция,2,Возможность распределения нагрузки между модулями системы для предотвращения критических перегрузок,"Балансировка задач сбора, обработки и хранения между несколькими узлами/сервисами системы.","Обеспечивает отказоустойчивость, горизонтальное масштабирование, защиту от пиков при сканировании больших сетей; позволяет изолировать тяжелые задачи на выделенные ноды.","Гарантирует непрерывность работы системы мониторинга при росте инфраструктуры, избегает необходимости замены 'железа' сервера и связанных простоев при масштабировании."
функция,2,"Удаленное управлениие агентами (обновление, удаление, настройка шлюзов инвентаризации)","Централизованное администрирование агентов и шлюзов: дистанционная установка, обновление, изменение конфигурации и массовое удаление.","Снижает трудозатраты на поддержку, обеспечивает единообразие версий и политик, позволяет откатывать проблемные обновления централизованно, управлять шлюзами инвентаризации.","Масштабирует эксплуатацию на тысячи устройств без линейного роста штата администраторов, снижает риски человеческой ошибки и обеспечивает единые стандарты на всей инфраструктуре."
категория,1,Критерии (Безопасность),"Требования к защите самой системы Discovery & Inventory, поскольку она имеет доступ ко всей инфраструктуре и конфиденциальным данным.","Определяют механизмы аутентификации, авторизации, шифрования, аудита и сегментации доступа; недостаточная безопасность продукта превращает его в вектор атаки.","Снижает риски утечек данных через инструмент инвентаризации, обеспечивает соответствие требованиям ИБ и регуляторов, защищает репутацию компании."
функция,1,Возможность настройки портов взаимодействия компонентов,Изменение стандартных сетевых портов для связи сервер-агент-хуб и внешних интеграций.,"Позволяет адаптироваться к существующим файрволам, избегать конфликтов портов с другими приложениями, реализовывать security through obscurity.","Снижает риски сканирования и атак на известные порты, упрощает согласование с ИБ-отделом и сетевыми администраторами, ускоряет внедрение в жестко регулируемых средах."
функция,1,Настройка парольной политики,"Возможность задавать требования к сложности, сроку действия и истории паролей пользователей системы.","Интегрируется с корпоративными стандартами ИБ, поддерживает различные алгоритмы хеширования, MFA, блокировку после неудачных попыток входа.","Обеспечивает соответствие требованиям регуляторов и внутренним политикам, снижает риски компрометации учетных записей администраторов CMDB и связанных с этим инцидентов."
функция,1,Возможность использования доменной авторизации Active Directory,"Интеграция с AD/LDAP для аутентификации и авторизации пользователей, включая SSO и групповые политики доступа.","Исключает параллельный учет пользователей, синхронизирует увольнения/переводы через группы AD, поддерживает Kerberos и NTLM, позволяет назначать роли на основе OU.","Снижает операционные затраты на управление доступом, повышает скорость аудита прав доступа, исключает 'забытые' учетные записи бывших сотрудников и снижает риски инсайдерских угроз."
функция,1,Настройка логирования событий действий пользователей,"Запись всех операций пользователей в системе (входы, изменения, экспорты, удаления) с неизменяемым хранением.","Необходима для расследований инцидентов и корневого анализа; поддерживает WORM-хранение, интеграцию с SIEM, ротацию и архивирование логов.","Критична для compliance (PCI DSS, ISO 27001, 187-ФЗ), позволяет доказать непричастность ИТ-отдела к инцидентам и выявить инсайдерские угрозы, снижает штрафные санкции."
категория,2,Критерии (Совместимость),"Требования к поддержке операционных систем, гипервизоров, служб каталогов и СУБД, определяющие возможность внедрения в существующую гетерогенную инфраструктуру.","Определяют необходимость дополнительных интеграций, адаптеров, драйверов или промежуточного ПО; влияют на выбор методов сбора данных для каждой платформы.","Позволяет избежать перестройки инфраструктуры под продукт, снижает затраты на внедрение, обеспечивает защиту инвестиций в уже развернутые системы."
функция,2,Windows ,"Поддержка инвентаризации устройств под управлением ОС семейства Microsoft Windows (рабочие станции, серверы, терминалы).","Обеспечивается через WMI, PowerShell, Registry, WinRM, RPC; позволяет собирать данные о железе, ПО, политиках, событиях безопасности и лицензиях Microsoft.",Критична для подавляющего большинства корпоративных сред; отсутствие поддержки делает продукт нежизнеспособным на рынке и исключает его из shortlist заказчиков.
функция,2,"Linux
","Поддержка инвентаризации устройств на базе ядра Linux (серверы, рабочие станции, встраиваемые системы, контейнеры).","Реализуется через SSH, SNMP, агенты, анализ /proc, /sys, пакетных менеджеров (dpkg, rpm, snap); поддерживает различные дистрибутивы и архитектуры.","Необходима для современной инфраструктуры (облака, DevOps, IoT); отсутствие ограничивает применимость в технологичных компаниях и госсекторе при импортозамещении (Astra Linux, РЕД ОС и др.)."
категория,2,"Интеграции(виритуализация, служба каталогов, баз данных)","Возможность взаимодействия с ключевыми слоями инфраструктуры: гипервизорами, LDAP/AD и СУБД.","Позволяет получать метаданные ВМ, пользователей, организационной структуры и схем данных напрямую из первоисточников через API и нативные протоколы.","Исключает двойной ввод, обеспечивает актуальность CMDB, ускоряет внедрение за счет использования уже развернутых систем управления и снижает TCO."
функция,2,виритуализация,"Интеграция с платформами виртуализации для автоматического обнаружения и инвентаризации виртуальных машин, хостов и кластеров.","Поддерживает VMware vSphere, Hyper-V, KVM, Proxmox, Citrix, облачные IaaS; позволяет автоматически обнаруживать ВМ, хосты, кластеры, снимки, распределение ресурсов и миграции.","Критична для оптимизации плотности виртуализации, планирования лицензий (например, Microsoft SPLA), контроля 'зомби'-ВМ и управления облачными затратами (FinOps)."
функция,2, служба каталогов,"Интеграция со службами каталогов для корреляции устройств с организационными подразделениями, пользователями и группами политик.","Поддерживает Active Directory, OpenLDAP, FreeIPA, Samba AD; позволяет синхронизировать OU, группы безопасности, пользователей и их атрибуты с инвентарными записями.","Обеспечивает соответствие инвентарных данных оргструктуре, упрощает распределение ответственности за активы и подготовку отчетов по подразделениям для финансового планирования."
функция,2,баз данных,"Интеграция с системами управления базами данных для инвентаризации экземпляров, схем, таблиц, пользователей и лицензий.","Поддерживает Oracle, MS SQL, PostgreSQL, MySQL, MongoDB и др.; требует специализированных сенсоров и учетных записей с ограниченными правами (read-only, специфические роли).","Критична для управления лицензиями СУБД (особенно Oracle), планирования емкости, обеспечения compliance и защиты критичных данных; снижает риски переплаты за неиспользуемые лицензии."
функция,1,Интеграция кибернетис,Возможность взаимодействия с продуктами линейки 'Кибернетис' (отечественный разработчик ИТ-решений).,"Может подразумевать единую аутентификацию, общую CMDB, обмен данными через API, интеграцию с системами мониторинга и Service Desk в рамках единой экосистемы.","Важна для заказчиков, уже использующих экосистему Кибернетис, поскольку снижает затраты на интеграцию, обеспечивает сквозную автоматизацию ИТ-процессов и соответствие стратегии единого вендора в госсекторе."
Итого (категории),,,,,
