тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,2,Отслеживание сроков действия лицензий,"Мониторинг сроков действия лицензионных соглашений, подписок (subscription), maintenance и support. Уведомление об истечении срока за заранее определённый период для принятия решения о продлении или отказе.","Хранение дат начала и окончания каждой лицензии или соглашения. Настраиваемые пороги уведомлений (90, 60, 30 дней до истечения). Интеграция с ITSM для автоматического создания задач на renewal. Поддержка каскадных соглашений: EA с несколькими anniversary dates, MPSA с разными pool.","Исключает ситуации непреднамеренного прерывания лицензионного покрытия, которые могут привести к остановке критичных сервисов или штрафам. Позволяет планировать бюджет на renewal и проводить переговоры с вендорами заблаговременно, что снижает стоимость продления."
категория,2,Связь активов с финансовыми и организационными данными,"Обогащение инвентарных записей финансовыми атрибутами из ERP и организационными данными из HRM. Связь каждого актива с закупочной записью, стоимостью, сроком амортизации, подразделением-владельцем и ответственным лицом.","Интеграция с ERP для получения данных о закупках: номер PO, стоимость, дата приобретения, поставщик, гарантийный срок. Связь CI с закупочной записью через инвентарный номер или серийный номер. Интеграция с HRM/оргструктурой для определения подразделения-владельца и функционального ответственного. Передача данных в ITAM для расчёта TCO.",Создаёт полную картину стоимости владения актива: от закупки до текущего момента. Позволяет распределять IT-затраты по подразделениям (charge-back/showback). Обеспечивает соответствие между финансовым учётом и фактическим наличием оборудования при аудите.
функция,2,Связь с закупочными записями ERP,"Привязка каждого инвентарного актива к соответствующей записи о закупке в ERP-системе: Purchase Order (PO), номенклатура, стоимость единицы, дата закупки, поставщик. Обеспечивает прослеживаемость от финансовой проводки до физического устройства.","Импорт данных о закупках из ERP через API или файловый обмен (CSV, XML). Сопоставление инвентарных записей с закупочными по серийным номерам, инвентарным номерам или шаблону имени. Хранение ссылки на PO, строку номенклатуры, стоимость, валюту, дату приобретения. Поддержка разделения capital expenditure (CapEx) и operational expenditure (OpEx).","Дает возможность за минуты определить балансовую стоимость любого актива и остаток срока амортизации. Обеспечивает аудиторский след: каждый актив можно проследить до контракта с поставщиком. Исключает ситуации, когда активы числятся в инвентаре, но отсутствуют в финансовом учёте, и наоборот."
функция,2,Назначение владельцев и ответственных,"Привязка каждого актива к бизнес-владельцу (подразделению или лицу, ответственному за эксплуатацию и списание актива) и техническому ответственному (команде или инженеру, обеспечивающему поддержку).","Определение владельца на основе правил: оргструктура HRM (подразделение пользователя), шаблон имени хоста (srv-fin-* ? Finance), облачные теги owner/cost-center, данные Service Desk (кто заказал оборудование). Хранение атрибутов: business owner, technical owner, support group, financial owner. Интеграция с IAM для определения текущего пользователя устройства.","Обеспечивает прозрачное распределение ответственности: при инциденте или аудите сразу понятно, кто отвечает за актив. Позволяет маршрутизировать заявки из Service Desk на правильную команду поддержки. Создаёт основу для charge-back: каждый актив привязан к конкретному подразделению."
категория,2,Управление жизненным циклом инвентарных записей,"Отслеживание полного жизненного цикла каждого актива от момента обнаружения или закупки до списания и утилизации. Ведение истории изменений конфигурации, статусов и событий, связанных с активом.","Поддержка статусной модели жизненного цикла: discovered ? in stock ? deployed ? in maintenance ? retired ? disposed. Фиксация всех изменений атрибутов CI с timestamp и идентификатором источника изменения. Хранение истории аппаратных изменений (апгрейд RAM, замена диска), изменений ПО (установка, удаление, обновление), перемещений между площадками.",Дает полную историю каждого актива для принятия решений о замене или списании. Обеспечивает compliance с требованиями к безопасному уничтожению данных при утилизации. Позволяет анализировать средний срок службы оборудования по моделям и поставщикам для оптимизации закупок.
функция,2,История изменений инвентарной конфигурации,"Аудитный журнал всех изменений атрибутов каждого актива: кто/что изменил, когда, из какого значения в какое. Включает аппаратные модификации, изменения ПО, перемещения, смену статуса.","Версионирование CI-записей: каждое изменение фиксируется с атрибутами timestamp, source (источник изменения: агент, ручной ввод, интеграция), old value, new value. Поддержка diff-просмотра: сравнение конфигурации актива на две даты. Хранение истории не менее 3-5 лет для аудиторских целей.",Обеспечивает аудиторский след для расследований инцидентов и compliance-проверок. Позволяет ответить на вопрос «что изменилось в конфигурации сервера перед сбоем». При аудите доказывает управляемость процессом изменений.
функция,1,Статусная модель актива,Управление статусом каждого актива в рамках его жизненного цикла: от закупки через эксплуатацию до списания. Автоматические переходы между статусами на основе событий из связанных систем.,"Настраиваемая статусная модель: planned ? ordered ? in stock ? deployed ? active ? under maintenance ? reserved ? retired ? disposed ? written off. Триггеры переходов: событие из ERP (поступление на склад) ? in stock, событие из ITSM (выдача сотруднику) ? deployed, событие из Asset Lifecycle (достижение порога замены) ? retired. Интеграция с ITAM для синхронизации статусов.","Дает оперативную картину распределения активов по этапам жизненного цикла. Позволяет выявить «зависшие» активы: например, оборудование, которое месяцами находится в статусе in stock вместо deployment. Обеспечивает основу для планирования замены устаревшего оборудования."
категория,2,Интеграция со слоем обнаружения и нормализации,"Взаимодействие с системами Discovery, NAC, IPAM и сенсорным слоем z-disc для получения данных об обнаруженных активах. Передача собранных инвентарных данных в нормализационный слой z-norm для подготовки к загрузке в CMDB.","Получение данных от Discovery (список обнаруженных активов с сетевыми атрибутами), NAC (статус допуска в сети, compliance status), агентов инвентаризации (детальные HW/SW данные). Передача HW/SW inventory в Normalization Engine (e3) через API или message bus. Поддержка различных форматов данных и частот синхронизации. Обратная связь: запрос на повторное сканирование при неполных данных.","Обеспечивает непрерывный поток данных от обнаружения до учёта: актив, найденный Discovery, получает полный набор инвентарных атрибутов в Inventory и затем попадает в CMDB как качественная CI-запись. Без этой интеграции данные о новых активах поступают с задержкой в недели или месяцы."
функция,2,Приём данных от Discovery и NAC,Получение списка обнаруженных активов от системы Discovery и данных о допущенных к сети устройствах от NAC. Обогащение инвентарных записей статусом сетевого допуска и security compliance.,"Интеграция с Discovery по API: получение обнаруженных CI с атрибутами IP, MAC, hostname, ОС, тип устройства. Интеграция с NAC через Syslog/API: получение данных о статусе аутентификации (802.1X), compliance posture, назначенном VLAN. Автоматическое создание инвентарных записей для новых обнаруженных устройств. Обогащение существующих записей данными о сетевом статусе.","Ускоряет процесс учёта новых активов: устройство, подключённое к сети, автоматически появляется в инвентаре в течение 24 часов. Дает security-контекст: инвентарь знает, какие устройства прошли проверку NAC и соответствуют политикам, а какие находятся в карантине."
функция,1,Формирование HW/SW фида для нормализации,"Подготовка и передача инвентарных данных об оборудовании и ПО в нормализационный движок (Normalization Engine) для стандартизации наименований, дедупликации и обогащения перед загрузкой в CMDB.","Формирование структурированного фида (feed) с инвентарными данными: тип актива, производитель, модель, наименование ПО, версия, серийный номер, MAC-адрес. Передача по связи e3 в Normalization Engine. Поддержка инкрементальной (delta) и полной (full) синхронизации. Метаданные фида: timestamp, scope (диапазон устройств), качество данных (процент заполненных обязательных полей).","Обеспечивает качество данных, загружаемых в CMDB: сырые инвентарные данные проходят нормализацию, что исключает дублирование и неинтерпретируемые записи. Снижает нагрузку на команду CMDB: ручная очистка данных заменяется автоматизированным конвейером."
категория,1,Отчётность и аналитика инвентаря,"Формирование стандартных и ad-hoc отчётов по инвентарным данным: перечни активов, сводные показатели, аналитические срезы. Поддержка экспорта данных для внешних потребителей: аудиторов, регуляторов, вендоров.","Библиотека стандартных отчётов: перечень активов по типу/подразделению/площадке, сводка по установленному ПО, отчёт об изменениях за период. Поддержка фильтров, группировок, сортировок. Экспорт в форматы PDF, Excel, CSV. API для доступа к инвентарным данным внешних систем (BI, GRC).",Сокращает время подготовки ответов на запросы аудиторов и регуляторов с недель до часов. Позволяет руководству получать актуальные сводные данные о парке активов для принятия инвестиционных решений. Обеспечивает доказательную базу для переговоров с вендорами о ценах и объёмах.
функция,1,Инвентарные отчёты для аудита,"Формирование специализированных отчётов для лицензионных аудитов вендоров, финансовых аудитов и compliance-проверок. Включает перечни установленного ПО, спецификации оборудования, сведения о лицензиях.","Шаблоны аудиторских отчётов: перечень всех установок продукта X с версиями и редакциями, список активов с серийными номерами и инвентарными номерами, effective license position по вендору. Подписание отчётов цифровой подписью, хранение в архиве. Автоматическая рассылка отчётов ответственным лицам.","Обеспечивает готовность к аудиту вендоров (Microsoft, Oracle, IBM, Adobe) за часы вместо недель ручного сбора. Снижает стресс для команды SAM: отчёты формируются по нажатию кнопки, а не в авральном режиме перед визитом аудиторов."
категория,1,Управление гарантиями и контрактами,"Отслеживание гарантийных сроков, maintenance-контрактов и соглашений об уровне сервиса (SLA) для каждого аппаратного актива. Уведомление об истечении гарантии для принятия решения о продлении или самостоятельном обслуживании.","Хранение данных о гарантиях: дата начала, дата окончания, тип гарантии (limited, onsite, next business day), номер контракта maintenance. Интеграция с поставщиками через API для проверки статуса гарантии по серийному номеру. Настраиваемые alerts за 90/60/30 дней до истечения. Связь с ITSM для автоматического назначения SLA при создании инцидента на актив.","Позволяет оптимизировать расходы на maintenance: при истечении гарантии на оборудование старше 5 лет решение о замене часто экономически выгоднее продления контракта. При инциденте автоматически определяет, на каких условиях можно вызвать производителя (гарантия vs платный вызов)."
функция,1,Мониторинг гарантийных сроков,"Отслеживание дат окончания гарантий и maintenance-контрактов для всего парка оборудования. Формирование уведомлений и задач на принятие решения о продлении, замене или переходе на самообслуживание.","Ежедневный расчёт оставшихся дней гарантии по каждому активу. Автоматическая генерация alerts при достижении пороговых значений (90, 60, 30 дней). Интеграция с ITSM для создания change requests на продление гарантии или закупку замены. Дашборд распределения активов по статусам гарантии: in warranty, expiring soon, expired, maintenance contract.","Исключает ситуации внезапного истечения гарантии на критичном оборудовании. Позволяет планировать бюджет на maintenance и замену заблаговременно. При аварии на сервере даёт оперативный ответ: «гарантия действует, вызываем производителя бесплатно» или «гарантия истекла, запускаем процесс закупки замены»."
