тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,3,Lab-тестирование патчей,"Функция проверки совместимости и работоспособности патчей в изолированной lab-среде, воспроизводящей конфигурацию production. Включает установку патча на репрезентативный набор систем, выполнение функциональных и регрессионных тестов, проверку критичных бизнес-приложений. Результат — рекомендация approve/reject/hold с документированными рисками.","Lab-инфраструктура включает клоны production-систем с репрезентативным набором ОС (Windows Server 2019/2022, RHEL 8/9, Ubuntu 20/22), версий приложений и конфигураций. Автоматизированные тестовые сценарии проверяют: загрузку ОС, работу сетевых сервисов, корректность доменной аутентификации, функциональность критичных приложений, производительность под нагрузкой. Результаты фиксируются в виде отчёта с перечнем пройденных/непройденных тестов, известными проблемами и обходными решениями.","Предотвращение установки проблемных патчей в production, что могло бы привести к простоям и деградации сервисов. Lab-тестирование — страховой полис: затраты на создание и поддержку lab-среды в десятки раз ниже потенциальных потерь от одного инцидента из-за некорректного патча. Документированные результаты тестирования служат evidence для аудита и обоснованием для CAB при принятии решений."
функция,2,Пилотное развёртывание,Функция ограниченной установки патча на подмножество production-систем (пилотную группу) для проверки поведения в реальных условиях эксплуатации. Пилотная группа обычно составляет 5-10% парка и включает системы различных конфигураций. По результатам пилота принимается решение о полном развёртывании или откате.,"Пилотная группа формируется на основе репрезентативной выборки: разные ОС, версии приложений, железо, сегменты сети, уровни нагрузки. Патч устанавливается с intensified monitoring — повышенная частота сбора метрик, расширенное логирование. Критерии успеха пилота определяются заранее: отсутствие критичных ошибок в логах, стабильность метрик производительности, корректность работы приложений, отсутствие жалоб пользователей. При неудаче — автоматический откат на пилотной группе и hold для остального парка.","Снижение радиуса поражения при установке проблемного патча: вместо тысяч затронутых систем риск ограничен десятками в пилотной группе. Пилотное развёртывание создаёт уверенность в безопасности полного rollout и сокращает time-to-production для критичных патчей безопасности. Результаты пилота служат фактическим обоснованием для бизнес-подразделений, которые могут выражать обеспокоенность по поводу обновлений."
функция,2,Rollback-планирование и откат,"Функция подготовки и выполнения отката установленного патча при обнаружении критичных проблем. Включает создание точек восстановления (snapshots, backups) перед установкой, документирование процедур отката, автоматизированное и ручное выполнение отката. Каждый rollout сопровождается готовым планом «как вернуть всё назад».","Перед установкой патча создаются recovery points: VM snapshots, системные точки восстановления (System Restore), резервные копии критичных файлов и баз данных. Документированные rollback-процедуры включают: порядок действий, оценку времени отката, влияние на зависимые системы, коммуникационный план. Автоматизированный откат через агентов управления для типовых сценариев; ручной откат для сложных систем с участием специалистов. Post-rollback проверка: верификация версий, smoke-тесты, мониторинг стабильности.","Страховка от неконтролируемых последствий обновлений. Гарантия, что даже в худшем сценарии (полная деградация после патча) система может быть восстановлена в рабочее состояние в предсказуемое время. Сокращение времени восстановления после неудачного патча с часов (ручной откат без плана) до минут (автоматизированный откат по подготовленной процедуре)."
функция,3,Планирование Maintenance Windows,"Функция определения, согласования и управления временными окнами, в которые разрешена установка патчей. Maintenance windows учитывают бизнес-график, пиковые нагрузки, зависимости между системами, требования к высокой доступности и географическое распределение инфраструктуры. Каждая система имеет назначенное окно, и установка вне окна требует emergency approval.","Maintenance windows хранятся в Patch Management с привязкой к каждому CI из CMDB: день недели, время начала/окончания, часовой пояс, максимальное количество одновременно обновляемых систем, требования к последовательности (например, сначала БД, потом приложения). Интеграция с Change Calendar для проверки на конфликты с другими запланированными работами. Поддержка emergency windows для critical security patches вне расписания с автоматическим уведомлением stakeholders.","Минимизация влияния обновлений на бизнес-операции: установка происходит в заранее согласованные периоды низкой активности. Предсказуемость для бизнес-подразделений: они знают, когда возможны перерывы в сервисе, и могут планировать свою работу. Сокращение количества спонтанных emergency-изменений, которые нарушают рабочий график команд и повышают риск ошибок."
функция,2,Emergency Patching,"Функция ускоренной установки критичных патчей безопасности вне стандартного расписания maintenance windows, применяемая при угрозе активной эксплуатации zero-day уязвимости или массовой атаки. Emergency patching активируется по решению команды безопасности и требует сокращённого workflow согласования с максимальной автоматизацией.","Триггер: публикация critical CVE с известным эксплойтом, alert от Threat Intelligence об активной кампании, требование от регулятора. Сокращённый workflow: security team ? automatic risk assessment ? notify CAB (async approval) ? immediate deployment. Bypass стандартного lab-тестирования при наличии vendor-confirmation стабильности патча. Intensified monitoring после установки: повышенная частота метрик, расширенное логирование, standby команда для immediate response. Все emergency installations документируются с post-facto review.","Способность реагировать на экстренные угрозы безопасности в часы, а не недели — критичный фактор при zero-day уязвимостях, которые могут привести к компрометации всей инфраструктуры. Каждый час задержки установки emergency патча — это час, в течение которого злоумышленник может эксплуатировать уязвимость. Сокращённый workflow балансирует скорость и контроль: быстрое реагирование при сохранении аудитного следа."
функция,2,Staged Rollout и канареечное развёртывание,"Функция постепенного развёртывания патчей по группам систем с контролем качества на каждом этапе перед переходом к следующему. Staged rollout может выполняться по дата-центрам, регионам, сегментам сети или функциональным группам. Каждый этап имеет критерии успешности; при их невыполнении rollout останавливается.","Система определяет этапы rollout: Stage 1 (canary — 2-3% парка, non-production) ? Stage 2 (pilot — 5-10%, production, low-criticality) ? Stage 3 (expanded — 25-50%) ? Stage 4 (full deployment). Критерии перехода между этапами: время стабильности после установки (например, 24 часа без инцидентов), метрики health (CPU, memory, errors в логах), результаты smoke-тестов, отсутствие жалоб. Автоматическая остановка rollout при превышении порога ошибок. Геораспределённый rollout: учёт часовых поясов для глобальных инфраструктур.","Экспоненциальное снижение риска массового отказа: проблема, обнаруженная на canary-группе, затрагивает единицы систем вместо сотен или тысяч. Постепенный rollout даёт командам время на наблюдение и реакцию между этапами. Для бизнеса это означает предсказуемость и контролируемость обновлений: нет сценария «все системы обновились одновременно и все сломались»."
функция,2,Compliance-отчётность по патчам,"Функция формирования структурированных отчётов о состоянии patch compliance для внутреннего контроля, регуляторов, аудиторов и управленческих дашбордов. Отчёты покрывают процент установленных патчей по критичности, средний patch lag, тренды, исключения и риски. Поддерживают требования PCI DSS, CIS Controls, NIST, ISO 27001, SOX.","Автоматическая генерация отчётов с привязкой к CMDB: patch compliance по окружениям (production/staging/dev), по типам систем (серверы, рабочие станции, сетевое оборудование), по командам-владельцам, по географическим регионам. Метрики: процент покрытия critical в SLA (72 часов), средний patch lag, количество outstanding patches, trend analysis (неделя/месяц/квартал). Интеграция с BI/DWH для включения в управленческие дашборды. Экспорт в форматы для аудиторов: PDF, Excel, CSV.","Доказательное подтверждение исполнения требований регуляторов: каждый аудит запрашивает отчётности по установке обновлений безопасности. Автоматическая генерация сокращает время подготовки с недель до минут. Управленческие дашборды дают CIO и CISO оперативную картину зрелости процесса patch management. Тренды показывают динамику улучшения или деградации, позволяя принимать корректирующие решения."
функция,2,Управление исключениями (Patch Exceptions),"Функция управления ситуациями, когда установка патча невозможна или нежелательна: несовместимость с legacy-приложением, требование vendor к специфическому порядку обновлений, риск простоя превышает риск уязвимости. Каждое исключение документируется с бизнес-обоснованием, сроком действия, планом компенсирующих мер и approved ответственным лицом.","Workflow создания exception: заявитель ? техническое обоснование (логи несовместимости, vendor advisory) ? risk assessment (влияние неустановленного патча) ? compensating controls (WAF-правило, network isolation, monitoring) ? approval owner (владелец системы + security team) ? срок пересмотра. Исключения хранятся в центральном реестре с атрибутами: CVE, система, причина, срок действия, ответственный, компенсирующие меры. Автоматические уведомления за 7/3/1 день до истечения срока exception.","Баланс между безопасностью и стабильностью: не все патчи можно установить немедленно, и формальный процесс исключений защищает организацию от необоснованных рисков. Документированные exception с компенсирующими мерами показывают аудиторам сознательный подход к управлению рисками, а не бездействие. Автоматические напоминания об истечении срока исключают «вечные» exception, которые превращаются из временной меры в постоянную уязвимость."
функция,1,Аудитный след и историчность,"Функция полного журналирования всех операций Patch Management: кто запросил установку, кто согласовал, когда выполнена, каков результат, были ли ошибки, кто подтвердил успешность. Аудитный след неизменяем и хранится в течение периода, определённого политиками (обычно 12+ месяцев), для расследований и аудитов.","Журнал фиксирует каждую операцию с метаданными: timestamp, инициатор, целевая система, патч (KB/CVE), действие (schedule/approve/install/verify/rollback), результат (success/failure/partial), ошибки, связанный change request ID. Хранение в защищённом хранилище с контролем целостности (WORM-носители или блокчейн-подпись). Поиск и фильтрация по системе, патчу, пользователю, периоду, результату. Экспорт для forensic-расследований и аудиторских проверок.","Непререкаемые доказательства для регуляторов, судебных разбирательств и внутренних расследований. При инциденте безопасности аудитный след позволяет установить, был ли соответствующий патч установлен в срок — или его отсутствие стало причиной компрометации. История изменений помогает выявлять системные проблемы: если определённый тип патча регулярно вызывает сбои на определённой конфигурации, это сигнал для изменения процесса тестирования."
функция,2,Автоматизированное развёртывание патчей,"Функция полностью автоматической доставки и установки патчей без ручного вмешательства. Покрывает download, pre-install check, установку, перезагрузку, post-install verification и обновление статуса. Применяется для стандартных, хорошо протестированных патчей на типовых конфигурациях.","Реализуется через агенты управления (SCCM, BigFix, Ansible, Chef) или облачные сервисы (AWS Patch Manager, Azure Update Manager). Policy-based подход: администратор определяет политику (какие патчи, на какие системы, в какие окна), а агенты выполняют автоматически. Pre-install checks: свободное место на диске, совместимость с текущей версией, отсутствие конфликтующих процессов. Post-install: автоматическая верификация версии, запуск smoke-тестов, обновление статуса в CMDB и Vulnerability Management.","Экономия тысяч часов инженерного времени: автоматизация patching парка из 5000+ серверов экономит эквивалент 2-3 FTE. Предсказуемость: патчи устанавливаются точно по расписанию, без задержек из-за занятости команды. Масштабируемость: один инженер управляет patching десятков тысяч систем через политики, вместо ручного подключения к каждой."
функция,2,Auto-remediation критичных уязвимостей,"Функция автоматической установки патчей для критичных уязвимостей без ожидания утверждения change request, при условии соответствия предопределённым критериям (CVE score выше порога, наличие эксплойта, критичность актива). Auto-remediation сокращает reaction time до минимума для наиболее опасных угроз.","Предопределённые политики auto-remediation: CVSS > 8.0 + активный эксплойт в KEV + критичный актив ? automatic deployment в течение 4 часов. Scope ограничен типовыми конфигурациями с подтверждённой историей стабильности. Safety controls: rollback-snapshots создаются автоматически, canary-установка на 1-2% парка перед массовым деплоем, immediate stop при обнаружении ошибок. Все auto-remediation actions логируются и поступают в ITSM для информационного учёта (не требуют предварительного approval, но подлежат post-facto review).","Критическое сокращение времени открытости наиболее опасных уязвимостей: с недель (ручной процесс) до часов (автоматический). При массовых атаках (WannaCry, NotPetya, Log4Shell) каждая минута имеет значение — auto-remediation может стать разницей между локальным инцидентом и компрометацией всей инфраструктуры. Баланс скорости и безопасности: strict критерии activation минимизируют риск ложных срабатываний."
функция,1,Управление образами и golden images,"Функция обеспечения актуальности патчами базовых образов операционных систем и шаблонов виртуальных машин (golden images), используемых для provisioning новых систем. Патчи, установленные в образ, исключают необходимость immediate patching при развёртывании новой системы — она уже защищена с момента создания.","Процесс: выбор эталонного образа ? установка накопленных обновлений ? тестирование (smoke-тесты, совместимость приложений) ? публикация как нового golden image ? обновление шаблонов в vCenter/OpenStack/AWS AMI. Автоматизация через CI/CD pipeline: регулярная пересборка образов (например, еженедельно) с последними патчами. Версионирование образов с документированием установленных патчей. Integration с CMDB: новые системы, созданные из обновлённого образа, автоматически получают корректный patch status.","Предотвращение сценария «новая уязвимая система»: без обновления golden images каждая новая VM разворачивается с устаревшей ОС и требует немедленного patching, что создаёт окно уязвимости. Сокращение time-to-production: системы из актуального образа готовы к эксплуатации сразу, без задержки на patching. Стандартизация: все новые системы имеют единый, протестированный, актуальный базовый уровень безопасности."
функция,2,Интеграция с CMDB и инвентаризацией,"Функция получения из CMDB полного списка систем для patching с атрибутами критичности, окружения, ОС, владельца и зависимостей. Без интеграции с CMDB Patch Management работает с устаревшим списком: новые серверы не попадают в patching scope, деактивированные продолжают получать патчи.","Двунаправленная интеграция через REST API: CMDB передаёт список активных CI с атрибутами (hostname, IP, ОС, версия, окружение, критичность, владелец, зависимости), Patch Management возвращает patch status для обогащения CI. Service map из CMDB используется для определения порядка установки (сначала upstream-зависимости, потом downstream). Фильтрация patching scope по критичности и окружению. Автоматическое добавление новых систем из CMDB в patching queue.",Полнота покрытия patching: 100% production-активов из CMDB находятся под контролем. Приоритизация по критичности бизнес-сервисов: критичные системы получают патчи первыми. Снижение ручного труда: администраторы не добавляют серверы вручную — они поступают автоматически из CMDB. Service map позволяет избежать каскадных отказов при patching систем с жёсткими зависимостями.
функция,2,Интеграция с Vulnerability Management,"Функция двунаправленного обмена данными с Vulnerability Management: получение списка уязвимостей, требующих patching, и передача статуса установки патчей для подтверждения устранения. Замыкает цикл управления уязвимостями: сканирование ? приоритизация ? patching ? верификация.","Входящий поток: список уязвимостей с CVE, CVSS, затронутыми системами, рекомендуемыми патчами из Vulnerability Management (связь e52 reverse). Исходящий поток (e52): patch status — дата установки, версия после обновления, статус (installed/failed/exception), процент покрытия. Автоматическое создание задач на patching при появлении новых critical/high уязвимостей. Корреляция: сопоставление CVE из VM с KB-патчами из Patch Management для прямого mapping «уязвимость ? патч».","Полный цикл управления уязвимостями: ни одна уязвимость не остаётся без исправительного действия. Автоматическая передача status в VM исключает ручное обновление статусов и ошибки. Управленческая отчётность показывает не только сколько уязвимостей выявлено, но и сколько закрыто — что критично для оценки эффективности программы безопасности."
функция,2,Интеграция с Change Management,"Функция согласования установки патчей через процесс управления изменениями: создание RFC, проверка Change Calendar на конфликты, утверждение CAB, получение approval перед развёртыванием. Обеспечивает, что patching не конфликтует с другими запланированными работами и учтён в планировании.","Автоматическое создание change request в ITSM при планировании patching: описание scope (системы, патчи), оценка влияния (impact analysis на основе CMDB service maps), привязка к maintenance window, rollback plan. Проверка Change Calendar через API: поиск конфликтов с другими RFC на те же системы/время. Workflow согласования: автоматическое approve для стандартных патчей в стандартных окнах, manual CAB review для critical/emergency patching. Связь с Release Management для включения patching в релизный план.","Предотвращение конфликтов: patching не выполняется одновременно с другими изменениями на тех же системах, что снижает риск непредсказуемых взаимодействий. CAB получает полную картину запланированных работ с оценкой влияния. Аудитный след: каждая установка патча согласована и задокументирована, что критично для compliance. Сокращение количества failed changes, вызванных patching."
функция,1,Интеграция с Monitoring и Alerting,"Функция контроля состояния систем после установки патчей через системы мониторинга: отслеживание метрик производительности, доступности сервисов, ошибок в логах. При обнаружении аномалий после patching генерируются alerts и инициируются инциденты в ITSM.","Post-patch monitoring: повышенная частота сбора метрик (CPU, память, диск, сетевая активность, response time ключевых сервисов) в течение 2-4 часов после установки. Пороговые правила: отклонение метрик от baseline более чем на X% генерирует alert. Интеграция с ITSM: автоматическое создание инцидента при detection критичной аномалии. Сравнение pre-patch и post-patch метрик для quantified impact assessment. Связь с APM для контроля производительности приложений после обновления.","Раннее обнаружение проблем после patching: до жалоб пользователей и до каскадных отказов. Сокращение MTTR инцидентов, связанных с обновлениями, с часов до минут за счёт автоматического создания инцидентов с контекстом. Защита бизнес-сервисов: если патч вызвал деградацию, команда узнаёт об этом в течение минут и может инициировать rollback."
функция,1,Поддержка мультиплатформенной инфраструктуры,"Функция управления обновлениями для разнородной инфраструктуры: различные ОС (Windows, Linux, macOS, Unix), гипервизоры, сетевое оборудование, firmware, облачные ресурсы, контейнерные среды. Обеспечивает единый процесс patching независимо от типа платформы.","Поддержка репозиториев обновлений для каждой платформы: WSUS/SCCM (Windows), YUM/DNF/APT (Linux), Software Update (macOS), vendor-specific (Cisco IOS, Juniper JunOS, VMware ESXi), cloud-native (AWS Systems Manager, Azure Update Manager). Унифицированная политика patching: общие критерии приоритизации, единые maintenance windows, централизованная отчётность. Platform-specific адаптеры для сбора patch status в едином формате. Container patching: обновление base images, registry scanning, integration с CI/CD.",Единый процесс patching для всей инфраструктуры вместо разрозненных подходов для каждой платформы. Полная visibility: ни одна система не остаётся без обновлений из-за «чужой» платформы. Сокращение затрат на обучение и поддержку нескольких инструментов patching. Стандартизированная отчётность даёт единую картину compliance по всему IT-парку.
