тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,3,Карточка физического лица,"Функция ведения персональных данных сотрудника: ФИО, табельный номер, дата рождения, дата приёма, дата увольнения, контактная информация, фотография, статус (активен, в отпуске, уволен). Карточка физического лица является центральным справочником, связывающим кадровый статус с цифровой идентификацией в IAM и учётными записями в IT-системах.","Карточка сотрудника содержит атрибуты: employee_id (табельный номер), full_name, birth_date, hire_date, termination_date, status (active/on_leave/terminated), email, phone, photo, legal_entity_id. Интеграция с IAM осуществляется через SCIM Users endpoint или LDAP-записи (inetOrgPerson). Требуется уникальный идентификатор, стабильный во времени (persistent ID), который не изменяется при смене фамилии или переводе между подразделениями.",Единая карточка сотрудника исключает дублирование учётных записей и обеспечивает однозначную идентификацию физического лица во всех системах. При смене фамилии изменение фиксируется в HRM и распространяется во все downstream-системы автоматически. Поддерживает compliance-требования к учёту персональных данных и их защите.
функция,3,Событие Joiner (приём сотрудника),"Функция генерации события приёма на работу при фиксации приказа о приёме в HRM. Событие Joiner инициирует цепочку автоматизированных действий в downstream-системах: создание учётной записи в IAM, заказ оборудования через ITSM, назначение рабочего места, уведомление команды поддержки. Является стартовой точкой жизненного цикла цифровой идентификации сотрудника.","Событие Joiner генерируется при переводе карточки сотрудника в статус 'активен' и содержит атрибуты: event_type='JOINER', employee_id, full_name, unit_id, position_id, hire_date, manager_id, work_location. Доставка осуществляется через событийную шину (Kafka/AMQP) или SCIM push-уведомление. Downstream-системы подтверждают обработку через callback или status update. SLA: доставка — 4 часа, полное создание учётной записи — 24 часа.",Автоматизация onboarding сокращает время выхода сотрудника на работу с 2–3 дней до нескольких часов. Исключает ошибки ручного ввода при создании учётных записей и заказе оборудования. Повышает удовлетворённость новых сотрудников за счёт готовности всех ресурсов в первый рабочий день. Крупная организация с 200+ приёмов в месяц экономит до 500 человеко-часов в год за счёт автоматизации.
функция,3,Событие Mover (перевод сотрудника),"Функция генерации события перевода при изменении подразделения, должности или функционального руководителя сотрудника. Событие Mover инициирует пересмотр прав доступа: отзыв прав, специфичных для предыдущего подразделения, и предоставление прав нового подразделения. Критична для поддержания принципа least privilege и предотвращения накопления избыточных прав.","Событие Mover содержит: event_type='MOVER', employee_id, source_unit_id, target_unit_id, source_position_id, target_position_id, transfer_date, new_manager_id. IAM-система анализирует разницу между ролями source и target позиций, формирует список прав для отзыва и предоставления, выполняет изменения через RBAC-политики. Требуется workflow согласования для прав, требующих дополнительного одобрения (привилегированный доступ, доступ к конфиденциальным данным).",Автоматическая корректировка прав при переводе предотвращает накопление избыточных доступов (access creep) — типичную проблему при ручном управлении. Снижает риск несанкционированного доступа к данным предыдущего подразделения. Обеспечивает доказательное соответствие принципу SoD (Segregation of Duties) при аудитах. Сокращает время обработки перевода с нескольких дней до часов.
функция,3,Событие Leaver (увольнение сотрудника),"Функция генерации события увольнения при фиксации приказа об увольнении в HRM. Событие Leaver является критически важным для информационной безопасности: запускает процесс полного отзыва всех цифровых доступов, блокировки учётных записей, передачи дел, возврата оборудования. Задержка обработки Leaver создаёт угрозу инсайдерского инцидента.","Событие Leaver содержит: event_type='LEAVER', employee_id, full_name, unit_id, termination_date, last_working_day, termination_reason. IAM выполняет блокировку/удаление учётных записей во всех подключённых системах (AD, SAP, облачные сервисы), PAM отзывает привилегированные доступы, ITSM создаёт задачи на возврат оборудования и передачу прав. Критичный SLA: блокировка основных доступов — не позднее last_working_day + 4 часов; полный отзыв — 24 часа. Требуется escalation-процедура при сбое автоматической обработки.","Своевременный отзыв доступов при увольнении является обязательным требованием стандартов ИБ и регуляторов. Организации с ручной обработкой увольнений имеют риск 'висячих' учётных записей, которые могут использоваться для несанкционированного доступа. Автоматизация Leaver исключает человеческий фактор: доступы отзываются гарантированно и в срок, независимо от загрузки администраторов."
функция,2,Расширенные JML-события,"Функция генерации дополнительных событий жизненного цикла, выходящих за рамки базовой триады JML: изменение фамилии, длительный отпуск, выход из декрета, перевод на контрактную форму, изменение графика работы, приостановка доступов. Расширенные события обеспечивают тонкое управление цифровыми идентификациями в нетривиальных сценариях.","Расширенные события публикуются в том же канале, что и базовые JML, с расширенным набором атрибутов: event_type (NAME_CHANGE, LONG_LEAVE, MATERNITY_RETURN, CONTRACT_CHANGE, SCHEDULE_CHANGE), employee_id, effective_date, details (JSON-структура с дополнительными параметрами). IAM обрабатывает события через policy engine: длительный отпуск ? временная блокировка доступов; возвращение ? автоматическое восстановление; изменение фамилии ? обновление во всех системах.","Обработка расширенных жизненных событий повышает точность управления доступами в нетривиальных сценариях. При длительном отпуске доступы временно блокируются — снижает поверхность атаки. При изменении фамилии данные обновляются во всех системах — поддерживает корректность корпоративных справочников. Обеспечивает compliance при работе с контракторами, имеющими ограниченный набор прав по сравнению со штатными сотрудниками."
функция,3,Синхронизация оргструктуры с IAM,"Функция регулярной синхронизации иерархии подразделений и должностей из HRM в IAM/IGA-систему. Является основой для построения ролевой модели доступа (RBAC): структура OU в IAM повторяет оргструктуру HRM, должности мапятся на роли, функциональные руководители назначаются владельцами ролей и согласующими запросов на доступ.","Синхронизация реализуется через SCIM 2.0 (RFC 7643/7644) — endpoint /Groups для подразделений, /Users для сотрудников, /EnterpriseUser для расширенных атрибутов, или через LDAP-репликацию в Active Directory. Поддерживается full sync (полная синхронизация при инициализации) и delta sync (инкрементальные изменения). Конфликты разрешаются по правилу: HRM является мастер-источником (source of truth), изменения в IAM перезаписываются. Требуется reconciliation-процесс для выявления расхождений.",Автоматическая синхронизация оргструктуры исключает необходимость ручного дублирования справочников подразделений в IAM. Обеспечивает консистентность ролевой модели: при реорганизации структура прав доступа корректируется автоматически. Снижает операционные затраты на администрирование IAM на 40–60% и устраняет риски ошибок при ручном вводе.
функция,3,Передача JML-событий в IAM,"Функция доставки событий Joiner/Mover/Leaver из HRM в IAM-систему для автоматического управления жизненным циклом учётных записей. События служат триггерами для создания, модификации и блокировки цифровых идентификаций, обеспечивая сквозную автоматизацию от кадрового приказа до технической реализации.","Доставка реализуется через event-driven архитектуру: HRM публикует события в шину (Kafka, RabbitMQ, Azure Event Grid), IAM-потребитель подписывается на топик jml-events и обрабатывает сообщения. Формат сообщения: JSON с обязательными полями event_type, employee_id, timestamp, payload. Поддерживается guaranteed delivery (at-least-once семантика), идемпотентность обработки, dead letter queue для необработанных сообщений, retry-механизм с экспоненциальной задержкой.","Event-driven доставка JML-событий обеспечивает гарантированную и своевременную обработку кадровых изменений. Исключает сценарии, когда уволенный сотрудник сохраняет доступ из-за утерянной заявки. Обеспечивает масштабируемость: система обрабатывает сотни событий в час без деградации. Поддерживает аудиторский след: каждое событие журналируется со статусом доставки и обработки."
функция,2,Маппинг должностей на роли IAM,"Функция сопоставления должностей из штатного расписания HRM со стандартными ролями IAM. Маппинг обеспечивает автоматическое назначение базового набора прав доступа при приёме сотрудника на конкретную должность, минимизируя необходимость ручных запросов на доступ.",Маппинг реализуется в виде справочной таблицы: position_code ? role_id (IAM). Таблица хранится и администрируется в IAM-системе с регулярной сверкой со штатным расписанием HRM. При несопоставленной должности генерируется alert для IAM-администратора. Поддерживается иерархия ролей: базовая роль (все сотрудники) + функциональная роль (по должности) + специфическая роль (по запросу).,Автоматический маппинг должностей на роли сокращает количество ручных запросов на доступ на 60–80% — сотрудник получает стандартный набор прав автоматически при приёме. Ускоряет onboarding и снижает нагрузку на Service Desk. Обеспечивает консистентность прав доступа: все сотрудники на одной должности имеют идентичный базовый набор прав.
функция,2,JML-события в ITSM Core,"Функция доставки событий жизненного цикла сотрудников в ITSM Core для запуска сервисных процессов: при Joiner — заказ оборудования, создание учётной записи, настройка рабочего места; при Mover — перенос активов, изменение группы поддержки; при Leaver — возврат оборудования, передача дел, блокировка сервисов.",Интеграция реализуется через REST API ITSM-платформы или событийную шину. При получении JML-события ITSM Core создаёт шаблонные заявки (catalog items) по преднастроенным workflow: Joiner ? заказ ноутбука + монитора + телефона + создание AD-аккаунта; Leaver ? задача на возврат оборудования + передачу файлов + закрытие сервисов. Статус выполнения заявок возвращается в HRM для отображения HR-специалисту.,Автоматизация onboarding через ITSM сокращает время подготовки рабочего места с дней до часов. HR-специалист видит статус выполнения всех задач в едином интерфейсе — не требуется звонить в IT. При увольнении гарантируется полный возврат активов и передача дел. Снижает операционные затраты на обработку кадровых изменений на 50–70%.
функция,2,Обогащение данных о пользователе для инцидентов,"Функция предоставления ITSM контекстной информации о сотруднике при регистрации инцидента или запроса на обслуживание: подразделение, должность, функциональный руководитель, местоположение, тип трудового договора. Данные используются для маршрутизации, приоритизации и назначения исполнителей.","При создании обращения в ITSM система выполняет lookup сотрудника по employee_id или email в HRM через REST API, получая: unit_name, position, manager_name, work_location, phone, contract_type. Данные кэшируются в ITSM для обеспечения работы при недоступности HRM. Используются для: автоматического назначения группы поддержки (по подразделению), определения SLA (приоритет руководителя), выбора языка коммуникации.","Контекст о сотруднике повышает качество обслуживания: VIP-пользователи (руководители) получают приоритетную обработку, обращения автоматически направляются в группу поддержки нужного региона. Сокращает время маршрутизации инцидентов на 30–40%. Улучшает пользовательский опыт за счёт персонализированного подхода."
функция,2,Reconciliation кадровых данных,"Функция регулярной сверки данных между HRM и downstream-системами (IAM, ITSM) для выявления расхождений: сотрудники, присутствующие в HRM, но отсутствующие в IAM; активные учётные записи уволенных сотрудников; несоответствие подразделений между системами.","Reconciliation выполняется по расписанию (ежедневно) через сравнение выгрузок: список активных сотрудников из HRM (employee_id, status, unit_id) сравнивается со списком активных учётных записей в IAM и AD. Выявленные расхождения классифицируются: критичные (уволенный с активным доступом) ? немедленное уведомление; предупреждение (несоответствие подразделения) ? задача на корректировку. Результаты публикуются в dashboard и рассылаются ответственным.",Регулярная сверка исключает накопление 'висячих' учётных записей и избыточных прав доступа. Организации без reconciliation-процесса обнаруживают при аудите сотни незакрытых доступов уволенных сотрудников. Повышает достоверность кадровых данных и обеспечивает доказательный compliance при аудитах управления доступами.
функция,2,Мониторинг задержек синхронизации,"Функция контроля своевременности доставки кадровых данных и JML-событий в downstream-системы. Отслеживает метрики: время между кадровым приказом и созданием учётной записи, процент событий, обработанных в рамках SLA, количество необработанных событий в очереди.","Мониторинг реализуется через интеграцию с системами observability (APM, log aggregation). Каждое JML-событие маркируется временными метками: created_at (HRM), sent_at (шина), received_at (IAM), processed_at (IAM). Метрики рассчитываются: lag = processed_at - created_at, error_rate = failed_events / total_events, backlog = count of unprocessed events. При превышении порогов генерируются alerts в систему мониторинга.",Прозрачность метрик синхронизации позволяет выявлять проблемы в интеграционных потоках до их критического проявления. Обеспечивает соблюдение SLA по предоставлению доступов — важный показатель для HR и compliance. Поддерживает непрерывное улучшение: тренды метрик показывают эффективность автоматизации.
функция,1,Контроль дублей персональных данных,"Функция выявления и устранения дублирующихся записей о сотрудниках в HRM и связанных системах. Дубли возникают при повторном приёме, ошибках ручного ввода, слиянии данных из разных источников.","Дедупликация выполняется по правилам: точное совпадение табельного номера; fuzzy matching по ФИО+дате рождения; совпадение email или ИНН. При обнаружении дублей формируется задача на слияние записей с сохранением всех исторических данных. Требуется мастер-запись с persistent ID, стабильным при слиянии.",Устранение дублей сотрудников предотвращает ошибки при назначении прав доступа (дубль может получить избыточные права) и формировании отчётности (дубль искажает численность). Обеспечивает единообразие кадровых данных и корректность управленческой отчётности.
функция,2,Аудиторский след изменений,"Функция фиксации всех изменений кадровых данных с атрибуцией: кто изменил, что изменил, когда изменил, предыдущее и новое значение. Аудиторский след является обязательным требованием при compliance-аудитах и расследованиях инцидентов.","Аудит-лог хранит записи: timestamp, user_id (автор изменения), entity_type (Employee/OrgUnit/Position), entity_id, operation (CREATE/UPDATE/DELETE), field_name, old_value, new_value, ip_address. Журнал защищён от модификации (WORM — Write Once Read Many) или хранится в immutable storage. Экспорт в SIEM для корреляции с событиями безопасности. Срок хранения: 3–7 лет в зависимости от требований регулятора.",Непреложный аудиторский след обеспечивает доказательную базу при расследованиях инцидентов и аудитах. Позволяет определить ответственного при несанкционированных изменениях кадровых данных. Является обязательным требованием для сертификации ISO 27001 и прохождения аудитов SOX. Штрафы за отсутствие аудиторского следа могут достигать миллионов рублей.
функция,2,Защита персональных данных,"Функция обеспечения соответствия требованиям законодательства о защите персональных данных (GDPR, 152-ФЗ) при хранении и передаче кадровых данных. Включает шифрование, анонимизацию, управление согласиями, соблюдение прав субъектов.","Механизмы защиты: шифрование данных at rest (AES-256) и in transit (TLS 1.3), маскирование персональных данных при передаче в тестовые среды, псевдонимизация при аналитической обработке, управление согласиями на обработку ПДн, механизм отзыва согласия, процедура удаления данных по запросу субъекта (право на забвение). Реализуется role-based access control к кадровым данным внутри HRM.","Соответствие требованиям защиты ПДн предотвращает штрафы регуляторов (до 4% годовой выручки по GDPR, до 500 млн руб. по 152-ФЗ). Обеспечивает доверие сотрудников к корректной обработке их персональных данных. Поддерживает репутацию организации как ответственного работодателя."
функция,1,Формирование отчётов для аудита доступов,"Функция подготовки стандартных отчётов для внутренних и внешних аудиторов: перечень активных учётных записей с кадровыми данными, список уволенных сотрудниками с активными доступами, история изменений прав доступа, соответствие прав и должностей.","Отчёты формируются на основе данных HRM и IAM через SQL-запросы или API-агрегацию: Active Accounts Report (все активные учётные записи с ФИО, должностью, подразделением, датой последней активности); Terminated with Access (уволенные сотрудники с незакрытыми доступами); Role Compliance (соответствие назначенных прав должностной роли). Отчёты экспортируются в форматах PDF/XLSX с цифровой подписью.",Готовность отчётов для аудита сокращает время прохождения compliance-проверок с недель до часов. Обеспечивает доказательную базу для подтверждения соответствия требованиям регуляторов. Снижает риск штрафных санкций и репутационных потерей при выявлении нарушений.
функция,1,Экспорт кадровых данных в BI/DWH,Функция регулярной выгрузки агрегированных кадровых данных в хранилище данных для последующего анализа и формирования управленческой отчётности. Данные используются HR-департаментом и руководством для принятия стратегических решений.,"ETL-процесс извлекает данные из HRM через API или прямое подключение к БД, трансформирует (очистка, нормализация, агрегация) и загружает в DWH. Формируются витрины: FCT_EMPLOYEES (фактическая численность), DIM_ORG_STRUCTURE (справочник подразделений), FCT_JML_EVENTS (динамика приёмов/увольнений), FCT_CONTRACTS (структура договоров). Обновление: ежедневно (full load для справочников, incremental для фактов).","Агрегированные кадровые данные в BI позволяют анализировать тренды текучести, планировать численность, оптимизировать структуру персонала. Корреляция с финансовыми данными поддерживает точное бюджетирование ФОТ. Executive Dashboards дают руководству оперативную картину кадровой ситуации в компании."
функция,1,HR-KPI и метрики эффективности,"Функция расчёта ключевых показателей эффективности HR-процессов: текучесть кадров, средний стаж, время закрытия вакансии, стоимость приёма на работу, удовлетворённость onboarding-процессом. Метрики интегрируются в Executive Dashboards для C-level.",Метрики рассчитываются в BI на основе данных HRM: turnover_rate = уволенные / среднесписочная численность; time_to_fill = дата закрытия вакансии ? дата открытия; cost_per_hire = суммарные затраты на подбор / количество приёмов; onboarding_nps = результат опроса новых сотрудников. Данные визуализируются на дашбордах с drill-down до уровня подразделения и должности.,Измеримые HR-метрики поддерживают data-driven подход к управлению персоналом. Выявление подразделений с высокой текучестью позволяет своевременно вмешаться и улучшить условия работы. Оптимизация time_to_fill сокращает простои в работе команд. Инвестиции в HR-метрики окупаются за счёт снижения текучести ключевых специалистов.
функция,1,Управление локациями и удалённой работой,"Функция фиксации физического местоположения сотрудника (офис, филиал, удалённая работа) и управления соответствующими атрибутами для IT-систем. Данные используются для назначения групп поддержки, определения часовых поясов и применения политик безопасности.","Атрибуты местоположения хранятся в HRM: work_location (office_code/home/hybrid), office_address, timezone, region. Передаются в IAM для назначения региональных групп безопасности, в ITSM для маршрутизации обращений в локальную группу поддержки. При переводе на удалённую работу могут автоматически применяться дополнительные политики безопасности (MFA, DLP).","Учёт местоположения обеспечивает корректную маршрутизацию IT-поддержки: сотрудник в филиале получает помощь местной команды, а не центральной. Поддерживает compliance с региональными требованиями (локализация данных, трудовое законодательство). Упрощает управление гибридным форматом работы."
функция,1,Различение штатных и контракторов,"Функция фиксации типа трудовых отношений (штатный сотрудник, контрактор, аутсорс, стажёр) и применения дифференцированных политик доступа. Контракторы обычно имеют ограниченный набор прав, ограниченный срок действия доступов и расширенный мониторинг.","Атрибут contract_type передаётся из HRM в IAM и определяет применяемые политики: штатный ? стандартный RBAC; контрактор ? ограниченные роли, автоматический expiry доступа по дате окончания контракта; стажёр ? базовые роли, mentoring approval. IAM настраивает автоматические напоминания об истечении контракта за 30/14/7 дней.","Дифференцированное управление доступами для контракторов снижает риск утечек конфиденциальных данных — контракторы получают минимально необходимый набор прав. Автоматический expiry предотвращает ситуации, когда доступы контрактора остаются активными после окончания договора. Обеспечивает compliance с требованиями защиты интеллектуальной собственности."
