тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,3,Портал самообслуживания (self-service portal),"Веб-интерфейс для пользователей, позволяющий самостоятельно регистрировать инциденты, отслеживать статус, искать решения в базе знаний и выполнять типовые операции без обращения в Service Desk.","Веб-портал с адаптивным дизайном, SSO-аутентификация, персонализированный дашборд, каталог сервисов, формы с динамическими полями, интеграция с Knowledge Base, мобильная версия.",Снижение нагрузки на Service Desk на 20–40% за счёт deflection — перенаправления простых запросов на самообслуживание. Ускорение разрешения типовых проблем и повышение удовлетворённости пользователей контролем над процессом.
функция,2,База знаний и deflection,"Централизованное хранилище статей, процедур и решений для поддержки оперативной диагностики и разрешения инцидентов, с механизмом поиска и рекомендаций пользователям.","WYSIWYG-редактор статей, система категорий и тегов, полнотекстовый поиск, AI-рекомендации релевантных статей при создании тикета, метрики использования (просмотры, полезность), workflow утверждения контента.",Повышение FCR и снижение MTTR за счёт быстрого доступа к проверенным решениям. Механизм deflection — предложение релевантных статей до создания тикета — снижает нагрузку на Service Desk на 10–20%.
функция,1,MTTR (Mean Time To Resolution),"Ключевая метрика процесса управления инцидентами, измеряющая среднее время от регистрации инцидента до его полного разрешения и восстановления сервиса.","Автоматический расчёт MTTR на основе timestamp'ов жизненного цикла тикета, разбивка по категориям, приоритетам и командам, трендовый анализ и сравнение с целевыми значениями. Интеграция с BI для визуализации.",Снижение MTTR напрямую коррелирует с сокращением downtime бизнес-сервисов. Целевое снижение MTTR на 30% за счёт интеграции с CMDB и мониторингом — реалистичная цель первого года.
функция,1,FCR (First Call Resolution),"Метрика, отражающая процент инцидентов, разрешённых при первом обращении без эскалации на другие группы или уровни поддержки.",Автоматический расчёт FCR на основе анализа жизненного цикла тикета: если инцидент создан и закрыт одной группой без перехода на другой уровень — он считается разрешённым с первого контакта. Детализация по категориям и агентам.,Высокий FCR свидетельствует об эффективности первой линии поддержки и качестве базы знаний. Повышение FCR на 10% сокращает операционные затраты на Service Desk на 5–8% за счёт снижения количества переходов между группами.
функция,1,CSAT (Customer Satisfaction),"Индекс удовлетворённости пользователей качеством оказанной услуги поддержки, измеряемый через опросы после разрешения инцидента.","Автоматическая рассылка опросов после закрытия тикета, механизмы сбора обратной связи (NPS, шкала оценок, текстовый комментарий), анализ трендов, корреляция CSAT с метриками процесса (MTTR, FCR, SLA).",CSAT — прямой индикатор восприятия ИТ-услуг бизнесом. Высокий CSAT снижает риск теневых ИТ-закупок подразделениями и повышает лояльность к централизованной ИТ-функции.
категория,3,Критерии (Управление проблемами),"Управление проблемами — процесс ITIL, направленный на выявление и устранение корневых причин инцидентов для предотвращения их повторного возникновения. Включает анализ повторяющихся инцидентов, идентификацию известных ошибок, создание обходных решений и долгосрочное планирование устранения первопричин.","Процесс реализуется через выделение Problem-записей, корреляцию с инцидентами, анализ корневых причин (RCA), ведение Known Error Database (KEDB), управление workaround'ами и отслеживание решений. Интеграция с CMDB обеспечивает привязку проблем к конфигурационным единицам и их зависимостям.","Устранение корневых причин снижает количество повторяющихся инцидентов, что приводит к сокращению операционных затрат на 15–25% и повышению стабильности ИТ-сервисов. Проблемный менеджмент превращает ИТ из реактивной модели в проактивную."
функция,3,Связь инцидентов с известными ошибками,Автоматическое и ручное связывание вновь поступающих инцидентов с известными ошибками в KEDB для ускорения разрешения через предложение проверенных workaround'ов.,"Алгоритмы сопоставления симптомов инцидента с описаниями известных ошибок, автоматическое предложение workaround'ов агенту и пользователю, счётчик связанных инцидентов для приоритизации устранения проблемы.","Сокращение MTTR для инцидентов, связанных с известными ошибками, с часов до минут. Повторное использование workaround'ов снижает нагрузку на команды поддержки."
функция,3,Анализ повторяющихся инцидентов,"Выявление паттернов повторяющихся инцидентов через корреляцию по категориям, активам, симптомам и временным интервалам для определения скрытых проблем.","Аналитические инструменты для кластеризации инцидентов, детекция аномалий во временных рядах, корреляция по CI, категориям и ключевым словам, автоматическое создание Problem-записи при превышении порога повторов.","Выявление скрытых системных проблем, которые проявляются через множественные инциденты. Снижение количества повторяющихся инцидентов на 20–30% за счёт целенаправленного устранения первопричин."
функция,2,AI-идентификация root cause,"Использование алгоритмов машинного обучения для автоматического определения корневых причин инцидентов на основе анализа их характеристик, исторических данных и контекста CMDB.","ML-модели для анализа паттернов инцидентов, выявление аномалий, корреляция с изменениями и событиями мониторинга, рекомендации по наиболее вероятной root cause с оценкой достоверности.","Сокращение времени на ручной RCA с часов до минут, повышение точности определения корневых причин и ускорение принятия решений о долгосрочном устранении проблемы."
функция,3,База известных ошибок (Known Error Database),"Централизованный реестр задокументированных ошибок с описанием симптомов, корневых причин и обходных решений (workarounds), используемый для ускорения разрешения связанных инцидентов.","Структурированная база данных с атрибутами Known Error: описание, статус, связанные CI, workaround, planned fix date, связанные инциденты и проблемы. Интеграция с Incident Management для автоматического предложения workaround'ов.","Сокращение времени разрешения инцидентов, связанных с известными ошибками. KEDB служит интеллектуальным активом организации, аккумулируя экспертизу команды поддержки."
функция,3,Обходные решения (workarounds) и документация,"Создание, хранение и управление временными решениями для минимизации влияния проблемы на бизнес до момента окончательного устранения корневой причины.","Механизмы документирования workaround'ов с атрибутами (условия применения, ограничения, риски), workflow утверждения, автоматическая подстановка workaround'ов при регистрации связанных инцидентов, отслеживание эффективности.",Минимизация бизнес-влияния проблем через быстрое применение проверенных временных решений. Документирование workaround'ов обеспечивает независимость от конкретных экспертов.
функция,2,Анализ трендов для предотвращения повторений,"Аналитическая функция для выявления тенденций в потоке инцидентов, прогнозирования потенциальных проблем и планирования превентивных действий.","Временной анализ потока инцидентов, детекция сезонных паттернов, корреляция с пиками нагрузки, отчёты по трендам с рекомендациями, интеграция с predictive analytics.",Переход от реактивного к проактивному управлению: предотвращение проблем до их возникновения. Снижение количества инцидентов на 10–15% за счёт превентивных мер.
категория,3,Критерии (Управление изменениями),"Управление изменениями — процесс ITIL, обеспечивающий контролируемое внесение изменений в ИТ-инфраструктуру и сервисы с минимизацией рисков и негативного влияния на бизнес. Включает оценку, согласование, планирование, реализацию и пост-ревью всех изменений.","Процесс реализуется через типизацию изменений (стандартные, нормальные, экстренные), workflow согласования, интеграцию с CMDB для impact analysis и оценки рисков, управление окнами обслуживания, rollback-планы и audit trail всех изменений.",Снижение риска сбоев при внесении изменений на 40–60% за счёт структурированного подхода к оценке и согласованию. Управление изменениями обеспечивает баланс между скоростью внедрения изменений и стабильностью сервисов.
функция,3,"Типы изменений (стандартные, нормальные, экстренные)","Классификация изменений по уровню риска, сложности и срочности для применения дифференцированного подхода к согласованию и реализации.","Модель типизации: стандартные (pre-approved, низкий риск, автоматическое выполнение), нормальные (требуют оценки и согласования CAB), экстренные (аварийные, ускоренный workflow). Настраиваемые критерии для каждого типа.",Ускорение выполнения низкорискованных стандартных изменений и повышенный контроль над критичными. Правильная типизация снижает среднее время согласования стандартного изменения с дней до часов.
функция,3,Workflow утверждений (approval governance),"Структурированный процесс согласования изменений с участием ответственных сторон, обеспечивающий оценку рисков и влияния до реализации изменения.","Настраиваемые workflow согласования, параллельные и последовательные маршруты, электронные подписи, делегирование полномочий, SLA на время согласования, интеграция с корпоративными системами управления задачами.","Обеспечение прозрачности и подотчётности процесса согласования, сокращение времени на согласование, исключение несанкционированных изменений и создание audit trail для compliance."
функция,2,CAB (Change Advisory Board) интеграция,"Интеграция с деятельностью совета по консультированию в области изменений, обеспечивающая организацию регулярных заседаний, учёт повестки и протоколирование решений.","Управление заседаниями CAB, автоматическое формирование повестки, интеграция с календарями, голосование и фиксация решений, связывание решений CAB с change requests, отчётность по активности CAB.",Структурирование работы CAB повышает качество принятия решений по критичным изменениям и обеспечивает доказуемость процесса governance для аудиторов.
функция,2,Автоматическая оценка влияния на сервисы,Автоматический анализ влияния запланированного изменения на ИТ-сервисы на основе данных CMDB о зависимостях конфигурационных единиц.,"Impact analysis engine, запрос зависимостей CI из CMDB, определение затронутых сервисов и пользователей, расчёт уровня риска на основе критичности компонентов, визуализация карты влияния.","Снижение количества сбоев, вызванных неучтёнными зависимостями при изменениях. Автоматическая оценка влияния позволяет выявить скрытые риски и повысить успешность изменений до 90%."
функция,3,Связь с CMDB (зависимости и impact analysis),"Интеграция процесса управления изменениями с CMDB для получения полного контекста затронутых активов, их зависимостей и влияния на бизнес-сервисы.","Автоматический запрос CI и связей из CMDB при создании change request, построение service map для определения scope изменения, обновление статусов CI в CMDB при реализации изменения, audit trail связей.",Принятие обоснованных решений об изменениях на основе полной картины влияния. Связь с CMDB снижает риск незапланированных сбоев на 30–50%.
функция,3,Rollback-планы и тестирование,"Планирование и документирование процедур отката изменений в случае неуспеха, включая критерии принятия решения об откате и автоматизацию процесса восстановления.","Шаблоны rollback-планов, чек-листы тестирования, интеграция с системами развёртывания, автоматические backup'ы перед изменением, критерии go/no-go, workflow активации rollback.","Минимизация времени восстановления при неуспешных изменениях, снижение MTTR для change-related инцидентов. Наличие документированного плана отката сокращает время восстановления на 50–70%."
функция,3,История всех изменений,"Централизованный реестр всех выполненных изменений с полной историей жизненного цикла, обеспечивающий прослеживаемость и анализ практик.","Журнал изменений с атрибутами (дата, автор, тип, затронутые CI, результат), полный audit trail, фильтрация и поиск, интеграция с отчётностью, долгосрочное архивирование.","Обеспечение требований compliance и audit, возможность анализа успешности изменений по командам и типам, формирование базы знаний для повторного использования успешных практик."
функция,2,Compliance-отчётность,"Формирование отчётности по процессу управления изменениями для внутренних и внешних аудиторов, регуляторов и стейкхолдеров.","Предустановленные шаблоны отчётов, кастомизируемые дашборды, экспорт в различные форматы, автоматическая рассылка, соответствие требованиям ITIL, ISO 20000, SOX.","Доказуемость соблюдения регуляторных требований, снижение риска штрафов за нарушение compliance, повышение зрелости процессов ИТ-управления."
категория,3,Критерии (Service Catalog),"Service Catalog — централизованный реестр ИТ-услуг, доступных для заказа бизнес-подразделениями, с описанием состава, SLA, стоимости и процедур предоставления каждой услуги. Является ключевым элементом взаимодействия ИТ с бизнесом и основой для управления спросом на ИТ-услуги.","Иерархическая структура сервисов и подсервисов, интеграция с SLA management, механизмы chargeback/showback, портал запросов с формами, workflow автоматического выполнения стандартных запросов, интеграция с CMDB для определения scope предоставления.","Повышение прозрачности ИТ-услуг для бизнеса, стандартизация запросов, сокращение времени предоставления стандартных услуг на 40–60% за счёт автоматизации и формализации процессов."
функция,3,Иерархия сервисов и подсервисов,"Структурированное представление ИТ-услуг в виде иерархии бизнес-сервисов и их технических компонентов, обеспечивающее понятную навигацию и управление.","Древовидная структура сервисов (business services, technical services, supporting services), привязка к CI в CMDB, настраиваемые атрибуты для каждого уровня, визуальное представление иерархии, права доступа по подразделениям.","Прозрачная структура услуг позволяет бизнесу понимать доступные возможности и заказывать именно то, что нужно. Иерархия сервисов формирует общий язык между ИТ и бизнесом."
функция,3,SLA для каждой услуги,"Определение и публикация соглашений об уровне обслуживания для каждой услуги каталога, включая время реакции, разрешения и условия доступности.","Привязка SLA к каждому сервису и подсервису, многоуровневые SLA ( platinum/gold/silver ), учёт рабочих часов, автоматический расчёт SLA при заказе, отображение SLA на портале для пользователя.",Чёткое понимание бизнесом условий предоставления услуг и временных рамок. Публикация SLA формирует ожидания и повышает доверие к ИТ-департаменту.
функция,2,Стоимость услуг (chargeback/showback),Механизмы учёта и распределения стоимости ИТ-услуг между потребителями через модели chargeback (возврат затрат) или showback (прозрачное отображение).,"Интеграция с системами учёта затрат, расчёт стоимости единицы услуги, распределение по подразделениям/проектам, дашборды потребления, интеграция с FinOps для облачных расходов.","Повышение осознанности бизнеса в части стоимости ИТ-услуг, стимулирование рационального потребления. Showback создаёт прозрачность, chargeback мотивирует к оптимизации."
функция,3,Портал запросов с формами,"Интерфейс для заказа ИТ-услуг через структурированные формы, обеспечивающий сбор необходимой информации и запуск workflow выполнения запроса.","Конструктор форм с динамическими полями, условная логика отображения, валидация вводимых данных, превью заказа, интеграция с workflow engine, мобильная адаптация.","Стандартизация заказа услуг снижает количество уточнений и ошибок, ускоряет выполнение запросов. Понятные формы повышают удовлетворённость пользователей."
функция,3,Автоматизация выполнения стандартных запросов,"Автоматическое выполнение типовых запросов на предоставление услуг (создание учётных записей, выделение ресурсов, установка ПО) без участия оператора.","Интеграция с оркестраторами (RPA, PowerShell, REST API), workflow автоматического выполнения, обработка ошибок, rollback для неуспешных операций, логирование всех действий.","Сокращение времени предоставления стандартных услуг с дней до минут, высвобождение ресурсов Service Desk для сложных задач, повышение точности выполнения за счёт исключения человеческого фактора."
функция,3,Отслеживание статуса запроса пользователем,Возможность пользователя самостоятельно отслеживать прогресс выполнения заказанной услуги через портал self-service.,"Персонализированный dashboard с активными запросами, timeline выполнения, push-уведомления об изменениях статуса, интеграция с чат-ботами для запроса статуса.","Снижение нагрузки на Service Desk от запросов статуса на 15–25%, повышение прозрачности процесса и удовлетворённости пользователей."
категория,3,Критерии (Asset & CMDB),"Управление конфигурационными данными и активами (CMDB) — центральная функция ITSM, обеспечивающая единую модель данных обо всех ИТ-активах, их атрибутах и взаимосвязях. CMDB служит фундаментом для impact analysis, управления инцидентами, изменениями и жизненным циклом активов.","CMDB реализуется как распределённый граф активов (Asset Graph) с вершинами-CI и рёбрами-зависимостями. Поддерживает интеграцию с discovery-инструментами для автоматического обнаружения и актуализации, управление жизненным циклом актива, лицензионный учёт, отслеживание контрактов и гарантий. Технически CMDB использует гибридную (multi-model) архитектуру: графовую для топологии и реляционную для атрибутов.","Единая модель данных об активах сокращает MTTR на 25–40%, обеспечивает обоснованное принятие решений о ремонте/замене оборудования и позволяет рассчитывать TCO по сервисам. Инвестиции в CMDB окупаются за счёт сокращения downtime и оптимизации расходов на активы."
функция,3,Единая модель данных (single data model),"Централизованная схема данных, определяющая классы CI, их атрибуты и отношения, обеспечивающая согласованность данных об активах во всех процессах ITSM.","CMDB data model с классами CI (hardware, software, network, services, documentation), стандартизированными атрибутами, типами отношений (depends on, runs on, connected to), версионированием схемы и механизмами кастомизации.","Единая модель данных исключает дублирование и противоречия в учёте активов, формирует основу для точного анализа влияния и обеспечивает согласованность данных между процессами."
функция,3,Связи между CI и зависимости,Моделирование отношений между конфигурационными единицами для определения зависимостей и построения service map — карты сервисов.,"Графовая модель связей CI, типы отношений (parent-child, dependency, hosting, membership), автоматическое построение service map, визуализация топологии, impact analysis по связям.","Понимание зависимостей позволяет оценить полное влияние инцидента или изменения на бизнес-сервисы, сокращает время диагностики и повышает качество принятия решений."
функция,2,Визуальный CMDB (карты зависимостей),Графическое представление топологии ИТ-инфраструктуры и зависимостей сервисов для наглядного анализа влияния и навигации по CI.,"Интерактивные графовые визуализации (force-directed graphs, hierarchical layouts), drill-down от бизнес-сервиса до компонентов, фильтрация по типам CI и связям, экспорт схем, интеграция с APM для отображения performance data.","Визуализация топологии сокращает время impact analysis с часов до минут, делает сложные зависимости понятными для аналитиков и руководителей, повышает скорость принятия решений при инцидентах."
функция,3,Актуализация из discovery-инструментов,Автоматическое обновление данных CMDB на основе результатов сканирования discovery-инструментов для поддержания актуальности инвентаря.,"Интеграция с Discovery, Inventory, Cloud Inventory через API, автоматическое создание и обновление CI, reconciliation-правила для сопоставления обнаруженных и существующих CI, метрики freshness данных.",Поддержание актуальности CMDB без ручного труда сокращает операционные затраты и повышает доверие к данным. Актуальный CMDB — основа для точного impact analysis.
функция,3,Жизненный цикл актива (от закупки до утилизации),"Управление полным жизненным циклом актива: планирование, закупка, ввод в эксплуатацию, эксплуатация, модернизация, списание и утилизация.","Статусная модель жизненного цикла CI, workflow переходов между статусами, интеграция с ERP для закупок, расчёт амортизации, отслеживание гарантийных сроков, управление ликвидностью.","Оптимизация затрат на активы за счёт рационального управления жизненным циклом, предотвращение простоя оборудования по гарантийным случаям, обоснование инвестиций в замену."
функция,2,Лицензионный учёт и compliance,"Отслеживание программных лицензий, их соответствия фактически установленному ПО и обеспечение compliance с лицензионными соглашениями.","Интеграция с SAM-решениями, сопоставление установленного ПО с entitlement, выявление рисков недолицензирования и избытка, отслеживание сроков лицензий, отчётность для аудитов.","Снижение риска финансовых санкций за нарушение лицензионных соглашений, выявление неиспользуемых лицензий для оптимизации затрат. Типовая экономия от SAM-оптимизации — 15–30% от годового бюджета на ПО."
функция,2,Контракты и гарантии,"Управление договорами на обслуживание активов, гарантийными обязательствами и соглашениями с поставщиками для оптимизации затрат на поддержку.","Хранение контрактов и их атрибутов (сроки, условия, SLA, контакты), автоматические уведомления об окончании сроков, интеграция с инцидентным процессом для проверки гарантии при сбое, отчётность по контрактам.","Предотвращение пропуска сроков гарантий и контрактов, оптимизация расходов на обслуживание через своевременное использование гарантийных обязательств."
категория,2,Критерии (Автоматизация и AI),"Автоматизация и искусственный интеллект в ITSM направлены на сокращение ручного труда, ускорение обработки тикетов, повышение точности принятия решений и переход от реактивной к проактивной модели обслуживания.","Включает no-code/low-code конструкторы процессов, интеграцию с RPA/SOAR, ML-модели для классификации и маршрутизации тикетов, предиктивную аналитику, чат-ботов и virtual agents. Интеграция с оркестраторами позволяет выполнять автоматические действия по заданным правилам.","Автоматизация рутинных операций снижает операционные затраты на 20–40%, а AI-триаж ускоряет обработку тикетов. Предиктивная аналитика позволяет предотвращать инциденты до их возникновения, снижая downtime на 10–15%."
функция,2,No-code/low-code конструктор процессов,Визуальный инструмент для создания и модификации workflow ITSM-процессов без необходимости программирования.,"Drag-and-drop редактор workflow, настраиваемые узлы (условия, действия, уведомления, API-вызовы), версионирование, тестовый запуск, интеграция с BPMN, готовые шаблоны для ITIL-процессов.","Сокращение time-to-market для новых процессов с недель до дней, снижение зависимости от ИТ-разработки, повышение гибкости адаптации процессов под меняющиеся требования."
функция,3,"Автоматические действия (assignment, уведомления, обновления)","Выполнение предопределённых действий по заданным правилам: автоматическое назначение исполнителя, отправка уведомлений, обновление полей тикета.","Rule engine с условиями (IF-THEN-ELSE), триггеры по событиям и расписанию, автоматическое назначение по round-robin/загрузке/компетенциям, bulk-операции, интеграция с внешними системами через API.","Сокращение времени обработки тикетов на 20–30% за счёт автоматизации рутинных операций, снижение ошибок ручного назначения и повышение скорости реакции."
функция,2,"Интеграция с оркестраторами (RPA, SOAR)",Подключение ITSM-платформы к системам роботизации (RPA) и оркестрации (SOAR) для выполнения сложных автоматизированных сценариев.,"REST API для вызова сценариев RPA/SOAR, webhook'и, обмен данными, запуск playbooks из ITSM, обработка результатов выполнения, интеграция с ServiceNow Orchestration, Microsoft Power Automate.","Расширение возможностей автоматизации за счёт использования готовых сценариев оркестрации, ускорение выполнения межсистемных процессов и снижение ручного труда."
функция,2,AI-классификация и маршрутизация тикетов,Применение машинного обучения для автоматического определения категории и направления тикетов на основе анализа их содержания.,"NLP-модели для извлечения сущностей из текста тикета, ML-классификаторы категорий, рекомендательные системы для подбора исполнителя, continuous learning на основе обратной связи.","Сокращение времени маршрутизации на 40–60%, повышение точности первичного назначения на 20–30%, высвобождение первой линии от ручной классификации."
функция,2,AI-рекомендации по решению,"Интеллектуальная система рекомендаций решений на основе анализа схожих инцидентов, базы знаний и исторических данных.","ML-модели поиска похожих инцидентов, ранжирование решений по вероятности успеха, рекомендации статей из KB, подсказки агентам в интерфейсе, обучение на успешных разрешениях.","Повышение FCR на 15–25%, сокращение времени обучения новых агентов, передача экспертизы через систему рекомендаций, снижение зависимости от ключевых экспертов."
функция,2,Предиктивная аналитика (прогнозирование инцидентов),"Использование анализа данных для выявления паттернов, предшествующих инцидентам, и формирования предупреждений до возникновения сбоев.","ML-модели для детекции аномалий во временных рядах метрик, корреляция событий мониторинга с историческими инцидентами, расчёт вероятности инцидента, интеграция с Monitoring для early warning.","Переход от реактивного к проактивному управлению, снижение количества инцидентов на 10–15%, предотвращение критичных сбоев через превентивные действия."
функция,1,Чат-боты и virtual agents,"Виртуальные ассистенты для автоматизации взаимодействия с пользователями: приём обращений, ответы на частые вопросы, создание тикетов и предоставление статуса.","NLU-движки (Natural Language Understanding), интеграция с мессенджерами (Teams, Slack, Telegram), диалоговые сценарии, escalation на оператора при нераспознавании, интеграция с ITSM API.","Deflection до 30% простых обращений от Service Desk, круглосуточная доступность поддержки, повышение удовлетворённости пользователей за счёт мгновенных ответов."
категория,3,Критерии (SLA Management),"Управление соглашениями об уровне обслуживания (SLA) — процесс определения, мониторинга и обеспечения соблюдения договорных обязательств по доступности, времени реакции и разрешения инцидентов. Включает многоуровневые SLA, OLA, UC и механизмы real-time tracking.","SLA engine с расчётом целевых времени на основе приоритетов, календарей и рабочих часов, real-time tracking с алертами при приближении к порогу, интеграция с инцидентным и сервисным процессами, breach analysis и отчётность.","Гарантия качества ИТ-услуг для бизнеса, доказуемость выполнения обязательств, возможность расчёта penalty/bonus по контрактам. Соблюдение SLA повышает доверие к ИТ-функции и снижает риск финансовых санкций."
функция,3,SLA по доступности сервиса (%),"Определение и отслеживание целевого уровня доступности ИТ-сервисов, измеряемого как процент времени работоспособности в течение отчётного периода.","Расчёт uptime на основе данных мониторинга, учёт плановых и неплановых простоев, исключение окон обслуживания, агрегирование по периодам, отчётность по достижению целевых значений.",Доступность сервисов напрямую влияет на производительность бизнеса. SLA по доступности формирует чёткие ожидания и обеспечивает подотчётность ИТ за качество предоставления услуг.
функция,3,SLA по времени реакции (response time),"Согласованное время, в течение которого Service Desk должен начать работу над инцидентом после его регистрации, в зависимости от приоритета.","Автоматический расчёт TTR (Time To React) от момента регистрации до первого действия, учёт рабочих часов и календарей, алерты при приближении к порогу SLA, отчётность по соблюдению.",Гарантия своевременной реакции на сбои снижает бизнес-влияние инцидентов и формирует доверие к процессу поддержки.
функция,3,SLA по времени разрешения (resolution time),Согласованное время полного разрешения инцидента и восстановления сервиса в зависимости от его приоритета и категории.,"Автоматический расчёт TTO (Time To Own) и resolution time, трекинг времени в каждом статусе, pause при ожидании пользователя, отчётность по breach'ам и trends.","Чёткие сроки разрешения позволяют бизнесу планировать операции в условиях сбоев, а ИТ — фокусироваться на критичных инцидентах."
