тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
категория,3,Критерии (Покрытие ландшафта),"Категория определяет диапазон типов программного обеспечения, платформ и сред, которые SAM-платформа способна учитывать и управлять. Полнота покрытия ландшафта — ключевой фактор эффективности SAM: система, не поддерживающая enterprise-комплексы (Oracle, SAP), SaaS-приложения или специфические платформы, оставляет значительные сегменты без контроля, создавая зоны лицензионного риска.","Покрытие ландшафта оценивается по нескольким измерениям: поддержка on-premise платформ (Windows, Linux, macOS, UNIX, IBM Power), облачных сред (AWS, Azure, GCP, Oracle Cloud), SaaS-приложений (Microsoft 365, Salesforce, ServiceNow, Slack), сложных enterprise-систем (Oracle DB, SAP, IBM middleware, VMware), мобильных приложений, контейнерных сред (Docker, Kubernetes) и browser extensions. Каждый тип ПО требует специализированного механизма обнаружения и лицензионной модели.",Широкое покрытие ландшафта минимизирует лицензионные риски и обеспечивает единый контроль за всем ПО-флотом организации. Отсутствие поддержки enterprise-комплексов или SaaS-приложений ведёт к formation shadow IT и неконтролируемым расходам. Единая платформа для всех типов ПО снижает совокупную стоимость владения SAM-инструментами и повышает operational efficiency за счёт централизации процессов.
функция,3,"On-premise приложения (Windows, Linux, macOS)","Способность SAM-платформы обнаруживать, инвентаризировать и управлять лицензиями для приложений, установленных on-premise — на серверах, рабочих станциях и виртуальных машинах под управлением Windows, Linux и macOS. Это традиционная и наиболее зрелая область SAM.","SAM-платформа использует агентное и агентless-сканирование для сбора данных об установленном ПО: данные из реестра Windows (HKLM\Software), пакетные менеджеры Linux (RPM, dpkg, snap, flatpak), System Profiler и установки .app на macOS. Software Recognition Engine сопоставляет собранные данные с каталогом продуктов для идентификации точного названия, версии, редакции и определения лицензионной модели. Поддержка включает desktop-приложения, серверное ПО, middleware, базы данных и системные компоненты.","On-premise приложения составляют основу лицензионных обязательств большинства организаций. Точный учёт этих активов критичен для compliance с соглашениями Microsoft, Adobe, VMware и других крупных вендоров. Оптимизация on-premise лицензий даёт наибольший экономический эффект за счёт масштаба использования."
функция,3,SaaS-приложения (включая shadow IT),"Поддержка управления SaaS-приложениями — от корпоративных подписок (Microsoft 365, Google Workspace, Salesforce) до shadow IT, выявленного через SSO-логи, browser extensions и анализ сетевого трафика. SaaS-управление включает мониторинг пользователей, уровней подписок, фактического использования и затрат.","SAM-платформа интегрируется с SSO-провайдерами (Okta, Azure AD, Ping Identity), CASB (Microsoft Defender for Cloud Apps, Netskope) и непосредственно с API SaaS-провайдеров для сбора данных о подписках, назначенных лицензиях, уровнях тарифов и метриках использования (last login, feature usage, storage consumption). Обнаружение shadow IT реализуется через анализ аутентификационных логов, DNS-запросов и интеграцию с expense management системами.","SaaS-управление критично, поскольку облачные подписки составляют всё большую долю ИТ-бюджета и часто закупаются вне центрального контроля. Выявление shadow IT снижает риски безопасности, оптимизация уровней подписок и удаление неактивных пользователей снижает затраты на 15-25%."
функция,2,Облачные сервисы и подписки,"Управление лицензиями и подписками для облачных сервисов — IaaS, PaaS и managed services (AWS RDS, Azure SQL, Google BigQuery, облачные лицензии Microsoft). Включает учёт ресурсов, оптимизацию тарификации и контроль расходов.","SAM-платформа интегрируется с облачными провайдерами через API для сбора данных о запущенных сервисах, их конфигурациях, метках (tags) и расходах. Данные сопоставляются с моделями лицензирования BYOL (Bring Your Own License) и SPLA (Services Provider License Agreement). Интеграция с FinOps-платформами обеспечивает распределение затрат по проектам и командам с возможностью chargeback.","Облачные сервисы требуют специализированного лицензионного учёта, поскольку многие вендоры применяют гибридные модели лиценцирования (on-prem + cloud). Контроль облачных подписок предотвращает 'забытые' ресурсы, которые продолжают тарифицироваться без бизнес-назначения, и обеспечивает оптимизацию облачных затрат."
функция,2,"Комплексное ПО (Oracle, SAP, IBM middleware)","Поддержка лицензионного учёта для сложных enterprise-систем — Oracle Database и приложений, SAP ERP, IBM middleware (WebSphere, MQ, DB2). Эти продукты имеют сложные метрики лицензирования (процессорные, ядерные, конкурентные) и требуют специализированного подхода к расчёту compliance.","SAM-платформа реализует vendor-specific движки для расчёта лицензионных метрик: для Oracle — учёт процессорных факторов (core factor table), опций и менеджеров пакетов; для SAP — учёт named users, engine licenses и indirect access; для IBM — учёт PVU (Processor Value Unit) и авторизованных пользователей. Требуется точная инвентаризация аппаратной конфигурации хостов (количество сокетов, ядер, потоков) для корректного расчёта.","Enterprise-комплексы — наиболее дорогостоящая категория ПО, и риски недолицензирования здесь наиболее значительны: штрафы при аудите Oracle или SAP могут достигать миллионов долларов. Специализированный SAM для этих продуктов — страховой полис, обеспечивающий доказуемый compliance и оптимизацию лицензионных затрат через rightsizing."
функция,1,Браузерные расширения и web-приложения,"Обнаружение и учёт браузерных расширений, плагинов и web-приложений, установленных пользователями в корпоративных браузерах. Эта категория ПО часто остаётся вне поля зрения традиционного SAM, но может создавать риски безопасности и compliance.","SAM-платформа интегрируется с браузерными management-решениями (Google Chrome Enterprise, Microsoft Edge Management) или использует endpoint-агенты для сбора списка установленных расширений и плагинов. Данные сопоставляются с реестром известных расширений для выявления неавторизованных или потенциально опасных компонентов. Анализ использования web-приложений выполняется через proxy-логи или CASB-интеграции.","Браузерные расширения — часто упускаемый вектор риска: вредоносные плагины могут собирать корпоративные данные, перехватывать сессии и компрометировать учётные записи. Контроль за расширениями снижает attack surface и обеспечивает compliance с корпоративными политиками безопасности."
категория,3,Критерии (Управление лицензиями),"Категория охватывает способности системы управлять лицензионными правами (entitlements), сопоставлять их с фактическим использованием ПО, отслеживать consumption по vendor-specific метрикам и обеспечивать compliance с лицензионными соглашениями. Управление лицензиями — ядро SAM-процесса: именно здесь формируется доказуемая позиция compliance и выявляются возможности оптимизации.","Управление лицензиями включает импорт entitlement-данных из контрактов, purchase orders и лицензионных соглашений (Cisco Smart Accounts, Microsoft VLSC, Adobe Admin Console, SAP Support Portal). SAM-платформа сопоставляет purchased rights с discovered installations для расчёта effective license position (ELP). Для каждого вендора реализуется специфическая метрика лицензирования: процессорные (Oracle), ядерные (Microsoft SQL Server), named user (SAP), concurrent (Citrix), storage-based (VMware vSAN). Система отслеживает consumption trends и генерирует алерты при приближении к порогу compliance.","Эффективное управление лицензиями — основа снижения ИТ-затрат и предотвращения рисков. До 30% ИТ-бюджета теряется на неиспользуемых лицензиях, а штрафы при аудите крупных вендоров могут достигать сотен тысяч долларов. Сопоставление entitlements с фактическим использованием даёт организации доказуемую позицию compliance и аргументы для переговоров с вендорами."
функция,3,Сопоставление entitlements с фактическим использованием,"Процесс сверки приобретённых лицензионных прав (entitlements — количество, тип, метрика, срок действия) с фактически обнаруженными установками и использованием ПО. Результат — effective license position (ELP), показывающий избыток или дефицит лицензий.","SAM-платформа импортирует entitlement-данные из контрактов, purchase orders, лицензионных порталов вендоров (Microsoft VLSC, Adobe VIP, Cisco Smart Licensing) и ERP-систем. Данные нормализуются к единому формату: SKU, количество, метрика лицензирования, версионный диапазон, срок действия. Движок reconciliation сопоставляет entitlements с discovered installations с учётом upgrade/downgrade rights, вторичного использования и virtualization rights. Результат — отчёт ELP по каждому продукту и вендору с расшифровкой расхождений.",Сопоставление entitlements с использованием — ключевая функция для compliance-аудитов. При проверке Microsoft или Oracle аудиторы требуют доказательство прав на каждую установку. Автоматизированный ELP сокращает время подготовки к аудиту с недель до часов и снижает риск финансовых санкций. Выявление избыточных лицензий даёт непосредственную экономию.
функция,3,Отслеживание consumption по vendor-specific метрикам,"Мониторинг потребления лицензий по специфическим для каждого вендора метрикам: процессорные (Oracle), ядерные (Microsoft SQL Server), named users (SAP), concurrent sessions (Citrix), storage capacity (VMware). Отслеживание позволяет прогнозировать нехватку лицензий и планировать закупки.",SAM-платформа реализует vendor-specific движки расчёта consumption: для Oracle — core factor calculation с учётом многопоточности; для Microsoft SQL Server — учёт физических ядер и виртуальных экземпляров по модели Per Core; для SAP — подсчёт named users по типам лицензий и indirect access; для IBM — расчёт PVU по модели процессора. Данные собираются регулярно (ежедневно/еженедельно) и визуализируются в виде трендов с прогнозом пересечения порога entitlements.,"Отслеживание consumption по vendor-specific метрикам предотвращает внезапный дефицит лицензий, который может привести к остановке бизнес-процессов или штрафам. Прогнозирование потребления позволяет оптимально планировать закупки, избегая экстренных конрактов по завышенным ценам, и даёт leverage при переговорах с вендорами на основе фактических данных."
функция,3,Выявление compliance gaps до аудита,Проактивное выявление зон недолицензирования или нарушения условий лицензионных соглашений до проведения формального аудита вендором. Это даёт организации время на устранение проблем добровольно и с минимальными затратами.,"SAM-платформа анализирует effective license position (ELP) по каждому вендору и продукту, выявляя расхождения между entitlements и фактическим использованием. Система применяет vendor-specific правила: учёт virtualization rights для Microsoft, core factor table для Oracle, indirect access для SAP. Выявленные gaps классифицируются по критичности (critical/high/medium/low), оцениваются в денежном выражении (стоимость устранения) и формируются в remediation-план с приоритизацией.","Выявление compliance gaps до аудита — страховой механизм, снижающий финансовые и репутационные риски. Стоимость добровельного устранения недолицензирования в 3-5 раз ниже штрафов, предъявляемых при формальном аудите. Кроме того, proactiven подход формирует позитивные отношения с вендорами и даёт время на переговоры о_true-up_ на выгодных условиях."
функция,3,"Поддержка сложных enterprise-лицензий (Oracle, Microsoft, SAP, Adobe)","Способность SAM-платформы корректно интерпретировать и применять сложные лицензионные модели крупных вендоров, включая процессорные лицензии Oracle, ядерные модели Microsoft SQL Server, named user лицензии SAP и подписочные модели Adobe Creative Cloud для enterprise.","Поддержка enterprise-лицензий требует vendor-specific логики: для Oracle — расчёт лицензий с учётом core factor, опций (Options Packs), менеджеров пакетов (Management Packs) и правил лицензирования в виртуальных средах (Soft Partitioning vs Hard Partitioning); для Microsoft SQL Server — расчёт Per Core с учётом физических ядер, виртуальных экземпляров и Software Assurance; для SAP — учёт named user licenses по категориям (Professional, Limited Professional, Employee), engine licenses и indirect/digital access; для Adobe — управление подписками Creative Cloud for Enterprise с учётом named users и хранилищ. Платформа должна регулярно обновлять каталог лицензионных правил при изменении программ лицензирования вендоров.",Enterprise-лицензии составляют наибольшую долю затрат на ПО и несут наибольшие риски. Неправильное понимание лицензионных условий Oracle или Microsoft может привести к многомиллионным штрафам. Специализированная поддержка этих вендоров в SAM-платформе обеспечивает точный расчёт compliance и защищает организацию от финансовых претензий.
функция,2,"Seat-based, usage-based, role-based, storage-based лицензии","Поддержка различных моделей лицензирования: по количеству рабочих мест (seat-based), по фактическому использованию (usage-based), по ролям пользователей (role-based), по объёму хранилища (storage-based). Гибкость в поддержке моделей позволяет учитывать современные тренды лицензирования.","SAM-платформа поддерживает лицензионные метрики: seat-based — подсчёт уникальных пользователей/устройств с доступом к продукту; usage-based — измерение фактического времени использования, количества transactions или consumed ресурсов (метрики собираются через API продуктов или агенты); role-based — сопоставление пользователей с ролями в IAM и назначение соответствующих типов лицензий (Professional vs Limited); storage-based — мониторинг объёма данных в хранилище (Snowflake, Databricks, cloud storage). Каждая модель требует своего механизма сбора данных и расчёта.","Разнообразие лицензионных моделей отражает тренд перехода от капитальных затрат на ПО к операционным (subscription, pay-per-use). Поддержка всех моделей в единой платформе обеспечивает прозрачный учёт затрат и позволяет выбирать оптимальную модель для каждого типа ПО, снижая совокупную стоимость владения."
функция,2,"Subscription, perpetual, concurrent licenses","Поддержка различных типов лицензий: подписочных (subscription) с регулярной оплатой и ограниченным сроком действия, бессрочных (perpetual) с единовременной покупкой, конкурентных (concurrent) с ограничением по числу одновременных сессий.","SAM-платформа ведёт учёт типа лицензии для каждого продукта и отслеживает соответствующие атрибуты: для subscription — срок действия, условия renewal, уровень подписки (Basic/Pro/Enterprise), количество licensed users; для perpetual — версионный диапазон, право на апгрейд (Software Assurance), количество установок; для concurrent — максимальное количество одновременных сессий, механизм лицензионного сервера (FlexLM, IBM LUM). Платформа отслеживает сроки renewal и expiration, генерируя алерты за N дней.","Разные типы лицензий требуют разных подходов к управлению: subscription требует контроля сроков renewal и оптимизации уровней, perpetual — контроля права на upgrade и физического наличия документов, concurrent — монитория пиковой нагрузки. Учёт всех типов в единой системе предотвращает просрочку renewal и обеспечивает оптимальное распределение лицензий."
категория,2,Критерии (Аналитика использования),"Категория охватывает способности системы анализировать фактическое использование программного обеспечения — от простых метрик (дата последнего входа) до сложных показателей вовлечённости (feature-level engagement, DAU/MAU). Аналитика использования — основа data-driven оптимизации: данные о реальном потреблении отделяют активно используемые лицензии от 'мёртвого груза', давая объективную основу для rightsizing и рационализации портфеля.","SAM-платформа собирает usage-метрики через несколько каналов: агенты endpoint'ов фиксируют запуски приложений и время работы; API SaaS-провайдеров предоставляют данные о last login, feature usage, storage consumption; SSO-логи показывают частоту аутентификации; application-level telemetry (для поддерживаемых продуктов) даёт детализацию до уровня функций. Данные агрегируются в показатели: last login date, login frequency, feature utilization rate, DAU/MAU ratio, engagement score. Неиспользуемые лицензии вычисляются на основе пороговых значений (например, отсутствие входа > 90 дней).","Аналитика использования превращает SAM из реактивного инструмента compliance в проактивный инструмент оптимизации. В средней организации 20-40% лицензий не используются или используются минимально. Выявление таких лицензий даёт непосредственную экономию и обоснование для переговоров с вендорами на основе фактических данных, а не интуиции."
функция,2,Дата последнего входа (last login),"Фиксация даты и времени последней аутентификации пользователя в приложении или сервисе. Это базовая метрика использования, позволяющая выявлять неактивных пользователей и 'забытые' лицензии.","Данные о last login собираются через API SaaS-приложений (Microsoft Graph API, Salesforce REST API, Google Workspace Admin SDK), SSO-провайдеров (Okta System Log, Azure AD Sign-in logs) или endpoint-агентов (фиксация последнего запуска desktop-приложения). Метрика хранится в профиле каждого user-application binding и используется для расчёта неактивных лицензий по порогу (например, > 30/60/90 дней без входа).","Last login — простейший и наиболее эффективный индикатор неиспользуемых лицензий. Лицензии с last login > 90 дней кандидаты на отзыв или downgrade. Массовый анализ этой метрики позволяет быстро выявлять десятки или сотни неактивных лицензий, что даёт непосредственную экономию."
функция,2,Feature-level engagement (использование функций),"Анализ использования конкретных функций и модулей приложения на уровне отдельных пользователей. Это продвинутая метрика, позволяющая определить, какие компоненты продукта реально используются, а за какие организация переплачивает.","Feature-level engagement собирается через API SaaS-провайдеров (Microsoft 365 Usage Reports, Salesforce Event Monitoring, Adobe Analytics), application telemetry (встроенная аналитика продуктов) или endpoint-агенты (отслеживание обращений к конкретным функциям desktop-приложений). Данные агрегируются в матрицу user ? feature, позволяя выявить: пользователей с минимальным набором функций (кандидаты на downgrade), неиспользуемые модули (кандидаты на исключение из контракта), power users (требующие максимальных лицензий).","Feature-level engagement даёт глубокое понимание реальной ценности ПО для бизнеса. Если 80% пользователей Microsoft 365 используют только Outlook и Word, возможен переход на более низкий уровень подписки. Эта метрика — ключевой аргумент при переговорах с вендорами о тарифах и составе пакета."
функция,2,User activity levels (DAU/MAU),"Измерение ежедневной и ежемесячной активности пользователей (Daily/Monthly Active Users) — агрегированная метрика вовлечённости, показывающая реальный уровень использования приложения относительно общего числа лицензий.","DAU/MAU рассчитывается на основе данных об уникальных входах пользователей: DAU — количество уникальных пользователей, совершивших вход за 24 часа; MAU — количество уникальных пользователей за 30 дней. Отношение DAU/MAU (stickiness ratio) показывает регулярность использования. Данные собираются через API SaaS-провайдеров, SSO-логи или endpoint-агенты. Низкий DAU/MAU при высоком количестве купленных лицензий сигнализирует о переизбытке.","DAU/MAU — стандартная метрика SaaS-индустрии, применимая и к внутреннему учёту. Если DAU/MAU составляет 20% при 100% покрытии лицензиями, это объективное свидетельство переизбытка. Метрика используется для обоснования rightsizing и как KPI эффективности ИТ-инвестиций."
функция,1,Departmental adoption trends,"Анализ трендов внедрения и использования ПО по подразделениям организации — какие департаменты активно используют приложение, какие — внедряют медленно, где есть сопротивление или недостаток обучения.","SAM-платформа агрегирует usage-метрики по оргструктурным подразделениям (департаментам, командам, локациям), получая данные о пользователях из IAM/HRM. Визуализация в виде тепловых карт adoption по подразделениям и временных рядов позволяет выявить аномалии: департамент с низкой активностью при высоком количестве лицензий, быстрый рост использования в одном подразделении сигнализирующий о необходимости дополнительных лицензий.",Departmental adoption trends помогают ИТ- и бизнес-лидерам понимать эффективность внедрения новых инструментов и планировать change management. Низкое adoption в подразделении может сигнализировать о необходимости дополнительного обучения или о нецелесообразности продления лицензий для этого департамента.
функция,2,Неиспользуемые лицензии и их стоимость,"Автоматический расчёт количества и стоимости лицензий, которые не используются или используются минимально (ниже порога активности). Это ключевой результат аналитики использования, напрямую транслируемый в финансовую экономию.","SAM-платформа применяет пороговые правила к usage-метрикам (last login > N дней, DAU/MAU < X%, feature utilization < Y%) для классификации лицензий как 'неиспользуемые', 'недоиспользуемые' или 'активные'. Для каждой неиспользуемой лицензии рассчитывается стоимость на основе данных о purchase price из ERP/contract data. Результат — отчёт с потенциальной экономией по вендорам, продуктам и подразделениям с рекомендациями: revoke, downgrade, reassign.",Отчёт о неиспользуемых лицензиях — один из самых убедительных аргументов для CFO в пользу SAM. В средней организации стоимость неиспользуемых лицензий достигает 15-25% годового бюджета на ПО. Конкретные цифры потенциальной экономии дают чёткое обоснование для инвестиций в SAM-инициативы и позволяют приоритизировать действия по оптимизации.
категория,2,Критерии (FinOps и облачные затраты),"Категория охватывает интеграцию SAM с практиками FinOps для управления облачными затратами на ПО и платформы (SaaS, PaaS, IaaS). Облачные расходы растут непропорционально бюджету, и их учёт в рамках SAM обеспечивает полную картину TCO программного ландшафта.","SAM-платформа интегрируется с облачными провайдерами (AWS, Azure, GCP) и FinOps-инструментами через API для сбора данных о расходах на облачные сервисы, маркетплейс-лицензии (AWS Marketplace, Azure Marketplace) и SaaS-подписки, приобретаемые через облачные каналы. Данные агрегируются и распределяются по подразделениям (chargeback/showback) с учётом облачных меток (tags) и иерархии ресурсов. Интеграция позволяет выявлять неиспользуемые облачные ресурсы и оптимизировать резервирование (reserved instances, savings plans).","FinOps-интеграция даёт полную картину затрат на ПО во всех моделях потребления: on-premise perpetual, облачные подписки, SaaS и marketplace-лицензии. Это критично для оптимизации: облачные расходы часто составляют 20-40% ИТ-бюджета и растут на 30-50% ежегодно. Выявление неиспользуемых облачных ресурсов и оптимизация резервирования даёт экономию 15-25% в первый год."
