тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,2,Управление конфигурациями сетевых устройств,"Функция централизованного управления конфигурациями сетевой инфраструктуры: коммутаторов, маршрутизаторов, файрволов, балансировщиков нагрузки, точек доступа. Включает резервное копирование конфигураций, сравнение версий, контролируемое применение изменений, rollback и compliance-проверку по сетевым security baseline. Сетевые конфигурации — наиболее чувствительный компонент: ошибка в ACL или маршруте может вывести из строя всю сеть.","Реализуется через: NETCONF/RESTCONF/gRPC с YANG-моделями для программируемых сетей (SDN), SSH/SCP для традиционных устройств, SNMP для сбора конфигурационных данных. Инструменты: Ansible Network modules (ios_config, junos_config, nxos_config), Terraform network providers, Cisco NSO, Juniper JunOS Space, RANCID/Oxidized для backup и versioning. Функционал: automated backup (running-config, startup-config) по расписанию, configuration diff между версиями, templating конфигураций (Jinja2), staged rollout с verification, мгновенный rollback к предыдущей stable-config при failure, compliance checking по сетевым policies (ACL consistency, routing correctness, VLAN mapping). Интеграция с NMS для получения топологии и Monitoring для корреляции конфигурационных изменений с network incidents.","Сокращает downtime сети, вызванный конфигурационными ошибками, на 50-70% за счёт automated verification и rollback. Стандартизированные сетевые конфигурации ускоряют provisioning новых сетевых сегментов с недель до часов. Резервное копирование конфигураций и version control обеспечивают восстановление сети за минуты вместо часов при сбое. Compliance с сетевыми security policies (сегментация, ACL, firewall rules) проверяется непрерывно, снижая риск lateral movement при security incident."
функция,2,Управление конфигурациями ОС и middleware,"Функция контроля конфигурационных параметров операционных систем (Windows, Linux) и промежуточного программного обеспечения (web-серверы, СУБД, message brokers, application servers). Включает управление системными параметрами (sysctl, registry, GPO), установку и конфигурацию ПО, управление службами, настройку security policies (firewall, SELinux, AppArmor) и файловыми системами. Обеспечивает единообразие всех серверов одного класса.","Реализуется через: Ansible (YAML playbooks с модулями yum/apt, service, template, copy), Puppet (manifests с факторами и иерархией Hiera), Chef (cookbooks и recipes), GPO/SCCM для Windows, cloud-init для первичной конфигурации. Управление ОС: sysctl parameters, registry settings, group policies, SELinux/AppArmor policies, firewall rules (iptables, Windows Firewall), filesystem mounts, time sync (NTP). Управление middleware: конфигурация Apache/nginx, MySQL/PostgreSQL, Redis, Kafka, Tomcat/IIS, включая tuning parameters, connection pools, logging, SSL-сертификаты. Templating через Jinja2 или ERB для генерации конфигурационных файлов с environment-specific параметрами. Тестирование: Test Kitchen, Molecule, Serverspec для валидации конфигураций перед применением.","Обеспечивает compliance с security baseline для всех серверов — целевой показатель свыше 98% систем в соответствии с политикой. Ускоряет provisioning новых серверов в 3-5 раз за счёт автоматизированной настройки ОС и ПО. Стандартизированные конфигурации middleware снижают количество production-инцидентов, связанных с неправильными настройками, на 25-40%. Централизованное управление упрощает rollout security patches и обновлений конфигураций на тысячи серверов одновременно."
функция,2,CI/CD pipeline для конфигураций,"Функция автоматизированного прохождения конфигурационных изменений через многостадийный конвейер: от commit в Git до controlled deployment в production. Pipeline обеспечивает syntax validation, security scanning, dry-run с preview изменений, approval gates и automated rollout с rollback capability. Каждое изменение конфигурации проходит через стандартизированный workflow, исключая прямые ручные правки в production.","Pipeline реализуется в GitHub Actions, GitLab CI, Jenkins, ArgoCD, Azure DevOps. Стадии: (1) validate — syntax check (terraform validate, ansible-lint), formatting (terraform fmt); (2) security scan — static analysis (Checkov, tfsec, Trivy, OPA); (3) plan — dry-run с генерацией diff и estimated impact; (4) approve — manual approval gate для production, автоматический пропуск для dev/staging; (5) apply — controlled deployment с state locking; (6) verify — smoke tests, health checks, compliance validation. Feature: plan artifact сохраняется для аудита, pipeline triggers на pull request и merge, environment promotion (dev ? staging ? production), automated rollback при failed verification. Интеграция с Change Management: pipeline создаёт/обновляет change ticket, передаёт evidence (e51).","Сокращает time-to-deploy конфигурационных изменений с дней до минут для типовых обновлений. Блокирует 95%+ конфигурационных ошибок и security misconfigurations до попадания в production через automated validation. Обеспечивает full audit trail: каждый deployment прослеживается от commit до apply с автором, reviewer, approver и timestamp. Manual approval gates для production снижают риск нежелательных изменений, сохраняя скорость для non-production сред."
функция,2,Backup и rollback конфигураций,"Функция создания резервных копий конфигураций всех управляемых устройств и программного обеспечения перед изменениями, а также мгновенного отката к предыдущей стабильной версии при сбое. Backup охватывает: конфигурации сетевых устройств (running-config, startup-config), файлы ОС и middleware, state-файлы Terraform, конфигурационные файлы приложений. Rollback выполняется автоматически при failed deployment или вручную по запросу оператора.","Backup: автоматическое резервирование по расписанию (RANCID, Oxidized для сети, Git tags для IaC, snapshot'ы state-файлов) и pre-change snapshot перед каждым deployment. Хранение в защищённом repository с versioning и retention policy (30-90 дней). Rollback: terraform apply предыдущей версии state, ansible-playbook с предыдущим Git commit, restore running-config на сетевых устройствах, revert change в Windows GPO. Механизм automated rollback: pipeline откатывает изменения, если post-deployment health check не проходит в течение заданного timeout (5-15 минут). Интеграция с CMDB: каждый backup и rollback фиксируется в истории CI с привязкой к change ticket.","Сокращает downtime при неудачных конфигурационных изменениях на 60-80% за счёт мгновенного отката к рабочей версии. Обеспечивает confidence при внесении изменений: команды знают, что всегда могут вернуться к предыдущему состоянию. Снижает риск «point of no return» — изменения, которые невозможно отменить без полного восстановления. Соответствие требованиям business continuity: backup конфигураций является обязательным элементом планов аварийного восстановления."
функция,1,GitOps-управление конфигурациями,"Подход к управлению конфигурациями, при котором Git-репозиторий является единственным источником правды о целевом состоянии инфраструктуры. Все изменения вносятся через Git (commit, pull request, merge), а специализированные агенты (ArgoCD, Flux) автоматически синхронизируют фактическое состояние с кодом. GitOps обеспечивает полную прослеживаемость, code review и автоматический rollback через Git revert.","Архитектура: Git-репозиторий с конфигурациями (YAML, Helm charts, Kustomize), GitOps-агент (ArgoCD, Flux, Rancher Continuous Delivery), работающий в целевом Kubernetes-кластере, который watch'ит репозиторий и применяет изменения. Поддерживается multi-source (несколько репозиториев), multi-cluster (синхронизация нескольких кластеров), automated sync (автоматическое применение) и self-healing (автовосстановление при drift). Webhook-интеграция уведомляет о статусе синхронизации. RBAC в Git определяет, кто может изменять конфигурации какого кластера.","Устраняет необходимость ручного доступа к кластерам для изменения конфигураций — всё управление происходит через привычный Git workflow. Обеспечивает enterprise-grade audit: каждое изменение авторизовано, проревьюировано и версионируется. Self-healing сокращает MTTR при accidental changes — система автоматически возвращается к declared state. Повышает developer productivity за счёт знакомых инструментов и процессов."
функция,1,Immutable infrastructure и golden images,"Подход, при котором серверы не модифицируются после развёртывания (immutable), а при необходимости изменений заменяются целиком новыми экземплярами, собранными из предварительно подготовленного образа (golden image). Golden image — это тщательно протестированный, hardened, полностью сконфигурированный образ ОС с установленным ПО, прошедший все security и compliance проверки. Подход устраняет drift by design.","Golden images создаются через Packer, AWS AMI, Azure VM Images, Docker images. Процесс: base OS ? automated provisioning (Ansible, Chef) ? security hardening (CIS benchmarks) ? compliance scan (InSpec, OpenSCAP) ? тестирование (Test Kitchen) ? публикация в image registry. Развёртывание: Terraform provision'ит VM из golden image, cloud-init выполняет final configuration. Обновления: создаётся новый image, старые VM заменяются через rolling update (blue/green, canary). Интеграция с CI/CD: pipeline автоматически билдит, тестирует и публикует новые версии images при изменении конфигурации.","Устраняет configuration drift для серверов: каждый экземпляр идентичен, нет накопленных «ручных правок». Сокращает MTTR: восстановление сервера = замена образа за минуты вместо часов ручной настройки. Ускоряет rollout обновлений безопасности: новый patched image заменяет старые экземпляры централизованно. Обеспечивает predictability: dev, staging и production работают на идентичных образах, что снижает environment-specific дефекты."
функция,1,Secrets management в конфигурациях,"Функция безопасного хранения, распределения и использования конфиденциальных данных (пароли, API-ключи, TLS-сертификаты, токены) в конфигурационных файлах и процессах развёртывания. Secrets никогда не хранятся в plaintext в Git или конфигурационных файлах, а извлекаются динамически из защищённого хранилища во время runtime или deployment.","Реализуется через HashiCorp Vault (dynamic secrets, KV store, PKI), AWS Secrets Manager / Azure Key Vault / GCP Secret Manager, Kubernetes Secrets + external-secrets operator, SOPS (Secrets OPerationS) для шифрования secrets в Git, sealed-secrets для Kubernetes. Интеграция: Terraform читает secrets из Vault через provider, Ansible через lookup plugin, CI/CD через environment variables или short-lived tokens. Best practices: dynamic secrets (каждый deployment получает уникальный credential), secret rotation (автоматическая смена паролей), lease-based access (автоистечение доступа), audit log всех обращений к secrets. Шифрование state-файлов Terraform через remote encrypted backend.","Снижает риск утечки credentials и компрометации инфраструктуры на 80%+ за счёт исключения plaintext secrets из кода и конфигураций. Обеспечивает compliance с требованиями защиты credentials (PCI DSS, SOC 2). Автоматическая ротация secrets сокращает window of exposure при компрометации. Audit trail всех обращений к secrets обеспечивает расследование инцидентов и доказательную базу для регуляторов."
функция,1,Configuration compliance scanning,"Функция автоматизированной проверки соответствия фактических конфигураций установленным стандартам безопасности и регуляторным требованиям: CIS Benchmarks, DISA STIGs, PCI DSS, HIPAA, NIST, ISO 27001. Scanning выполняется непрерывно или по расписанию и выявляет отклонения от baseline с формированием compliance score и remediation roadmap.","Инструменты: Chef InSpec (declarative compliance tests), OpenSCAP (Linux security auditing), AWS Security Hub / Azure Security Center, Nessus Compliance, CIS-CAT. Тесты описывают expected state (правильное значение параметра) и проверяют actual state через SSH/API/агенты. Результаты: compliance score по каждому стандарту, список failed controls с severity, remediation instructions. Интеграция: результаты передаются в GRC для inclusion в compliance-отчётность, в SIEM для корреляции с security events, в CMDB для привязки к CI. Автоматический remediation для supported controls через Ansible playbooks или Puppet manifests.","Сокращает время подготовки к compliance-аудиту с недель до часов: все проверки выполнены непрерывно, отчёты генерируются автоматически. Повышает compliance score с типовых 60-70% до целевых 90-95%+ за счёт continuous monitoring и auto-remediation. Снижает риск финансовых штрафов за non-compliance. Предоставляет actionable insights: не просто «не соответствует», а конкретные шаги по исправлению для каждого control."
функция,1,Управление конфигурациями облачных ресурсов,"Специализированная функция управления конфигурациями ресурсов публичных облаков (AWS, Azure, GCP): виртуальных машин, хранилищ, сетевых компонентов, IAM-политик, serverless-функций, Kubernetes-кластеров. Включает определение конфигураций через облачные API, enforcement tagging policies, control бюджетных лимитов и обеспечение security baseline для облачной инфраструктуры.","Реализуется через Terraform (multi-cloud), AWS CloudFormation, Azure Resource Manager (ARM), Google Cloud Deployment Manager, Pulumi. Конфигурации описывают: compute (instance types, AMIs, scaling policies), storage (encryption, lifecycle, replication), networking (VPC, subnets, security groups, NACLs), IAM (roles, policies, permissions boundaries), PaaS (RDS, Lambda, App Service). Enforcement: AWS Config Rules (mandatory tags, encryption, approved regions), Azure Policy, GCP Organization Policy. Tagging: обязательные теги (owner, project, environment, cost center) проверяются при создании, нетегированные ресурсы идентифицируются и корректируются. Интеграция с Cloud Inventory (e15) и FinOps (e41) для передачи конфигураций и данных об использовании.","Обеспечивает единообразие облачных конфигураций в multi-cloud среде, снижая риск security misconfigurations (публичные bucket'ы, открытые security groups). Обязательное тегирование позволяет распределять облачные затраты по подразделениям и проектам. Enforcement security policies снижает риск data breach из-за неправильных облачных конфигураций на 70%+. Упрощает управление: одни и те же политики применяются ко всем облачным ресурсам независимо от провайдера."
функция,1,Интеграция drift ? Change Management (e50),"Функция автоматической маршрутизации обнаруженных конфигурационных отклонений (config drift) в процесс управления изменениями через поток e50. Каждый drift создаёт change request с полным контекстом: затронутый CI, тип отклонения, severity, предлагаемое решение, владелец. Интеграция замыкает loop между обнаружением и процессной обработкой, гарантируя, что ни одно отклонение не остаётся без рассмотрения.","Технически реализуется через REST API ITSM/Change Management: drift detection tool вызывает API для создания change request с предзаполненными полями. Payload включает: CI ID (из CMDB), drift type (attribute/resource/orphaned), actual value, desired value, detection timestamp, detector ID, recommended action, auto-remediation availability. Change request маршрутизируется: standard change (для approved drift-паттернов с auto-remediation) или normal/change (для нестандартных отклонений, требующих CAB review). Интеграция с CMDB обеспечивает enrichment: business service impact, владелец CI, критичность. Обратная связь: результат обработки change (approved/rejected/remediated) записывается в историю CI и drift detection system.","Замыкает критический gap между обнаружением и устранением: drift не застревает в alerting queue, а попадает в управляемый процесс. Сокращает среднее время обработки конфигурационных отклонений на 50-60% за счёт автоматической маршрутизации и предзаполненного контекста. Обеспечивает visibility: менеджеры видят количество, типы и тренды drift в рамках стандартного change reporting. CAB получает полный контекст для принятия решений: impact analysis, affected CIs, remediation options."
функция,1,State management и конфликт-фри деплой,"Функция централизованного управления состоянием инфраструктуры (state files), обеспечивающая консистентность между кодом, состоянием и реальностью. State management предотвращает concurrent modifications, обеспечивает isolation между environment'ами и позволяет безопасно выполнять параллельные deployment'ы без риска конфликтов.","Реализуется через remote state backend (S3 с DynamoDB locking, Terraform Cloud, Azure Blob, Consul) для хранения state-файлов с автоматической блокировкой (state locking). Workspaces или отдельные backend'ы обеспечивают isolation между dev/staging/production. State file содержит mapping между resource names в коде и actual IDs в инфраструктуре, что позволяет отслеживать созданные ресурсы. Import functionality позволяет перенести существующие ресурсы под управление IaC без recreation. State versioning обеспечивает backup и recovery. Conflict resolution: план выполняется против актуального state, concurrent modifications блокируются через lock-механизм.","Устраняет риск «state conflicts», когда два инженера одновременно меняют одну инфраструктуру, что приводит к непредсказуемым результатам. Обеспечивает team collaboration: несколько инженеров могут безопасно работать с одной инфраструктурой. State versioning позволяет восстановить инфраструктуру после corruption или accidental deletion. Remote state с шифрованием защищает sensitive data (IP-адреса, resource IDs)."
