тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,2,Виртуальные машины и контейнеры,"Специализированное сканирование виртуальных машин, Docker-контейнеров и Kubernetes-подов на предмет уязвимостей в образах, runtime-конфигурациях и оркестрации. Виртуализация и контейнеризация стали стандартом развёртывания приложений, но создают новые векторы атак при использовании уязвимых базовых образов.","Сканер анализирует образы VM (VMDK, VHD, QCOW2) и контейнеров (Docker images, OCI) на уровне файловой системы, проверяя версии ОС, библиотек, пакетов и приложений. Для Kubernetes проверяются конфигурации pod'ов (privileged mode, hostPath mounts, security contexts), network policies, RBAC-политики и admission controllers. Интеграция с container registries (Harbor, ECR, ACR, GCR) позволяет сканировать образы до их деплоя в production.","Использование уязвимых базовых образов контейнеров — один из наиболее распространённых векторов атак: 60%+ образов Docker Hub содержат критичные уязвимости. Сканирование контейнеров до деплоя (shift-left) предотвращает попадание уязвимостей в production, сокращая затраты на исправление в 10–100 раз по сравнению с устранением в runtime. Критично для compliance стандартов, требующих проверки образов контейнеров перед развёртыванием."
функция,1,"IoT и OT-устройства (ICS, SCADA)","Сканирование устройств интернета вещей (IoT) и операционных технологий (OT), включая промышленные контроллеры (ICS/SCADA), сенсоры, умное оборудование и embedded-системы. IoT/OT-устройства имеют специфические ограничения по ресурсам и требуют деликатных, неразрушающих методов сканирования.","Сканер использует специализированные, неагрессивные профили сканирования для OT-сетей, опираясь на пассивное обнаружение и лёгкое опрашивание (Modbus, BACnet, DNP3, OPC UA). Проверяются версии прошивок, открытые порты, сетевые сервисы и известные CVE для промышленных протоколов. Сканирование OT-сегментов выполняется с минимальной интенсивностью для исключения дестабилизации критичных процессов.","IoT/OT-устройства часто имеют устаревшие прошивки и не подлежат стандартным методам обновления, что делает их привлекательной мишенью для атак. Промышленный шпионаж и атаки на SCADA-системы (например, Stuxnet, TRITON) показали критичность защиты OT-инфраструктуры. Выявление неучтённых IoT-устройств сокращает поверхность атаки и обеспечивает compliance отраслевых стандартов (NERC CIP, IEC 62443)."
функция,2,"Web-приложения и API (REST, SOAP, GraphQL)","Сканирование web-приложений и API-интерфейсов на предмет уязвимостей безопасности приложений: SQL-инъекций, XSS, CSRF, нарушений аутентификации, утечек данных и ошибок бизнес-логики. Web-приложения и API являются основной точкой входа для пользователей и партнёров, что делает их критичной поверхностью атаки.","Сканер выполняет динамическое тестирование безопасности приложений (DAST), отправляя специализированные HTTP-запросы для проверки уязвимостей OWASP Top 10: инъекций, бroken authentication, XSS, insecure deserialization, SSRF и других. Для API проверяются аутентификация и авторизация (OAuth, JWT, API keys), валидация входных данных, rate limiting, CORS-политики и обработка ошибок. Поддерживаются REST, SOAP, GraphQL и gRPC API.","Web-приложения и API — наиболее часто атакуемая поверхность: 90%+ инцидентов с утечкой данных связаны с уязвимостями приложений. Сканирование web-приложений выявляет уязвимости до их эксплуатации злоумышленниками, предотвращая data breaches и репутационные потери. Критично для compliance: стандарты PCI DSS, OWASP ASVS требуют регулярного тестирования безопасности приложений."
категория,3,Критерии (Типы уязвимостей),"Категория определяет спектр уязвимостей безопасности, которые сканер способен выявлять в целевых системах. Современные угрозы разнообразны: от известных уязвимостей с опубликованными CVE-идентификаторами до ошибок конфигурации, отсутствующих патчей и zero-day угроз. Широта покрытия типов уязвимостей определяет степень защищённости инфраструктуры.","Сканер использует комбинацию методов выявления: сопоставление версий ПО с базами уязвимостей (CVE, NVD, vendor-specific advisories), проверку конфигураций на соответствие security baseline (CIS Benchmarks, DISA STIG), тестирование наличия патчей, анализ кода приложений на уязвимости OWASP Top 10, интеграцию с threat intelligence feeds для выявления активно эксплуатируемых уязвимостей (KEV, EPSS). Базы уязвимостей обновляются ежедневно для обеспечения актуальности проверок.","Разнообразие выявляемых уязвимостей обеспечивает комплексную защиту: сканер находит не только известные CVE, но и ошибки конфигурации, которые часто являются первопричиной инцидентов. Интеграция с threat intelligence приоритизирует уязвимости, активно эксплуатируемые в реальном мире, позволяя команде безопасности фокусироваться на наиболее опасных угрозах. Полнота покрытия типов уязвимостей является ключевым требованием compliance-стандартов."
функция,3,Известные CVE (Common Vulnerabilities and Exposures),"Выявление уязвимостей, имеющих опубликованные идентификаторы в глобальной базе CVE и Национальной базе уязвимостей (NVD). CVE-система обеспечивает единую номенклатуру уязвимостей, позволяя точно идентифицировать проблемы в конкретных версиях программного обеспечения и аппаратных продуктах.","Сканер сопоставляет обнаруженные на хосте версии ОС, приложений, библиотек и прошивок с базами CVE/NVD, обновляемыми ежедневно. Для каждого выявленного CVE отображается идентификатор, описание, CVSS-скор, дата публикации, статус исправления и ссылки на vendor advisories. Поддерживается обратное сопоставление: при публикации нового CVE сканер автоматически определяет, какие активы в инфраструктуре уязвимы. Базы включают миллионы записей, покрывающих ПО от сотен вендоров.","CVE — основа современного Vulnerability Management: 80%+ выявленных уязвимостей имеют CVE-идентификатор. Сканирование по CVE позволяет быстро реагировать на новые угрозы, поскольку базы обновляются ежедневно. Является обязательным требованием для compliance-аудитов: аудиторы требуют доказательного перечня выявленных CVE и сроков их устранения. Средняя организация имеет тысячи неисправленных CVE — без автоматизированного сканирования их выявление невозможно."
функция,3,Misconfigurations (ошибки конфигурации),"Выявление ошибок и отклонений в конфигурациях систем, приложений и сетевых устройств, которые создают риски безопасности. Ошибки конфигурации являются одной из наиболее частых причин инцидентов безопасности и часто остаются незамеченными при традиционном сканировании по CVE.","Сканер проверяет конфигурации на соответствие security baseline и industry standards: CIS Benchmarks (CIS-CAT), DISA STIG, vendor best practices. Проверяются параметры ОС (политики паролей, аудита, доступа к файлам), настройки сетевых служб, конфигурации web-серверов, параметры баз данных, cloud security posture (CSPM) — открытые S3-бакеты, избыточные IAM-права, отсутствие шифрования. Поддерживаются кастомные проверки compliance для внутренних стандартов организации.","Ошибки конфигурации приводят к 80%+ успешных облачных data breaches: открытые хранилища, слабые политики доступа, отсутствие шифрования. Выявление misconfigurations до эксплуатации предотвращает инциденты, которые невозможно устранить после компрометации. Соответствие CIS Benchmarks является стандартным требованием compliance-аудитов и контрактов с крупными заказчиками."
функция,3,Missing patches (отсутствующие патчи),"Обнаружение отсутствующих обновлений безопасности и патчей для операционных систем, приложений и программных компонентов. Неустановленные патчи — одна из наиболее распространённых причин компрометации систем, поскольку для известных уязвимостей часто существуют публичные эксплоиты.","Сканер проверяет наличие установленных обновлений безопасности через локальный доступ к системе: на Windows — через WMI и реестр (KB-статьи, номера бюллетеней), на Linux — через менеджеры пакетов (rpm -qa, dpkg -l, yum updateinfo), на macOS — через system_profiler. Сопоставляет установленные патчи с базами security bulletins (Microsoft Patch Tuesday, vendor advisories, US-CERT alerts). Определяет точную версию каждого компонента и проверяет, исправлены ли известные CVE.","60%+ успешных атак эксплуатируют известные уязвимости, для которых уже существуют патчи. Выявление отсутствующих патчей позволяет сократить окно экспозиции и предотвратить компрометацию через известные CVE. Критично для compliance: стандарты (PCI DSS, NIST) требуют установки критичных патчей в течение 30 дней, а критичных — в течение 7 дней. Автоматизация проверки missing patches экономит недели ручной работы."
функция,2,OWASP Top 10 (для web-приложений),Выявление уязвимостей безопасности web-приложений в соответствии со списком OWASP Top 10 — десятью наиболее критичными рисками безопасности приложений. OWASP Top 10 является международным стандартом оценки безопасности web-приложений и обязательным требованием многих compliance-стандартов.,"Сканер проверяет web-приложения на наличие уязвимостей OWASP Top 2021: A01 Broken Access Control, A02 Cryptographic Failures, A03 Injection (SQL, NoSQL, XSS, command injection), A04 Insecure Design, A05 Security Misconfiguration, A06 Vulnerable and Outdated Components, A07 Identification and Authentication Failures, A08 Software and Data Integrity Failures, A09 Security Logging and Monitoring Failures, A10 Server-Side Request Forgery (SSRF). Используются методы DAST (динамическое тестирование) с отправкой специализированных HTTP-запросов и анализом ответов.","OWASP Top 10 покрывает наиболее опасные и часто встречающиеся уязвимости приложений, эксплуатация которых приводит к утечкам данных, компрометации учётных записей и финансовым потерям. Сканирование по OWASP Top 10 является обязательным требованием PCI DSS, ISO 27001, SOC 2 и контрактов с крупными заказчиками. Выявление уязвимостей приложений до их эксплуатации предотвращает репутационные и финансовые потери."
функция,2,Zero-day уязвимости (через threat intelligence),"Обнаружение уязвимостей, не имеющих официального CVE-идентификатора или vendor patch на момент сканирования, через интеграцию с threat intelligence feeds и поведенческий анализ. Zero-day уязвимости представляют наибольшую опасность, поскольку для них не существует официальных исправлений.","Сканер использует threat intelligence feeds (commercial и open-source) для получения информации о новых уязвимостях до их публикации в NVD: vendor security advisories, security researcher blogs, exploit-db, GitHub security alerts. Применяет эвристические методы выявления потенциальных уязвимостей: анализ необычных конфигураций, проверка наличия компонентов с историей уязвимостей, поведенческий анализ. Интеграция с vulnerability threat feeds (VulnDB, Flashpoint, Recorded Future) обеспечивает приоритетный доступ к информации о zero-day угрозах.","Zero-day атаки — наиболее разрушительный тип угроз, поскольку организации не имеют защиты до публикации патча. Интеграция с threat intelligence сокращает время реакции на zero-day угрозы с недель (ожидание CVE) до часов (момент публикации advisory). Позволяет заблаговременно применять компенсирующие меры (workarounds, WAF-правила, изоляция) до выхода официального патча. Критично для организаций с высоким уровнем угроз (финансы, госструктуры, критическая инфраструктура)."
функция,2,"Known Exploited Vulnerabilities (KEV catalog, CISA)","Выявление уязвимостей, включённых в каталог Known Exploited Vulnerabilities (KEV) агентства CISA, которые подтвержденно эксплуатируются в реальных атаках. Каталог KEV является авторитетным источником приоритизации уязвимостей и обязателен для федеральных агентств США, а также рекомендуется для коммерческих организаций.","Сканер ежедневно синхронизируется с каталогом KEV (https://www.cisa.gov/known-exploited-vulnerabilities-catalog) и при сканировании проверяет, какие активы содержат ПО из списка KEV. Для каждой выявленной KEV-уязвимости отображается идентификатор CISA, дата добавления в каталог, требуемый срок устранения (CISA Binding Operational Directive 22-01 требует устранения в течение 14 дней для федеральных агентств), vendor advisory и ссылки на патчи.","Уязвимости из каталога KEV представляют наибольший риск, поскольку подтвержденно используются злоумышленниками. Фокус на KEV позволяет команде безопасности концентрироваться на уязвимостях с наивысшей степенью реальной угрозы. Для организаций, работающих с правительственными контрактами, соблюдение требований CISA KEV является обязательным. Сокращает среднее время устранения критичных уязвимостей на 40–60%."
категория,3,Критерии (Скоринг уязвимостей),"Категория определяет методологии оценки критичности выявленных уязвимостей для приоритизации усилий по их устранению. Скоринг уязвимостей переводит технические параметры (сложность эксплуатации, потенциальный ущерб) в понятную шкалу риска, позволяя команде безопасности фокусироваться на наиболее опасных проблемах.","Современные сканеры используют многофакторный подход к скорингу: базовый CVSS-скор (сложность эксплуатации, требуемые привилегии, влияние на конфиденциальность/целостность/доступность), контекст реальных угроз (наличие public exploit, вхождение в KEV, EPSS-вероятность эксплуатации), вес актива (критичность для бизнеса, exposure — доступность из интернета/интранета). Результат — приоритизированный список уязвимостей, ранжированный по реальному риску, а не только по технической критичности.","Без приоритизации команда безопасности тонет в тысячах выявленных уязвимостей, 80% из которых имеют низкий реальный риск. Risk-based скоринг позволяет сфокусировать 80% усилий на 20% наиболее критичных уязвимостей, что увеличивает эффективность устранения в 3–5 раз. Интеграция threat context гарантирует, что уязвимости с активными эксплоитами в wild получают максимальный приоритет."
функция,3,CVSS scoring (Common Vulnerability Scoring System),"Использование стандарта CVSS для количественной оценки критичности уязвимостей. CVSS — международный стандарт ( maintained by FIRST), который переводит параметры уязвимости в числовой скор от 0 до 10, позволяя объективно сравнивать уязвимости между собой.","Сканер рассчитывает CVSS v3.1/v4.0 скор на основе метрик: Base Metrics (вектор атаки — сеть/локально/физически, сложность атаки, требуемые привилегии, взаимодействие с пользователем, scope, влияние на конфиденциальность/целостность/доступность), Temporal Metrics (статус эксплоита, уровень исправления, степень достоверности отчёта), Environmental Metrics (вес активов, модификаторы требований безопасности). Результат классифицируется: Critical (9.0–10.0), High (7.0–8.9), Medium (4.0–6.9), Low (0.1–3.9).","CVSS — де-факто стандарт оценки уязвимостей, понятный техническим специалистам и менеджменту. Обеспечивает объективную основу для SLA по устранению: Critical — 72 часа, High — 7 дней, Medium — 30 дней. Большинство compliance-стандартов требуют документированного CVSS-скора для каждой выявленной уязвимости. Единая шкала позволяет согласовывать приоритеты между командами безопасности, IT и бизнесом."
функция,3,Risk-based prioritization (эксплуатируемость + бизнес-влияние),"Приоритизация уязвимостей на основе не только технической критичности (CVSS), но и контекста реальных угроз, эксплуатируемости и бизнес-влияния актива. Risk-based подход переводит Vulnerability Management от формального соответствия CVSS к управлению реальными рисками.","Сканер рассчитывает risk score как функцию от нескольких факторов: CVSS Base Score, наличие public exploit (ExploitDB, Metasploit), статус KEV, EPSS-вероятность эксплуатации, критичность актива (из CMDB — production/critical/non-critical), exposure (интернет/интранет/isolated), наличие компенсирующих мер (WAF, IDS/IPS). Формула risk score = f(CVSS, exploitability, asset_criticality, exposure, mitigations). Уязвимость с CVSS 7.5 на критичном internet-facing сервере с public exploit получает более высокий приоритет, чем уязвимость с CVSS 9.8 на изолированной тестовой машине.","Risk-based prioritization увеличивает эффективность устранения уязвимостей в 3–5 раз по сравнению с подходом «исправляем по CVSS». Организации, использующие risk-based скоринг, сокращают среднее время устранения критичных уязвимостей на 60%+ и снижают количество инцидентов, связанных с эксплуатацией уязвимостей. Позволяет менеджменту принимать решения на основе реального риска, а не абстрактных технических метрик."
функция,2,Active Risk scoring (real-world threat context),"Динамический пересчёт risk score на основе актуальной threat intelligence информации об активности эксплуатации уязвимостей в реальном мире. Active Risk scoring учитывает, что уровень угрозы для одной и той же уязвимости меняется со временем при появлении новых эксплоитов или атак.","Сканер интегрируется с threat intelligence platforms (Recorded Future, Mandiant, CrowdStrike Intelligence, ThreatConnect) для получения данных об активности эксплуатации уязвимостей: наличие proof-of-concept, mass exploitation campaigns, APT-активность, ransomware associations. Risk score автоматически пересчитывается при изменении threat context: уязвимость, для которой появился public exploit, повышает приоритет; уязвимость, массово эксплуатируемая ransomware-группировкой, получает максимальный скор. Поддерживается timeline-анализ изменения риска.","Active Risk scoring превращает Vulnerability Management из реактивного процесса в проактивный: организация узнаёт об угрозе в момент её появления в threat landscape, а не после инцидента. Уязвимости, ассоциированные с активными ransomware-кампаниями (например, WannaCry, NotPetya), получают критичный приоритет и устраняются в часы, а не недели. Позволяет командам безопасности быть на шаг впереди злоумышленников."
функция,2,Threat intelligence integration (эксплоиты в wild),"Интеграция сканера с внешними и внутренними источниками threat intelligence для обогащения результатов сканирования контекстом реальных угроз. Threat intelligence предоставляет данные о том, какие уязвимости активно эксплуатируются, какими группировками и в рамках каких кампаний.","Сканер интегрируется с commercial TI feeds (Recorded Future, Mandiant, Anomali, MISP), open-source feeds (CISA KEV, ExploitDB, NVD, vendor advisories), internal TI (данные от SIEM, EDR, honeypots). Для каждой выявленной уязвимости проверяется: наличие public/private exploit, статус массовой эксплуатации, ассоциация с APT/ransomware группировками, наличие PoC в GitHub/ExploitDB. Результаты threat enrichment отображаются в dashboard и используются для risk scoring.","Threat intelligence интеграция сокращает среднее время реагирования на новые угрозы с недель до часов. Без TI команда безопасности не знает, какие уязвимости реально опасны, а какие — теоретические. TI-контекст позволяет принимать обоснованные решения об ускоренном устранении и применении компенсирующих мер. Критично для организаций с высоким threat exposure: финансовый сектор, критическая инфраструктура, госучреждения."
функция,1,EPSS (Exploit Prediction Scoring System),"Использование системы EPSS для прогнозирования вероятности эксплуатации уязвимости в ближайшие 30 дней. EPSS — это data-driven модель, разработанная сообществом FIRST, которая на основе машинного обучения предсказывает, будет ли уязвимость эксплуатироваться в реальном мире.","EPSS использует вероятностную модель (0.0–1.0 или 0–100%), обученную на исторических данных об эксплуатации уязвимостей. Модель учитывает: наличие уязвимости в KEV, публикацию PoC, vendor severity, тип уязвимости, age since publication, popularity of the software и другие факторы. EPSS-подписка обновляется ежедневно. Интеграция позволяет фильтровать тысячи уязвимостей, фокусируясь на тех, у которых EPSS > 0.1 (10%+ вероятность эксплуатации в течение 30 дней).","EPSS позволяет отфильтровывать 80%+ низкорискованных уязвимостей, на которые не стоит тратить ресурсы. Исследования показывают, что EPSS значительно превосходит CVSS в предсказании реальной эксплуатации: корреляция EPSS с фактической эксплуатацией в 10+ раз выше, чем у CVSS. Использование EPSS сокращает нагрузку на команды безопасности и увеличивает эффективность устранения уязвимостей."
категория,3,Критерии (Приоритизация),"Категория определяет механизмы ранжирования выявленных уязвимостей по степени критичности для оптимального распределения ресурсов на их устранение. Эффективная приоритизация — ключевой фактор успеха Vulnerability Management, поскольку средняя организация выявляет тысячи уязвимостей, а ресурсов на их немедленное устранение всегда недостаточно.","Приоритизация строится на многоуровневой модели: базовый уровень — CVSS-скор, расширенный — risk-based scoring с учётом эксплуатируемости (KEV, EPSS, наличие эксплоита) и контекста актива (критичность из CMDB, exposure, наличие компенсирующих мер). Поддерживается кастомизация приоритетов на основе asset tagging, compliance-требований, business criticality и SLAs. Dashboard предоставляет приоритизированные очереди (queues) с фильтрами, drill-down и trend-анализом.","Без приоритизации 80% времени команды безопасности тратится на уязвимости с низким реальным риском. Эффективная приоритизация позволяет устранять критичные уязвимости в 3–5 раз быстрее, сокращая exposure window и снижая вероятность успешной атаки. Интеграция с CMDB через связь e33 обеспечивает учёт бизнес-критичности активов в приоритизации."
