тип,балл,Параметры,Общая часть,Техническая часть,Бизнес часть
функция,2,Traffic light indicators (RAG-статус),"Система цветовой индикации статуса KPI: зелёный (в целевом диапазоне), жёлтый (требует внимания), красный (критическое отклонение). Позволяет мгновенно идентифицировать проблемные зоны без анализа числовых значений.","Реализуется через пороговые правила (threshold rules), настраиваемые для каждого KPI: нижняя граница (red threshold), зона внимания (yellow threshold), целевой диапазон (green). Поддерживается динамическая корректировка порогов на основе исторических данных и сезонности.",Сокращает время реакции руководства на отклонения: вместо чтения таблиц — мгновенная визуальная идентификация проблем. Повышает прозрачность ИТ-функции для не-технических членов правления.
категория,2,Критерии (Trend Analysis),"Функционал анализа трендов и динамики ключевых показателей ИТ-функции за временные периоды. Позволяет выявлять закономерности, сезонность, точки роста и деградации в управлении активами, инцидентами, уязвимостями и затратами.","Требует time-series хранения агрегированных данных в DWH с поддержкой сравнения периодов (YoY, MoM, QoQ). Использует линейные и нелинейные методы аппроксимации, скользящие средние, выявление аномалий (anomaly detection) и сезонную декомпозицию.","Позволяет переходить от реактивного к проактивному управлению: выявлять тренды роста затрат, деградации сервисов, накопления технического долга до того, как они станут критичными. Обеспечивает обоснование инвестиций в превентивные меры."
функция,3,Trend visualization (визуализация трендов),"Графическое представление динамики KPI за настраиваемые периоды времени с линиями трендов, целевыми отметками и зонами отклонения. Охватывает все домены: инциденты, изменения, уязвимости, затраты, доступность.","Использует line charts с многослойностью (фактическое значение, цель, прогноз, доверительный интервал). Поддерживается интерактивный выбор периода (30/60/90/180/365 дней), наложение событий (релизы, инциденты) и аннотации для ключевых точек изменения тренда.",Позволяет руководству визуально оценивать направление развития каждого KPI и коррелировать изменения трендов с бизнес-событиями. Основа для презентаций перед советом директоров и аргументации стратегических инициатив.
функция,2,Comparative analysis (сравнительный анализ периодов),"Функция сопоставления показателей между временными периодами (год к году, квартал к кварталу) или между подразделениями, проектами, командами. Позволяет объективно оценивать прогресс и выявлять лидеров/аутсайдеров.","Реализуется через calculated fields в BI-сло: variance (отклонение), growth rate (темп роста), percentile ranking (процентиль). Поддерживается нормализация метрик для сопоставимости (per FTE, per asset, per service). Данные агрегируются из DWH с группировкой по измерениям.","Обеспечивает объективную оценку эффективности: руководство видит не только абсолютные значения, но и динамику улучшения. Критична для performance management команд и обоснования награждений или корректирующих мер."
функция,2,Anomaly detection (выявление аномалий),"Автоматическое обнаружение статистически значимых отклонений в данных (spikes, drops, outliers), требующих внимания руководства. Применяется к метрикам доступности, затрат, инцидентов, уязвимостей.","Использует статистические методы (z-score, IQR) или ML-модели (isolation forest, Prophet) для выявления точек, выходящих за пределы нормального распределения. Интегрируется с alerting для автоматического уведомления ответственных при обнаружении аномалии.","Сокращает время реакции на неожиданные события: резкий рост облачных расходов, всплеск инцидентов, аномальное количество уязвимостей. Позволяет выявлять проблемы до эскалации на уровень C-suite."
категория,2,Критерии (Predictive Analytics),"Функционал прогнозной аналитики для предсказания будущих состояний ИТ-ландшафта на основе исторических данных. Включает прогнозирование жизненного цикла активов, рисков инцидентов, динамики затрат, нагрузки на инфраструктуру и потребности в ресурсах.","Требует ML-инфраструктуры (Python/R runtime, feature store, model registry), исторических datasets из DWH (минимум 12–24 месяцев) и пайплайна inference. Модели обучаются на данных из CMDB, ITSM, Monitoring и FinOps, развёртываются через BI-платформу или внешний ML-сервис.","Переводит управление ИТ из реактивного режима ('что сломалось') в проактивный ('что сломается через 3 месяца'). Обеспечивает обоснование превентивных инвестиций, планирование бюджета и снижение рисков неожиданных событий."
функция,2,Forecasting (прогнозирование KPI),"Построение прогнозов ключевых показателей на горизонт 3–12 месяцев: затраты на ИТ, объём инцидентов, нагрузка на инфраструктуру, сроки замены оборудования. Использует временные ряды и ML-алгоритмы.","Реализуется через статистические модели (ARIMA, ETS, Prophet) или ML (LSTM, XGBoost) на исторических time-series данных из DWH. Поддерживается настройка горизонта прогноза, доверительных интервалов и сезонности. Прогнозные значения визуализируются на дашбордах рядом с фактическими.","Позволяет CFO и CIO планировать бюджет на основе прогнозов, а не экстраполяций. Обеспечивает раннее предупреждение о выходе за бюджетные рамки, необходимости расширения штата или замены устаревающего оборудования."
функция,2,Asset lifecycle prediction (прогнозирование жизненного цикла активов),"Прогнозирование остаточного срока службы оборудования, дат замены и списания на основе данных об эксплуатации, инцидентах, гарантиях и амортизации. Интегрируется с ITAM и CMDB.","Использует данные из CMDB (возраст актива, warranty status), ITSM (история инцидентов, ремонтов), Monitoring (загрузка ресурсов) и ITAM (амортизация, стоимость). ML-модель рассчитывает probability of failure и remaining useful life (RUL) для каждого класса активов.","Снижает риск внезапных отказов критичного оборудования и связанных простоев бизнеса. Оптимизирует capex: замена оборудования планируется заранее, а не экстренно. Обеспечивает??ную кривую капитальных затрат."
функция,1,What-if analysis (сценарный анализ),"Инструмент моделирования гипотетических сценариев: 'что если увеличить штат на 20%', 'что если мигрировать 30% серверов в облако', 'что если сократить время реакции вдвое'. Позволяет оценивать последствия решений до их принятия.","Реализуется через параметрические модели в BI: пользователь задаёт входные параметры (количество активов, стоимость единицы, коэффициент эффективности), система пересчитывает зависимые KPI в реальном времени. Требует parameter-driven расчётов и sandbox-окружения.","Снижает риски принятия необоснованных решений: руководство видит прогнозируемый эффект до инвестиций. Критичен для планирования трансформаций, бюджетных сессий и подготовки бизнес-кейсов."
категория,3,Критерии (Интеграция с источниками данных),Требования к интеграции Executive Dashboards с источниками данных из всех зон IT-ландшафта через BI/DWH. Качество дашбордов напрямую определяется полнотой и актуальностью интегрируемых данных. Прямое подключение к операционным системам исключается — все данные проходят через уровень очистки и агрегации BI/DWH.,"Определяет ETL-коннекторы к CMDB (e42, KPI datasets), ITSM (инциденты, изменения), SIEM (метрики безопасности), FinOps (облачные затраты), Monitoring (доступность). Каждый источник подключается через собственный адаптер с учётом формата данных и частоты обновления. Поддерживаются REST API, ODBC, прямые SQL-запросы и файловые импорты.","Чем полнее интеграция, тем более целостная картина состояния ИТ-функции. Неполная интеграция приводит к 'слепым зонам' в управленческой отчётности и риску принятия решений на неполных данных."
функция,3,CMDB integration (KPI datasets через e43),"Интеграция с CMDB для получения структурированных KPI datasets: количество активов по категориям, покрытие инвентаризацией, связность CI, актуальность данных, распределение по окружениям. Основной источник метрик зрелости ландшафта.","Реализуется через связь e43: регулярный ETL-процесс (обычно ежедневно) извлекает агрегированные данные из CMDB, проходит очистку и нормализацию в DWH, подаётся на визуализацию. Ключевые показатели: CI coverage (>95%), attribute accuracy (>90%), relationship completeness (>80%), data currency (<24 часов).","Даёт руководству объективную оценку зрелости IT-ландшафта: насколько полно учтены активы, насколько качественны данные, насколько связна CMDB. Без этой интеграции Executive Dashboards строятся на предположениях."
функция,3,"ITSM integration (инциденты, изменения, SLA)","Интеграция с ITSM для визуализации процессных метрик: количество открытых/закрытых инцидентов, MTTR, SLA compliance, статус изменений, прогресс Problem Management. Позволяет оценивать операционную эффективность Service Management.","ETL-коннектор к ITSM Core через REST API или прямую интеграцию с BI/DWH. Агрегируются: incident volume by priority, MTTR by category, SLA breach rate, change success rate, problem resolution rate. Поддерживается drill-down до конкретного тикета и команды.","Позволяет CIO оценивать качество ИТ-услуг, демонстрировать соблюдение SLA бизнес-заказчикам и выявлять узкие места в процессах. Критична для service review meetings с бизнес-подразделениями."
функция,3,"Security integration (SIEM, Vulnerability Management)","Интеграция с Security-зоной для визуализации метрик информационной безопасности: количество критичных уязвимостей, exposure score, среднее время закрытия уязвимостей, инциденты ИБ, compliance-статус. Обеспечивает CISO единую картину ИБ-рисков.","Данные поступают из SIEM (количество alerts, инциденты), Vulnerability Management (CVE count by severity, MTTR remediation), GRC (compliance score) по связям e18 (reference analytics) и e33 (asset identity). Коррелируется с CMDB для приоритизации по критичности актива.","Позволяет CISO и CIO объективно оценивать позицию организации в области ИБ, планировать инвестиции в security и документировать compliance перед аудиторами и регуляторами."
функция,3,"FinOps integration (стоимость, TCO, облачные расходы)","Интеграция с финансовым слоем (ITAM, SAM, FinOps) для визуализации затрат на ИТ: структура расходов (CapEx/OpEx), TCO по сервисам, облачные затраты по проектам, лицензионные риски, тренды амортизации. Переводит ИТ-метрики в финансовый язык.","Данные агрегируются из ITAM (стоимость активов), SAM (лицензионные метрики), FinOps (облачные расходы по меткам), ERP (бюджет, амортизация). Рассчитываются: TCO by service, cost per user, cloud spend trend, license optimization potential, budget variance.","Позволяет CFO и CIO управлять ИТ-бюджетом на основе данных, выявлять неэффективные расходы и обосновывать инвестиции перед советом директоров. Отвечает на ключевой вопрос: 'сколько стоит этот сервис?'"
функция,2,Monitoring/Operations integration,"Интеграция с операционным слоем (Monitoring, APM) для визуализации метрик доступности и производительности: uptime сервисов, latency, throughput, capacity utilization, MTTD. Обеспечивает руководство данными о качестве ИТ-инфраструктуры.","Данные поступают из Monitoring (availability %, alert count, MTTR), APM (response time, error rate, throughput), Patch Management (patch compliance). Агрегируются по сервисам и бизнес-приложениям. Поддерживается real-time streaming для критичных метрик.",Даёт объективную оценку качества ИТ-инфраструктуры с точки зрения бизнеса. Позволяет коррелировать технические метрики с бизнес-воздействием: 'замедление сайта на 20% = потеря X конверсий'.
категория,2,Критерии (Data Governance и качество данных),"Требования к управлению качеством данных, от которого напрямую зависит достоверность Executive Dashboards. Включает определения показателей, владельцев данных, методологию расчёта и механизмы обеспечения точности. Следует принципу 'garbage in — garbage out'.","Определяет Data Authority Matrix (source of truth для каждого KPI), Data Stewardship (ответственные за данные), reconciliation rules, automated quality checks. Каждый показатель должен иметь единое определение, единый источник расчёта и владельца. Поддерживается data lineage — отслеживание происхождения каждого значения на дашборде.","Гарантирует, что решения принимаются на основе достоверных данных. Без data governance разные подразделения используют разные определения одного KPI, что приводит к конфликтам и ошибочным решениям."
функция,3,Single source of truth для KPI (единые определения),"Обеспечение того, что каждый показатель на дашборде имеет одно определение, один источник расчёта и один владелец. Исключает ситуации, когда 'MTTR в отчёте ITSM' и 'MTTR в отчёте CIO' — разные числа.","Реализуется через KPI catalog: централизованный реестр всех показателей с формулами расчёта, источниками данных, владельцами и версионированием. Интегрирован с BI/DWH: каждый виджет на дашборде ссылается на запись в KPI catalog. Поддерживается data lineage от визуализации до исходной системы.","Устраняет 'войны метрик' между подразделениями, когда каждый отчитывается по своей версии KPI. Обеспечивает доверие руководства к данным на дашбордах и единый язык измерений во всей организации."
функция,2,Data quality score (оценка качества данных),"Метрика качества данных, отображаемая на дашборде рядом с каждым KPI. Показывает достоверность визуализируемых значений: полнота, точность, актуальность, согласованность. Принцип 'не доверяй — проверяй'.","Рассчитывается на основе метрик качества из z-norm и CMDB: coverage (полнота охвата), accuracy (точность атрибутов), currency (возраст данных), completeness (заполненность обязательных полей). Визуализируется как индикатор доверия (trust indicator) рядом с каждым показателем.","Предотвращает принятие решений на основе некачественных данных. Если data quality score ниже порога — руководство видит предупреждение и понимает, что показатель может быть неточным. Повышает культуру data-driven decision making."
функция,2,Data lineage (прослеживаемость данных),Возможность отследить происхождение каждого значения на дашборде — от визуализированного KPI через уровни агрегации BI/DWH до исходной операционной системы. Отвечает на вопрос 'откуда взялось это число?'.,"Реализуется через lineage tracking: каждое значение на дашборде содержит метаданные об источнике (система, таблица, поле), ETL-процессе (когда и как рассчитано), версии формулы и владельце данных. Поддерживается drill-down lineage: клик по KPI открывает цепочку от source до visualization.","Критична для аудитов и для установления доверия к данным. Когда аудитор или руководитель спрашивает 'откуда эта цифра' — ответ находится за один клик, а не требует недельного расследования."
категория,2,Критерии (Кастомизация и персонализация),"Требования к гибкости настройки Executive Dashboards под уникальные потребности организации: кастомные KPI, произвольные визуализации, drag-and-drop конструктор, экспорт и распространение отчётов. Позволяет адаптировать дашборды под специфику бизнеса без разработки.","Определяет наличие self-service конструктора дашбордов, библиотеки виджетов, настраиваемых фильтров, условного форматирования, поддержки custom calculations и calculated fields. Важна возможность создания дашбордов business users без привлечения IT или data engineering.","Сокращает time-to-insight: новые показатели добавляются часами, а не неделями разработки. Снижает зависимость от BI-команды и ускоряет реакцию на изменяющиеся требования руководства."
функция,2,Self-service конструктор дашбордов,"Инструмент drag-and-drop для создания и редактирования панелей без программирования. Позволяет business users самостоятельно создавать новые дашборды, добавлять виджеты, настраивать фильтры и форматирование.","Реализуется через WYSIWYG-редактор с библиотекой визуализаций (charts, tables, KPI cards, gauges, maps). Поддерживает привязку к data sources, calculated fields, условное форматирование, параметрические фильтры. Требует governance-механизмов для предотвращения 'дикого роста' неконтролируемых дашбордов.",Демократизирует доступ к данным: каждый руководитель может создать панель под свои задачи без очереди на BI-разработку. Однако требует data governance для обеспечения согласованности определений.
функция,2,Custom KPI и calculated fields,"Возможность создания собственных показателей на основе имеющихся данных через формулы и выражения. Позволяет рассчитывать составные метрики, специфичные для организации.","Поддерживается синтаксис calculated fields (SQL-like, DAX, или proprietary language): арифметические операции, агрегатные функции, условные выражения, lookup-ы. Возможность создания derived KPI на основе нескольких источников с различной гранулярностью.","Позволяет адаптировать дашборды под уникальные требования бизнеса: специфические коэффициенты эффективности, отраслевые метрики, кастомные разрезы анализа. Гибкость без программирования."
функция,2,"Экспорт и распространение отчётов (PDF, Excel, PPT, email)","Функционал экспорта дашбордов и отдельных виджетов в различные форматы для презентаций, документации и офлайн-анализа. Включает автоматическую рассылку отчётов по расписанию.","Поддерживает экспорт в PDF (для печати и архивации), PowerPoint (для презентаций), Excel/CSV (для ad-hoc анализа), PNG (для вставки в документы). Автоматическая рассылка по email с настраиваемым расписанием (ежедневно, еженедельно, ежемесячно) и получателями.",Ускоряет подготовку управленческих материалов: отчёт за месяц формируется автоматически за минуты вместо часов ручной сборки. Обеспечивает непрерывность информирования руководства даже без входа в систему.
категория,1,Критерии (Производительность и масштабируемость),"Технические характеристики Executive Dashboards, определяющие скорость работы, количество одновременных пользователей, объём обрабатываемых данных и возможность роста без деградации. Критичны для обеспечения SLA по доступности дашбордов.","Определяют время загрузки дашборда (< 5 секунд), количество конкуррентных пользователей (C-suite + middle management + analysts), объём data sources (десятки систем), частоту обновления (от real-time до ежедневного). Влияют на выбор архитектуры: in-memory vs disk-based, vertical vs horizontal scaling.",Определяют user adoption: если дашборд загружается медленно — руководство перестанет им пользоваться и вернётся к Excel. Масштабируемость обеспечивает защиту инвестиций при росте организации.
функция,2,Время загрузки дашборда (< 5 секунд),Требование к скорости открытия и рендеринга управленческой панели. Целевое значение — менее 5 секунд от клика до готовности всех виджетов. Критично для daily routine руководства.,"Достигается через: кэширование агрегатов (materialized views, OLAP-кубы), in-memory вычисления, оптимизацию SQL-запросов, lazy loading виджетов, CDN для статических ресурсов, client-side rendering. Требует мониторинга performance и профилирования 'тяжёлых' виджетов.",Критично для ежедневного использования: руководитель открывает дашборд утром и за 5 минут получает картину. Если загрузка занимает минуты — adoption падает и дашборд становится бесполезным.
функция,2,Поддержка mobile devices (адаптивный дизайн),"Возможность просмотра Executive Dashboards на мобильных устройствах (планшеты, смартфоны) с адаптивной вёрсткой и оптимизированной навигацией. Позволяет руководству получать управленческую информацию вне офиса.","Реализуется через responsive design (адаптивная вёрстка) или нативные mobile apps (iOS/Android). Поддерживает touch-интерфейс, offline mode с кэшированием последних данных, push-уведомления о критичных отклонениях.","Расширяет доступность: руководитель может проверить ключевые показатели в дороге, на совещании или в командировке. Push-уведомления обеспечивают мгновенную реакцию на критичные события вне рабочего места."
категория,1,Критерии (TCO и развёртывание),"Организационно-экономические характеристики внедрения и эксплуатации Executive Dashboards: модели развёртывания, скрытые затраты, масштабируемость стоимости. Критичны для защиты инвестиций и планирования бюджета.","Определяют модель развёртывания (SaaS / On-premise / Hybrid), требования к инфраструктуре, time-to-value, скрытые затраты (ETL-разработка, data governance, обучение). Модель лицензирования влияет на предсказуемость стоимости при росте.","Позволяют CFO оценить полную стоимость владения и спланировать бюджет. SaaS-модель снижает начальные затраты, on-premise обеспечивает контроль над данными. Неправильная оценка скрытых затрат приводит к провалу проекта."
функция,1,SaaS / On-premise / Hybrid развёртывание,"Варианты развёртывания платформы Executive Dashboards: облачный SaaS (быстрый старт, обновления вендора), on-premise (полный контроль данных, compliance с требованиями локализации), гибридный (часть в облаке, часть локально).","SaaS: zero infrastructure, автоматические обновления, shared tenancy, зависимость от интернет-соединения. On-premise: полный контроль над data residency, кастомизация инфраструктуры, ответственность за обслуживание. Hybrid: гибкость размещения чувствительных данных on-premise при использовании cloud для вычислений.","SaaS ускоряет time-to-value (запуск за дни), on-premise обеспечивает compliance для регулируемых отраслей (банки, госсектор). Выбор влияет на TCO, безопасность данных и скорость внедрения."
функция,1,Time-to-value (время от внедрения до первого инсайта),"Период от начала проекта внедрения Executive Dashboards до момента, когда руководство получает первый значимый управленческий инсайт из дашборда. Целевое значение — 4–8 недель для первого MVP.","Определяется сложностью ETL-процессов (количество источников, качество данных), наличием out-of-the-box коннекторов, зрелостью CMDB и BI/DWH. MVP-подход: первый дашборд с 5–7 KPI запускается на данных из 2–3 ключевых источников, затем наращивается покрытие.",Критичен для поддержки со стороны руководства: быстрый первый результат демонстрирует ценность инвестиций и мотивирует дальнейшее развитие. Долгий time-to-value приводит к потере интереса stakeholders.
категория,2,Критерии (Alerting и проактивные уведомления),Функционал автоматических уведомлений руководству при достижении KPI критических порогов или выявлении значимых отклонений. Переводит Executive Dashboards из пассивного инструмента просмотра в активный механизм управления.,"Технически реализуется через threshold-based alerting: настройка пороговых значений для каждого KPI, каналов доставки (email, SMS, push, Slack/Teams), эскалационных матриц и расписаний (только рабочие часы / круглосуточно для критичных). Поддерживается correlation alerting — уведомление при комбинации нескольких условий.","Обеспечивает проактивное управление: руководство узнаёт о проблемах не при очередном просмотре дашборда, а в момент возникновения. Сокращает время реакции на критичные отклонения и предотвращает эскалацию проблем."
функция,2,Threshold-based alerts (пороговые уведомления),Система автоматических уведомлений при выходе KPI за установленные пороговые значения (red/yellow thresholds). Направлена на мгновенное информирование ответственных руководителей о критичных ситуациях.,"Реализуется через rule engine: правила вида 'если MTTR > 4 часов — уведомить CIO', 'если open critical incidents > 5 — alert CISO + IT Director'. Поддерживается многоуровневая эскалация, привязка к рабочему расписанию и каналам доставки (email, Teams, SMS).","Гарантирует, что критичные отклонения не останутся незамеченными. Сокращает время от возникновения проблемы до реакции руководства с часов/дней до минут."
функция,1,Narrative insights (автоматические текстовые комментарии),Функция автоматической генерации текстовых комментариев и выводов на основе данных дашборда (NLG — Natural Language Generation). Превращает числа в понятные объяснения: 'Облачные расходы выросли на 15% по сравнению с прошлым месяцем из-за увеличения потребления в проекте Alpha'.,"Реализуется через NLG-движок или шаблонную генерацию текстов на основе правил. Анализирует тренды, отклонения, корреляции и формирует человекочитаемые комментарии, сопровождающие KPI. Поддерживается локализация (русский/английский).","Снижает когнитивную нагрузку: руководитель видит не только цифры, но и их интерпретацию. Ускоряет понимание ситуации и обеспечивает единое понимание контекста между разными членами руководства."
категория,1,Критерии (Collaboration и workflow),"Функционал совместной работы с данными дашбордов: комментирование, назначение задач, совместный анализ, workflow согласования. Превращает Executive Dashboards из инструмента просмотра в платформу управленческого взаимодействия.","Поддерживает аннотации к конкретным значениям KPI (@mentions для коллег), создание action items с привязкой к данным, интеграцию с task management (Jira, Planner, To Do), совместное редактирование закладок (bookmarks) и sharing с контролируемым доступом.",Повышает эффективность управленческих совещаний: вместо 'давайте разберёмся после встречи' — комментарий и action item создаются прямо на дашборде. Создаёт замкнутый цикл: данные ? анализ ? решение ? действие.
функция,1,Annotations и комментарии к KPI,"Возможность добавления текстовых комментариев и аннотаций к конкретным значениям на дашборде. Позволяет фиксировать контекст: причины отклонений, принятые решения, назначенные действия.","Реализуется через overlay-слой поверх визуализаций: пользователь кликает на точку данных и добавляет комментарий с @mention, датой и thread. Комментарии хранятся вместе с данными и видны всем пользователям с соответствующими правами.","Создаёт 'корпоративную память' вокруг данных: через месяц можно понять, почему показатель отклонился, без переспросов. Ускоряет onboardинг новых руководителей — они видят не только данные, но и историю решений."
категория,1,Критерии (Historical snapshot и аудит),"Возможность сохранения исторических срезов дашбордов и отслеживания изменений показателей во времени. Обеспечивает доказательную базу для аудитов, ретроспективного анализа и compliance.","Реализуется через versioning: автоматическое сохранение snapshot'ов дашбордов с заданной периодичностью (ежедневно, еженедельно). Поддерживается point-in-time analysis — просмотр состояния дашборда на любую историческую дату. Интегрируется с системами архивирования.",Критична для внутренних и внешних аудитов: аудитор получает доказательную базу состояния ИТ-функции на любой момент времени. Позволяет проводить ретроспективный анализ эффективности принятых решений.
